"","site","Hydro_Metric","Biol","Threshold","Bio_threshold","High","Low","Direction"
"677",201091,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"678",201091,"DS_Dur_WS","ASCI","Threshold50",0.75,100,NA,"High"
"679",201091,"DS_Dur_WS","ASCI","Threshold50",0.86,100,NA,"High"
"680",201091,"DS_Dur_WS","ASCI","Threshold50",0.94,100,NA,"High"
"681",201091,"DS_Dur_WS","ASCI","Threshold75",0.75,100,NA,"High"
"682",201091,"DS_Dur_WS","ASCI","Threshold75",0.86,100,NA,"High"
"683",201091,"DS_Dur_WS","ASCI","Threshold75",0.94,100,NA,"High"
"684",201091,"DS_Dur_WS","CSCI","Threshold25",0.79,100,NA,"High"
"685",201091,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"686",201091,"DS_Dur_WS","CSCI","Threshold50",0.63,100,NA,"High"
"687",201091,"DS_Dur_WS","CSCI","Threshold50",0.79,100,NA,"High"
"688",201091,"DS_Dur_WS","CSCI","Threshold50",0.92,100,NA,"High"
"689",201091,"DS_Dur_WS","CSCI","Threshold75",0.63,100,NA,"High"
"690",201091,"DS_Dur_WS","CSCI","Threshold75",0.79,100,NA,"High"
"691",201091,"DS_Dur_WS","CSCI","Threshold75",0.92,100,NA,"High"
"692",201091,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"693",201091,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"694",201091,"SP_Dur","ASCI","Threshold25",0.75,66.6666666666667,33.3333333333333,"High"
"695",201091,"SP_Dur","ASCI","Threshold25",0.86,66.6666666666667,33.3333333333333,"High"
"696",201091,"SP_Dur","ASCI","Threshold25",0.94,66.6666666666667,33.3333333333333,"High"
"697",201091,"SP_Dur","ASCI","Threshold50",0.75,50,50,"Uncertain"
"698",201091,"SP_Dur","ASCI","Threshold50",0.86,50,50,"Uncertain"
"699",201091,"SP_Dur","ASCI","Threshold50",0.94,50,50,"Uncertain"
"700",201091,"SP_Dur","ASCI","Threshold75",0.75,40,60,"Low"
"701",201091,"SP_Dur","ASCI","Threshold75",0.86,33.3333333333333,66.6666666666667,"Low"
"702",201091,"SP_Dur","ASCI","Threshold75",0.94,33.3333333333333,66.6666666666667,"Low"
"703",201091,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"704",201091,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"705",201091,"SP_Tim","CSCI","Threshold50",0.63,100,NA,"High"
"706",201091,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"707",201091,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"708",201091,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"709",201091,"SP_Tim","CSCI","Threshold75",0.79,100,NA,"High"
"710",201091,"SP_Tim","CSCI","Threshold75",0.92,100,NA,"High"
"711",201100,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"712",201100,"DS_Dur_WS","ASCI","Threshold50",0.75,100,NA,"High"
"713",201100,"DS_Dur_WS","ASCI","Threshold50",0.86,100,NA,"High"
"714",201100,"DS_Dur_WS","ASCI","Threshold50",0.94,100,NA,"High"
"715",201100,"DS_Dur_WS","ASCI","Threshold75",0.75,50,50,"Uncertain"
"716",201100,"DS_Dur_WS","ASCI","Threshold75",0.86,60,40,"High"
"717",201100,"DS_Dur_WS","ASCI","Threshold75",0.94,75,25,"High"
"718",201100,"DS_Dur_WS","CSCI","Threshold25",0.79,100,NA,"High"
"719",201100,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"720",201100,"DS_Dur_WS","CSCI","Threshold50",0.79,66.6666666666667,33.3333333333333,"High"
"721",201100,"DS_Dur_WS","CSCI","Threshold50",0.92,85.7142857142857,14.2857142857143,"High"
"722",201100,"DS_Dur_WS","CSCI","Threshold75",0.63,50,50,"Uncertain"
"723",201100,"DS_Dur_WS","CSCI","Threshold75",0.79,71.4285714285714,28.5714285714286,"High"
"724",201100,"DS_Dur_WS","CSCI","Threshold75",0.92,75,25,"High"
"725",201100,"Q99","ASCI","Threshold25",0.94,100,NA,"High"
"726",201100,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"727",201100,"Q99","ASCI","Threshold75",0.75,100,NA,"High"
"728",201100,"Q99","ASCI","Threshold75",0.86,100,NA,"High"
"729",201100,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"730",201100,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"731",201100,"Q99","CSCI","Threshold50",0.79,100,NA,"High"
"732",201100,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"733",201100,"Q99","CSCI","Threshold75",0.79,100,NA,"High"
"734",201100,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"735",201100,"SP_Dur","ASCI","Threshold25",0.75,40,60,"Low"
"736",201100,"SP_Dur","ASCI","Threshold25",0.86,22.2222222222222,77.7777777777778,"Low"
"737",201100,"SP_Dur","ASCI","Threshold25",0.94,22.2222222222222,77.7777777777778,"Low"
"738",201100,"SP_Dur","ASCI","Threshold50",0.75,20,80,"Low"
"739",201100,"SP_Dur","ASCI","Threshold50",0.86,20,80,"Low"
"740",201100,"SP_Dur","ASCI","Threshold50",0.94,18.75,81.25,"Low"
"741",201100,"SP_Dur","ASCI","Threshold75",0.75,16.6666666666667,83.3333333333333,"Low"
"742",201100,"SP_Dur","ASCI","Threshold75",0.86,15,85,"Low"
"743",201100,"SP_Dur","ASCI","Threshold75",0.94,15,85,"Low"
"744",201100,"SP_Tim","CSCI","Threshold25",0.63,100,NA,"High"
"745",201100,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"746",201100,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"747",201100,"SP_Tim","CSCI","Threshold50",0.63,100,NA,"High"
"748",201100,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"749",201100,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"750",201100,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"751",201100,"SP_Tim","CSCI","Threshold75",0.79,90.9090909090909,9.09090909090909,"High"
"752",201100,"SP_Tim","CSCI","Threshold75",0.92,91.6666666666667,8.33333333333333,"High"
"753",203010,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"754",203010,"DS_Dur_WS","ASCI","Threshold50",0.94,100,NA,"High"
"755",203010,"DS_Dur_WS","ASCI","Threshold75",0.75,100,NA,"High"
"756",203010,"DS_Dur_WS","ASCI","Threshold75",0.86,100,NA,"High"
"757",203010,"DS_Dur_WS","ASCI","Threshold75",0.94,66.6666666666667,33.3333333333333,"High"
"758",203010,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"759",203010,"DS_Dur_WS","CSCI","Threshold50",0.79,100,NA,"High"
"760",203010,"DS_Dur_WS","CSCI","Threshold50",0.92,100,NA,"High"
"761",203010,"DS_Dur_WS","CSCI","Threshold75",0.79,66.6666666666667,33.3333333333333,"High"
"762",203010,"DS_Dur_WS","CSCI","Threshold75",0.92,66.6666666666667,33.3333333333333,"High"
"763",203010,"Q99","ASCI","Threshold25",0.94,100,NA,"High"
"764",203010,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"765",203010,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"766",203010,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"767",203010,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"768",203010,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"769",203010,"SP_Dur","ASCI","Threshold25",0.75,50,50,"Uncertain"
"770",203010,"SP_Dur","ASCI","Threshold25",0.86,25,75,"Low"
"771",203010,"SP_Dur","ASCI","Threshold25",0.94,28.5714285714286,71.4285714285714,"Low"
"772",203010,"SP_Dur","ASCI","Threshold50",0.75,28.5714285714286,71.4285714285714,"Low"
"773",203010,"SP_Dur","ASCI","Threshold50",0.86,25,75,"Low"
"774",203010,"SP_Dur","ASCI","Threshold50",0.94,22.2222222222222,77.7777777777778,"Low"
"775",203010,"SP_Dur","ASCI","Threshold75",0.75,22.2222222222222,77.7777777777778,"Low"
"776",203010,"SP_Dur","ASCI","Threshold75",0.86,20,80,"Low"
"777",203010,"SP_Dur","ASCI","Threshold75",0.94,18.1818181818182,81.8181818181818,"Low"
"778",203010,"SP_Tim","CSCI","Threshold25",0.63,100,NA,"High"
"779",203010,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"780",203010,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"781",203010,"SP_Tim","CSCI","Threshold50",0.63,100,NA,"High"
"782",203010,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"783",203010,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"784",203010,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"785",203010,"SP_Tim","CSCI","Threshold75",0.79,100,NA,"High"
"786",203010,"SP_Tim","CSCI","Threshold75",0.92,100,NA,"High"
"787",204010,"DS_Dur_WS","ASCI","Threshold25",0.75,100,NA,"High"
"788",204010,"DS_Dur_WS","ASCI","Threshold25",0.86,100,NA,"High"
"789",204010,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"790",204010,"DS_Dur_WS","ASCI","Threshold50",0.75,100,NA,"High"
"791",204010,"DS_Dur_WS","ASCI","Threshold50",0.86,100,NA,"High"
"792",204010,"DS_Dur_WS","ASCI","Threshold50",0.94,100,NA,"High"
"793",204010,"DS_Dur_WS","ASCI","Threshold75",0.75,85.7142857142857,14.2857142857143,"High"
"794",204010,"DS_Dur_WS","ASCI","Threshold75",0.86,75,25,"High"
"795",204010,"DS_Dur_WS","ASCI","Threshold75",0.94,70,30,"High"
"796",204010,"DS_Dur_WS","CSCI","Threshold25",0.63,100,NA,"High"
"797",204010,"DS_Dur_WS","CSCI","Threshold25",0.79,100,NA,"High"
"798",204010,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"799",204010,"DS_Dur_WS","CSCI","Threshold50",0.63,100,NA,"High"
"800",204010,"DS_Dur_WS","CSCI","Threshold50",0.79,100,NA,"High"
"801",204010,"DS_Dur_WS","CSCI","Threshold50",0.92,100,NA,"High"
"802",204010,"DS_Dur_WS","CSCI","Threshold75",0.63,75,25,"High"
"803",204010,"DS_Dur_WS","CSCI","Threshold75",0.79,66.6666666666667,33.3333333333333,"High"
"804",204010,"DS_Dur_WS","CSCI","Threshold75",0.92,70,30,"High"
"805",204010,"Q99","ASCI","Threshold25",0.94,100,NA,"High"
"806",204010,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"807",204010,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"808",204010,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"809",204010,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"810",204010,"Q99","CSCI","Threshold75",0.79,100,NA,"High"
"811",204010,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"812",204010,"SP_Dur","ASCI","Threshold25",0.75,12.5,87.5,"Low"
"813",204010,"SP_Dur","ASCI","Threshold25",0.86,16.6666666666667,83.3333333333333,"Low"
"814",204010,"SP_Dur","ASCI","Threshold25",0.94,11.7647058823529,88.2352941176471,"Low"
"815",204010,"SP_Dur","ASCI","Threshold50",0.75,11.7647058823529,88.2352941176471,"Low"
"816",204010,"SP_Dur","ASCI","Threshold50",0.86,10.5263157894737,89.4736842105263,"Low"
"817",204010,"SP_Dur","ASCI","Threshold50",0.94,10,90,"Low"
"818",204010,"SP_Dur","ASCI","Threshold75",0.75,9.52380952380952,90.4761904761905,"Low"
"819",204010,"SP_Dur","ASCI","Threshold75",0.86,8.69565217391304,91.304347826087,"Low"
"820",204010,"SP_Dur","ASCI","Threshold75",0.94,8.69565217391304,91.304347826087,"Low"
"821",204010,"SP_Tim","CSCI","Threshold25",0.63,100,NA,"High"
"822",204010,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"823",204010,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"824",204010,"SP_Tim","CSCI","Threshold50",0.63,100,NA,"High"
"825",204010,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"826",204010,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"827",204010,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"828",204010,"SP_Tim","CSCI","Threshold75",0.79,100,NA,"High"
"829",204010,"SP_Tim","CSCI","Threshold75",0.92,100,NA,"High"
"830",205010,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"831",205010,"DS_Dur_WS","ASCI","Threshold50",0.75,100,NA,"High"
"832",205010,"DS_Dur_WS","ASCI","Threshold50",0.86,100,NA,"High"
"833",205010,"DS_Dur_WS","ASCI","Threshold50",0.94,100,NA,"High"
"834",205010,"DS_Dur_WS","ASCI","Threshold75",0.75,100,NA,"High"
"835",205010,"DS_Dur_WS","ASCI","Threshold75",0.86,100,NA,"High"
"836",205010,"DS_Dur_WS","ASCI","Threshold75",0.94,100,NA,"High"
"837",205010,"DS_Dur_WS","CSCI","Threshold25",0.79,100,NA,"High"
"838",205010,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"839",205010,"DS_Dur_WS","CSCI","Threshold50",0.79,100,NA,"High"
"840",205010,"DS_Dur_WS","CSCI","Threshold50",0.92,100,NA,"High"
"841",205010,"DS_Dur_WS","CSCI","Threshold75",0.63,100,NA,"High"
"842",205010,"DS_Dur_WS","CSCI","Threshold75",0.79,50,50,"Uncertain"
"843",205010,"DS_Dur_WS","CSCI","Threshold75",0.92,50,50,"Uncertain"
"844",205010,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"845",205010,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"846",205010,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"847",205010,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"848",205010,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"849",205010,"SP_Dur","ASCI","Threshold25",0.75,60,40,"High"
"850",205010,"SP_Dur","ASCI","Threshold25",0.86,60,40,"High"
"851",205010,"SP_Dur","ASCI","Threshold25",0.94,60,40,"High"
"852",205010,"SP_Dur","ASCI","Threshold50",0.75,60,40,"High"
"853",205010,"SP_Dur","ASCI","Threshold50",0.86,50,50,"Uncertain"
"854",205010,"SP_Dur","ASCI","Threshold50",0.94,50,50,"Uncertain"
"855",205010,"SP_Dur","ASCI","Threshold75",0.75,50,50,"Uncertain"
"856",205010,"SP_Dur","ASCI","Threshold75",0.86,50,50,"Uncertain"
"857",205010,"SP_Dur","ASCI","Threshold75",0.94,50,50,"Uncertain"
"858",205010,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"859",205010,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"860",205010,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"861",205010,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"862",205010,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"863",205010,"SP_Tim","CSCI","Threshold75",0.79,100,NA,"High"
"864",205010,"SP_Tim","CSCI","Threshold75",0.92,100,NA,"High"
"865",207010,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"866",207010,"DS_Dur_WS","ASCI","Threshold50",0.75,100,NA,"High"
"867",207010,"DS_Dur_WS","ASCI","Threshold50",0.86,100,NA,"High"
"868",207010,"DS_Dur_WS","ASCI","Threshold50",0.94,100,NA,"High"
"869",207010,"DS_Dur_WS","ASCI","Threshold75",0.75,100,NA,"High"
"870",207010,"DS_Dur_WS","ASCI","Threshold75",0.86,100,NA,"High"
"871",207010,"DS_Dur_WS","ASCI","Threshold75",0.94,100,NA,"High"
"872",207010,"DS_Dur_WS","CSCI","Threshold25",0.79,100,NA,"High"
"873",207010,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"874",207010,"DS_Dur_WS","CSCI","Threshold50",0.79,100,NA,"High"
"875",207010,"DS_Dur_WS","CSCI","Threshold50",0.92,100,NA,"High"
"876",207010,"DS_Dur_WS","CSCI","Threshold75",0.63,100,NA,"High"
"877",207010,"DS_Dur_WS","CSCI","Threshold75",0.79,100,NA,"High"
"878",207010,"DS_Dur_WS","CSCI","Threshold75",0.92,100,NA,"High"
"879",207010,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"880",207010,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"881",207010,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"882",207010,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"883",207010,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"884",207010,"SP_Dur","ASCI","Threshold25",0.75,100,NA,"High"
"885",207010,"SP_Dur","ASCI","Threshold25",0.86,66.6666666666667,33.3333333333333,"High"
"886",207010,"SP_Dur","ASCI","Threshold25",0.94,75,25,"High"
"887",207010,"SP_Dur","ASCI","Threshold50",0.75,75,25,"High"
"888",207010,"SP_Dur","ASCI","Threshold50",0.86,60,40,"High"
"889",207010,"SP_Dur","ASCI","Threshold50",0.94,57.1428571428571,42.8571428571429,"Uncertain"
"890",207010,"SP_Dur","ASCI","Threshold75",0.75,50,50,"Uncertain"
"891",207010,"SP_Dur","ASCI","Threshold75",0.86,44.4444444444444,55.5555555555556,"Uncertain"
"892",207010,"SP_Dur","ASCI","Threshold75",0.94,44.4444444444444,55.5555555555556,"Uncertain"
"893",207010,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"894",207010,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"895",207010,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"896",207010,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"897",207010,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"898",207010,"SP_Tim","CSCI","Threshold75",0.79,50,50,"Uncertain"
"899",207010,"SP_Tim","CSCI","Threshold75",0.92,50,50,"Uncertain"
"900",301010,"DS_Dur_WS","ASCI","Threshold25",0.75,NA,100,"Low"
"901",301010,"DS_Dur_WS","ASCI","Threshold25",0.86,NA,100,"Low"
"902",301010,"DS_Dur_WS","ASCI","Threshold25",0.94,50,50,"Uncertain"
"903",301010,"DS_Dur_WS","ASCI","Threshold50",0.75,NA,100,"Low"
"904",301010,"DS_Dur_WS","ASCI","Threshold50",0.86,NA,100,"Low"
"905",301010,"DS_Dur_WS","ASCI","Threshold50",0.94,66.6666666666667,33.3333333333333,"High"
"906",301010,"DS_Dur_WS","ASCI","Threshold75",0.75,50,50,"Uncertain"
"907",301010,"DS_Dur_WS","ASCI","Threshold75",0.86,66.6666666666667,33.3333333333333,"High"
"908",301010,"DS_Dur_WS","ASCI","Threshold75",0.94,66.6666666666667,33.3333333333333,"High"
"909",301010,"DS_Dur_WS","CSCI","Threshold25",0.63,NA,100,"Low"
"910",301010,"DS_Dur_WS","CSCI","Threshold25",0.79,NA,100,"Low"
"911",301010,"DS_Dur_WS","CSCI","Threshold25",0.92,66.6666666666667,33.3333333333333,"High"
"912",301010,"DS_Dur_WS","CSCI","Threshold50",0.63,NA,100,"Low"
"913",301010,"DS_Dur_WS","CSCI","Threshold50",0.79,50,50,"Uncertain"
"914",301010,"DS_Dur_WS","CSCI","Threshold50",0.92,66.6666666666667,33.3333333333333,"High"
"915",301010,"DS_Dur_WS","CSCI","Threshold75",0.63,NA,100,"Low"
"916",301010,"DS_Dur_WS","CSCI","Threshold75",0.79,66.6666666666667,33.3333333333333,"High"
"917",301010,"DS_Dur_WS","CSCI","Threshold75",0.92,66.6666666666667,33.3333333333333,"High"
"918",301010,"Q99","ASCI","Threshold25",0.94,100,NA,"High"
"919",301010,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"920",301010,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"921",301010,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"922",301010,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"923",301010,"Q99","CSCI","Threshold75",0.79,100,NA,"High"
"924",301010,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"925",301010,"SP_Dur","ASCI","Threshold25",0.75,66.6666666666667,33.3333333333333,"High"
"926",301010,"SP_Dur","ASCI","Threshold25",0.86,71.4285714285714,28.5714285714286,"High"
"927",301010,"SP_Dur","ASCI","Threshold25",0.94,71.4285714285714,28.5714285714286,"High"
"928",301010,"SP_Dur","ASCI","Threshold50",0.75,62.5,37.5,"High"
"929",301010,"SP_Dur","ASCI","Threshold50",0.86,66.6666666666667,33.3333333333333,"High"
"930",301010,"SP_Dur","ASCI","Threshold50",0.94,66.6666666666667,33.3333333333333,"High"
"931",301010,"SP_Dur","ASCI","Threshold75",0.75,60,40,"High"
"932",301010,"SP_Dur","ASCI","Threshold75",0.86,60,40,"High"
"933",301010,"SP_Dur","ASCI","Threshold75",0.94,60,40,"High"
"934",301010,"SP_Tim","CSCI","Threshold25",0.63,100,NA,"High"
"935",301010,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"936",301010,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"937",301010,"SP_Tim","CSCI","Threshold50",0.63,100,NA,"High"
"938",301010,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"939",301010,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"940",301010,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"941",301010,"SP_Tim","CSCI","Threshold75",0.79,100,NA,"High"
"942",301010,"SP_Tim","CSCI","Threshold75",0.92,100,NA,"High"
"943",301011,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"944",301011,"DS_Dur_WS","ASCI","Threshold50",0.94,100,NA,"High"
"945",301011,"DS_Dur_WS","ASCI","Threshold75",0.75,100,NA,"High"
"946",301011,"DS_Dur_WS","ASCI","Threshold75",0.86,100,NA,"High"
"947",301011,"DS_Dur_WS","ASCI","Threshold75",0.94,100,NA,"High"
"948",301011,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"949",301011,"DS_Dur_WS","CSCI","Threshold50",0.79,100,NA,"High"
"950",301011,"DS_Dur_WS","CSCI","Threshold50",0.92,100,NA,"High"
"951",301011,"DS_Dur_WS","CSCI","Threshold75",0.79,100,NA,"High"
"952",301011,"DS_Dur_WS","CSCI","Threshold75",0.92,100,NA,"High"
"953",301011,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"954",301011,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"955",301011,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"956",301011,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"957",301011,"SP_Dur","ASCI","Threshold25",0.75,100,NA,"High"
"958",301011,"SP_Dur","ASCI","Threshold25",0.86,100,NA,"High"
"959",301011,"SP_Dur","ASCI","Threshold25",0.94,50,50,"Uncertain"
"960",301011,"SP_Dur","ASCI","Threshold50",0.75,50,50,"Uncertain"
"961",301011,"SP_Dur","ASCI","Threshold50",0.86,25,75,"Low"
"962",301011,"SP_Dur","ASCI","Threshold50",0.94,25,75,"Low"
"963",301011,"SP_Dur","ASCI","Threshold75",0.75,25,75,"Low"
"964",301011,"SP_Dur","ASCI","Threshold75",0.86,20,80,"Low"
"965",301011,"SP_Dur","ASCI","Threshold75",0.94,20,80,"Low"
"966",301011,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"967",301011,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"968",301011,"SP_Tim","CSCI","Threshold50",0.63,100,NA,"High"
"969",301011,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"970",301011,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"971",301011,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"972",301011,"SP_Tim","CSCI","Threshold75",0.79,100,NA,"High"
"973",301011,"SP_Tim","CSCI","Threshold75",0.92,100,NA,"High"
"974",301020,"DS_Dur_WS","ASCI","Threshold75",0.75,NA,100,"Low"
"975",301020,"DS_Dur_WS","ASCI","Threshold75",0.86,NA,100,"Low"
"976",301020,"DS_Dur_WS","ASCI","Threshold75",0.94,50,50,"Uncertain"
"977",301020,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"978",301020,"DS_Dur_WS","CSCI","Threshold50",0.92,50,50,"Uncertain"
"979",301020,"DS_Dur_WS","CSCI","Threshold75",0.63,NA,100,"Low"
"980",301020,"DS_Dur_WS","CSCI","Threshold75",0.79,NA,100,"Low"
"981",301020,"DS_Dur_WS","CSCI","Threshold75",0.92,66.6666666666667,33.3333333333333,"High"
"982",301020,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"983",301020,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"984",301020,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"985",301020,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"986",301020,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"987",301020,"SP_Dur","ASCI","Threshold25",0.75,100,NA,"High"
"988",301020,"SP_Dur","ASCI","Threshold25",0.86,100,NA,"High"
"989",301020,"SP_Dur","ASCI","Threshold25",0.94,100,NA,"High"
"990",301020,"SP_Dur","ASCI","Threshold50",0.75,100,NA,"High"
"991",301020,"SP_Dur","ASCI","Threshold50",0.86,66.6666666666667,33.3333333333333,"High"
"992",301020,"SP_Dur","ASCI","Threshold50",0.94,50,50,"Uncertain"
"993",301020,"SP_Dur","ASCI","Threshold75",0.75,50,50,"Uncertain"
"994",301020,"SP_Dur","ASCI","Threshold75",0.86,50,50,"Uncertain"
"995",301020,"SP_Dur","ASCI","Threshold75",0.94,50,50,"Uncertain"
"996",301020,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"997",301020,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"998",301020,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"999",301020,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"1000",301020,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"1001",301020,"SP_Tim","CSCI","Threshold75",0.79,100,NA,"High"
"1002",301020,"SP_Tim","CSCI","Threshold75",0.92,100,NA,"High"
"1003",301030,"DS_Dur_WS","ASCI","Threshold75",0.75,NA,100,"Low"
"1004",301030,"DS_Dur_WS","ASCI","Threshold75",0.86,NA,100,"Low"
"1005",301030,"DS_Dur_WS","ASCI","Threshold75",0.94,NA,100,"Low"
"1006",301030,"DS_Dur_WS","CSCI","Threshold50",0.92,NA,100,"Low"
"1007",301030,"DS_Dur_WS","CSCI","Threshold75",0.63,NA,100,"Low"
"1008",301030,"DS_Dur_WS","CSCI","Threshold75",0.79,NA,100,"Low"
"1009",301030,"DS_Dur_WS","CSCI","Threshold75",0.92,NA,100,"Low"
"1010",301030,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"1011",301030,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"1012",301030,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"1013",301030,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"1014",301030,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"1015",301030,"SP_Dur","ASCI","Threshold25",0.75,100,NA,"High"
"1016",301030,"SP_Dur","ASCI","Threshold25",0.86,100,NA,"High"
"1017",301030,"SP_Dur","ASCI","Threshold25",0.94,100,NA,"High"
"1018",301030,"SP_Dur","ASCI","Threshold50",0.75,100,NA,"High"
"1019",301030,"SP_Dur","ASCI","Threshold50",0.86,100,NA,"High"
"1020",301030,"SP_Dur","ASCI","Threshold50",0.94,100,NA,"High"
