"","CombCode","Hydro_Metric","Biol","AlteredMean","AlteredMedian"
"1","0.92_Threshold25","DS_Dur_WS","CSCI",50.8760050344959,54.2857142857143
"2","0.92_Threshold25","Q99","CSCI",47.1333333333333,50
"3","0.92_Threshold25","SP_Tim","CSCI",40.9548729685106,34.6153846153846
"4","0.94_Threshold50","DS_Dur_WS","ASCI",49.8241213349737,51.4285714285714
"5","0.94_Threshold50","Q99","ASCI",35.8,31.6666666666667
"6","0.94_Threshold50","SP_Dur","ASCI",64.1217610046392,72.3404255319149
