site,Hydro_Metric,Biol,Threshold,Bio_threshold,Unaltered,Altered
401121,DS_Dur_WS,ASCI,Threshold75,0.75,85.71428571,14.28571429
401121,DS_Dur_WS,ASCI,Threshold75,0.86,80.95238095,19.04761905
401121,DS_Dur_WS,ASCI,Threshold75,0.94,71.42857143,28.57142857
401121,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
401121,DS_Dur_WS,CSCI,Threshold25,0.79,90.47619048,9.523809524
401121,DS_Dur_WS,CSCI,Threshold25,0.92,71.42857143,28.57142857
401121,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
401121,DS_Dur_WS,CSCI,Threshold50,0.79,85.71428571,14.28571429
401121,DS_Dur_WS,CSCI,Threshold50,0.92,71.42857143,28.57142857
401121,DS_Dur_WS,CSCI,Threshold75,0.63,100,0
401121,DS_Dur_WS,CSCI,Threshold75,0.79,71.42857143,28.57142857
401121,DS_Dur_WS,CSCI,Threshold75,0.92,61.9047619,38.0952381
401121,Q99,ASCI,Threshold25,0.75,100,0
401121,Q99,ASCI,Threshold25,0.86,100,0
401121,Q99,ASCI,Threshold25,0.94,100,0
401121,Q99,ASCI,Threshold50,0.75,100,0
401121,Q99,ASCI,Threshold50,0.86,100,0
401121,Q99,ASCI,Threshold50,0.94,100,0
401121,Q99,ASCI,Threshold75,0.75,96,4
401121,Q99,ASCI,Threshold75,0.86,96,4
401121,Q99,ASCI,Threshold75,0.94,96,4
401121,Q99,CSCI,Threshold25,0.63,100,0
401121,Q99,CSCI,Threshold25,0.79,100,0
401121,Q99,CSCI,Threshold25,0.92,100,0
401121,Q99,CSCI,Threshold50,0.63,100,0
401121,Q99,CSCI,Threshold50,0.79,100,0
401121,Q99,CSCI,Threshold50,0.92,96,4
401121,Q99,CSCI,Threshold75,0.63,96,4
401121,Q99,CSCI,Threshold75,0.79,96,4
401121,Q99,CSCI,Threshold75,0.92,96,4
401121,SP_Dur,ASCI,Threshold25,0.75,100,0
401121,SP_Dur,ASCI,Threshold25,0.86,94.73684211,5.263157895
401121,SP_Dur,ASCI,Threshold25,0.94,94.73684211,5.263157895
401121,SP_Dur,ASCI,Threshold50,0.75,89.47368421,10.52631579
401121,SP_Dur,ASCI,Threshold50,0.86,89.47368421,10.52631579
401121,SP_Dur,ASCI,Threshold50,0.94,89.47368421,10.52631579
401121,SP_Dur,ASCI,Threshold75,0.75,89.47368421,10.52631579
401121,SP_Dur,ASCI,Threshold75,0.86,84.21052632,15.78947368
401121,SP_Dur,ASCI,Threshold75,0.94,73.68421053,26.31578947
401121,SP_Tim,CSCI,Threshold25,0.63,88,12
401121,SP_Tim,CSCI,Threshold25,0.79,76,24
401121,SP_Tim,CSCI,Threshold25,0.92,72,28
401121,SP_Tim,CSCI,Threshold50,0.63,76,24
401121,SP_Tim,CSCI,Threshold50,0.79,72,28
401121,SP_Tim,CSCI,Threshold50,0.92,68,32
401121,SP_Tim,CSCI,Threshold75,0.63,76,24
401121,SP_Tim,CSCI,Threshold75,0.79,68,32
401121,SP_Tim,CSCI,Threshold75,0.92,68,32
402010,DS_Dur_WS,ASCI,Threshold25,0.75,90.90909091,9.090909091
402010,DS_Dur_WS,ASCI,Threshold25,0.86,90.90909091,9.090909091
402010,DS_Dur_WS,ASCI,Threshold25,0.94,54.54545455,45.45454545
402010,DS_Dur_WS,ASCI,Threshold50,0.75,90.90909091,9.090909091
402010,DS_Dur_WS,ASCI,Threshold50,0.86,81.81818182,18.18181818
402010,DS_Dur_WS,ASCI,Threshold50,0.94,54.54545455,45.45454545
402010,DS_Dur_WS,ASCI,Threshold75,0.75,45.45454545,54.54545455
402010,DS_Dur_WS,ASCI,Threshold75,0.86,36.36363636,63.63636364
402010,DS_Dur_WS,ASCI,Threshold75,0.94,36.36363636,63.63636364
402010,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
402010,DS_Dur_WS,CSCI,Threshold25,0.79,81.81818182,18.18181818
402010,DS_Dur_WS,CSCI,Threshold25,0.92,54.54545455,45.45454545
402010,DS_Dur_WS,CSCI,Threshold50,0.63,90.90909091,9.090909091
402010,DS_Dur_WS,CSCI,Threshold50,0.79,54.54545455,45.45454545
402010,DS_Dur_WS,CSCI,Threshold50,0.92,45.45454545,54.54545455
402010,DS_Dur_WS,CSCI,Threshold75,0.63,81.81818182,18.18181818
402010,DS_Dur_WS,CSCI,Threshold75,0.79,36.36363636,63.63636364
402010,DS_Dur_WS,CSCI,Threshold75,0.92,36.36363636,63.63636364
402010,Q99,ASCI,Threshold25,0.75,100,0
402010,Q99,ASCI,Threshold25,0.86,100,0
402010,Q99,ASCI,Threshold25,0.94,100,0
402010,Q99,ASCI,Threshold50,0.75,100,0
402010,Q99,ASCI,Threshold50,0.86,100,0
402010,Q99,ASCI,Threshold50,0.94,100,0
402010,Q99,ASCI,Threshold75,0.75,100,0
402010,Q99,ASCI,Threshold75,0.86,100,0
402010,Q99,ASCI,Threshold75,0.94,64,36
402010,Q99,CSCI,Threshold25,0.63,100,0
402010,Q99,CSCI,Threshold25,0.79,100,0
402010,Q99,CSCI,Threshold25,0.92,84,16
402010,Q99,CSCI,Threshold50,0.63,100,0
402010,Q99,CSCI,Threshold50,0.79,100,0
402010,Q99,CSCI,Threshold50,0.92,52,48
402010,Q99,CSCI,Threshold75,0.63,100,0
402010,Q99,CSCI,Threshold75,0.79,100,0
402010,Q99,CSCI,Threshold75,0.92,16,84
402010,SP_Dur,ASCI,Threshold25,0.75,88,12
402010,SP_Dur,ASCI,Threshold25,0.86,80,20
402010,SP_Dur,ASCI,Threshold25,0.94,76,24
402010,SP_Dur,ASCI,Threshold50,0.75,72,28
402010,SP_Dur,ASCI,Threshold50,0.86,48,52
402010,SP_Dur,ASCI,Threshold50,0.94,44,56
402010,SP_Dur,ASCI,Threshold75,0.75,32,68
402010,SP_Dur,ASCI,Threshold75,0.86,32,68
402010,SP_Dur,ASCI,Threshold75,0.94,32,68
402010,SP_Tim,CSCI,Threshold25,0.63,80,20
402010,SP_Tim,CSCI,Threshold25,0.79,72,28
402010,SP_Tim,CSCI,Threshold25,0.92,68,32
402010,SP_Tim,CSCI,Threshold50,0.63,76,24
402010,SP_Tim,CSCI,Threshold50,0.79,68,32
402010,SP_Tim,CSCI,Threshold50,0.92,56,44
402010,SP_Tim,CSCI,Threshold75,0.63,68,32
402010,SP_Tim,CSCI,Threshold75,0.79,56,44
402010,SP_Tim,CSCI,Threshold75,0.92,56,44
402020,DS_Dur_WS,ASCI,Threshold25,0.75,84.21052632,15.78947368
402020,DS_Dur_WS,ASCI,Threshold25,0.86,78.94736842,21.05263158
402020,DS_Dur_WS,ASCI,Threshold25,0.94,63.15789474,36.84210526
402020,DS_Dur_WS,ASCI,Threshold50,0.75,68.42105263,31.57894737
402020,DS_Dur_WS,ASCI,Threshold50,0.86,63.15789474,36.84210526
402020,DS_Dur_WS,ASCI,Threshold50,0.94,36.84210526,63.15789474
402020,DS_Dur_WS,ASCI,Threshold75,0.75,42.10526316,57.89473684
402020,DS_Dur_WS,ASCI,Threshold75,0.86,42.10526316,57.89473684
402020,DS_Dur_WS,ASCI,Threshold75,0.94,21.05263158,78.94736842
402020,DS_Dur_WS,CSCI,Threshold25,0.63,89.47368421,10.52631579
402020,DS_Dur_WS,CSCI,Threshold25,0.79,68.42105263,31.57894737
402020,DS_Dur_WS,CSCI,Threshold25,0.92,42.10526316,57.89473684
402020,DS_Dur_WS,CSCI,Threshold50,0.63,78.94736842,21.05263158
402020,DS_Dur_WS,CSCI,Threshold50,0.79,52.63157895,47.36842105
402020,DS_Dur_WS,CSCI,Threshold50,0.92,31.57894737,68.42105263
402020,DS_Dur_WS,CSCI,Threshold75,0.63,52.63157895,47.36842105
402020,DS_Dur_WS,CSCI,Threshold75,0.79,15.78947368,84.21052632
402020,DS_Dur_WS,CSCI,Threshold75,0.92,5.263157895,94.73684211
402020,Q99,ASCI,Threshold25,0.75,100,0
402020,Q99,ASCI,Threshold25,0.86,100,0
402020,Q99,ASCI,Threshold25,0.94,24,76
402020,Q99,ASCI,Threshold50,0.75,100,0
402020,Q99,ASCI,Threshold50,0.86,100,0
402020,Q99,ASCI,Threshold50,0.94,12,88
402020,Q99,ASCI,Threshold75,0.75,100,0
402020,Q99,ASCI,Threshold75,0.86,84,16
402020,Q99,ASCI,Threshold75,0.94,8,92
402020,Q99,CSCI,Threshold25,0.63,100,0
402020,Q99,CSCI,Threshold25,0.79,100,0
402020,Q99,CSCI,Threshold25,0.92,8,92
402020,Q99,CSCI,Threshold50,0.63,100,0
402020,Q99,CSCI,Threshold50,0.79,96,4
402020,Q99,CSCI,Threshold50,0.92,4,96
402020,Q99,CSCI,Threshold75,0.63,100,0
402020,Q99,CSCI,Threshold75,0.79,68,32
402020,Q99,CSCI,Threshold75,0.92,0,100
402020,SP_Dur,ASCI,Threshold25,0.75,56,44
402020,SP_Dur,ASCI,Threshold25,0.86,48,52
402020,SP_Dur,ASCI,Threshold25,0.94,48,52
402020,SP_Dur,ASCI,Threshold50,0.75,44,56
402020,SP_Dur,ASCI,Threshold50,0.86,32,68
402020,SP_Dur,ASCI,Threshold50,0.94,28,72
402020,SP_Dur,ASCI,Threshold75,0.75,24,76
402020,SP_Dur,ASCI,Threshold75,0.86,24,76
402020,SP_Dur,ASCI,Threshold75,0.94,20,80
402020,SP_Tim,CSCI,Threshold25,0.63,60,40
402020,SP_Tim,CSCI,Threshold25,0.79,44,56
402020,SP_Tim,CSCI,Threshold25,0.92,44,56
402020,SP_Tim,CSCI,Threshold50,0.63,52,48
402020,SP_Tim,CSCI,Threshold50,0.79,44,56
402020,SP_Tim,CSCI,Threshold50,0.92,44,56
402020,SP_Tim,CSCI,Threshold75,0.63,44,56
402020,SP_Tim,CSCI,Threshold75,0.79,44,56
402020,SP_Tim,CSCI,Threshold75,0.92,44,56
402021,DS_Dur_WS,ASCI,Threshold25,0.75,84.21052632,15.78947368
402021,DS_Dur_WS,ASCI,Threshold25,0.86,84.21052632,15.78947368
402021,DS_Dur_WS,ASCI,Threshold25,0.94,68.42105263,31.57894737
402021,DS_Dur_WS,ASCI,Threshold50,0.75,68.42105263,31.57894737
402021,DS_Dur_WS,ASCI,Threshold50,0.86,63.15789474,36.84210526
402021,DS_Dur_WS,ASCI,Threshold50,0.94,42.10526316,57.89473684
402021,DS_Dur_WS,ASCI,Threshold75,0.75,47.36842105,52.63157895
402021,DS_Dur_WS,ASCI,Threshold75,0.86,36.84210526,63.15789474
402021,DS_Dur_WS,ASCI,Threshold75,0.94,15.78947368,84.21052632
402021,DS_Dur_WS,CSCI,Threshold25,0.63,89.47368421,10.52631579
402021,DS_Dur_WS,CSCI,Threshold25,0.79,63.15789474,36.84210526
402021,DS_Dur_WS,CSCI,Threshold25,0.92,42.10526316,57.89473684
402021,DS_Dur_WS,CSCI,Threshold50,0.63,78.94736842,21.05263158
402021,DS_Dur_WS,CSCI,Threshold50,0.79,57.89473684,42.10526316
402021,DS_Dur_WS,CSCI,Threshold50,0.92,26.31578947,73.68421053
402021,DS_Dur_WS,CSCI,Threshold75,0.63,47.36842105,52.63157895
402021,DS_Dur_WS,CSCI,Threshold75,0.79,26.31578947,73.68421053
402021,DS_Dur_WS,CSCI,Threshold75,0.92,5.263157895,94.73684211
402021,Q99,ASCI,Threshold25,0.75,100,0
402021,Q99,ASCI,Threshold25,0.86,100,0
402021,Q99,ASCI,Threshold25,0.94,28,72
402021,Q99,ASCI,Threshold50,0.75,100,0
402021,Q99,ASCI,Threshold50,0.86,100,0
402021,Q99,ASCI,Threshold50,0.94,16,84
402021,Q99,ASCI,Threshold75,0.75,100,0
402021,Q99,ASCI,Threshold75,0.86,84,16
402021,Q99,ASCI,Threshold75,0.94,8,92
402021,Q99,CSCI,Threshold25,0.63,100,0
402021,Q99,CSCI,Threshold25,0.79,100,0
402021,Q99,CSCI,Threshold25,0.92,8,92
402021,Q99,CSCI,Threshold50,0.63,100,0
402021,Q99,CSCI,Threshold50,0.79,96,4
402021,Q99,CSCI,Threshold50,0.92,4,96
402021,Q99,CSCI,Threshold75,0.63,100,0
402021,Q99,CSCI,Threshold75,0.79,68,32
402021,Q99,CSCI,Threshold75,0.92,0,100
402021,SP_Dur,ASCI,Threshold25,0.75,56,44
402021,SP_Dur,ASCI,Threshold25,0.86,48,52
402021,SP_Dur,ASCI,Threshold25,0.94,44,56
402021,SP_Dur,ASCI,Threshold50,0.75,40,60
402021,SP_Dur,ASCI,Threshold50,0.86,28,72
402021,SP_Dur,ASCI,Threshold50,0.94,20,80
402021,SP_Dur,ASCI,Threshold75,0.75,20,80
402021,SP_Dur,ASCI,Threshold75,0.86,16,84
402021,SP_Dur,ASCI,Threshold75,0.94,12,88
402021,SP_Tim,CSCI,Threshold25,0.63,56,44
402021,SP_Tim,CSCI,Threshold25,0.79,44,56
402021,SP_Tim,CSCI,Threshold25,0.92,44,56
402021,SP_Tim,CSCI,Threshold50,0.63,48,52
402021,SP_Tim,CSCI,Threshold50,0.79,44,56
402021,SP_Tim,CSCI,Threshold50,0.92,44,56
402021,SP_Tim,CSCI,Threshold75,0.63,44,56
402021,SP_Tim,CSCI,Threshold75,0.79,44,56
402021,SP_Tim,CSCI,Threshold75,0.92,44,56
402022,DS_Dur_WS,ASCI,Threshold25,0.75,81.25,18.75
402022,DS_Dur_WS,ASCI,Threshold25,0.86,81.25,18.75
402022,DS_Dur_WS,ASCI,Threshold25,0.94,62.5,37.5
402022,DS_Dur_WS,ASCI,Threshold50,0.75,62.5,37.5
402022,DS_Dur_WS,ASCI,Threshold50,0.86,62.5,37.5
402022,DS_Dur_WS,ASCI,Threshold50,0.94,37.5,62.5
402022,DS_Dur_WS,ASCI,Threshold75,0.75,37.5,62.5
402022,DS_Dur_WS,ASCI,Threshold75,0.86,37.5,62.5
402022,DS_Dur_WS,ASCI,Threshold75,0.94,12.5,87.5
402022,DS_Dur_WS,CSCI,Threshold25,0.63,93.75,6.25
402022,DS_Dur_WS,CSCI,Threshold25,0.79,62.5,37.5
402022,DS_Dur_WS,CSCI,Threshold25,0.92,37.5,62.5
402022,DS_Dur_WS,CSCI,Threshold50,0.63,75,25
402022,DS_Dur_WS,CSCI,Threshold50,0.79,43.75,56.25
402022,DS_Dur_WS,CSCI,Threshold50,0.92,18.75,81.25
402022,DS_Dur_WS,CSCI,Threshold75,0.63,43.75,56.25
402022,DS_Dur_WS,CSCI,Threshold75,0.79,18.75,81.25
402022,DS_Dur_WS,CSCI,Threshold75,0.92,12.5,87.5
402022,Q99,ASCI,Threshold25,0.75,100,0
402022,Q99,ASCI,Threshold25,0.86,100,0
402022,Q99,ASCI,Threshold25,0.94,36,64
402022,Q99,ASCI,Threshold50,0.75,100,0
402022,Q99,ASCI,Threshold50,0.86,100,0
402022,Q99,ASCI,Threshold50,0.94,16,84
402022,Q99,ASCI,Threshold75,0.75,100,0
402022,Q99,ASCI,Threshold75,0.86,88,12
402022,Q99,ASCI,Threshold75,0.94,8,92
402022,Q99,CSCI,Threshold25,0.63,100,0
402022,Q99,CSCI,Threshold25,0.79,100,0
402022,Q99,CSCI,Threshold25,0.92,12,88
402022,Q99,CSCI,Threshold50,0.63,100,0
402022,Q99,CSCI,Threshold50,0.79,100,0
402022,Q99,CSCI,Threshold50,0.92,4,96
402022,Q99,CSCI,Threshold75,0.63,100,0
402022,Q99,CSCI,Threshold75,0.79,72,28
402022,Q99,CSCI,Threshold75,0.92,0,100
402022,SP_Dur,ASCI,Threshold25,0.75,60,40
402022,SP_Dur,ASCI,Threshold25,0.86,40,60
402022,SP_Dur,ASCI,Threshold25,0.94,40,60
402022,SP_Dur,ASCI,Threshold50,0.75,36,64
402022,SP_Dur,ASCI,Threshold50,0.86,24,76
402022,SP_Dur,ASCI,Threshold50,0.94,20,80
402022,SP_Dur,ASCI,Threshold75,0.75,20,80
402022,SP_Dur,ASCI,Threshold75,0.86,16,84
402022,SP_Dur,ASCI,Threshold75,0.94,12,88
402022,SP_Tim,CSCI,Threshold25,0.63,60,40
402022,SP_Tim,CSCI,Threshold25,0.79,44,56
402022,SP_Tim,CSCI,Threshold25,0.92,44,56
402022,SP_Tim,CSCI,Threshold50,0.63,48,52
402022,SP_Tim,CSCI,Threshold50,0.79,44,56
402022,SP_Tim,CSCI,Threshold50,0.92,44,56
402022,SP_Tim,CSCI,Threshold75,0.63,44,56
402022,SP_Tim,CSCI,Threshold75,0.79,44,56
402022,SP_Tim,CSCI,Threshold75,0.92,44,56
402023,DS_Dur_WS,ASCI,Threshold25,0.75,93.75,6.25
402023,DS_Dur_WS,ASCI,Threshold25,0.86,87.5,12.5
402023,DS_Dur_WS,ASCI,Threshold25,0.94,62.5,37.5
402023,DS_Dur_WS,ASCI,Threshold50,0.75,68.75,31.25
402023,DS_Dur_WS,ASCI,Threshold50,0.86,68.75,31.25
402023,DS_Dur_WS,ASCI,Threshold50,0.94,31.25,68.75
402023,DS_Dur_WS,ASCI,Threshold75,0.75,43.75,56.25
402023,DS_Dur_WS,ASCI,Threshold75,0.86,31.25,68.75
402023,DS_Dur_WS,ASCI,Threshold75,0.94,12.5,87.5
402023,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
402023,DS_Dur_WS,CSCI,Threshold25,0.79,68.75,31.25
402023,DS_Dur_WS,CSCI,Threshold25,0.92,37.5,62.5
402023,DS_Dur_WS,CSCI,Threshold50,0.63,87.5,12.5
402023,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
402023,DS_Dur_WS,CSCI,Threshold50,0.92,18.75,81.25
402023,DS_Dur_WS,CSCI,Threshold75,0.63,50,50
402023,DS_Dur_WS,CSCI,Threshold75,0.79,18.75,81.25
402023,DS_Dur_WS,CSCI,Threshold75,0.92,12.5,87.5
402023,Q99,ASCI,Threshold25,0.75,100,0
402023,Q99,ASCI,Threshold25,0.86,100,0
402023,Q99,ASCI,Threshold25,0.94,48,52
402023,Q99,ASCI,Threshold50,0.75,100,0
402023,Q99,ASCI,Threshold50,0.86,100,0
402023,Q99,ASCI,Threshold50,0.94,16,84
402023,Q99,ASCI,Threshold75,0.75,100,0
402023,Q99,ASCI,Threshold75,0.86,92,8
402023,Q99,ASCI,Threshold75,0.94,12,88
402023,Q99,CSCI,Threshold25,0.63,100,0
402023,Q99,CSCI,Threshold25,0.79,100,0
402023,Q99,CSCI,Threshold25,0.92,16,84
402023,Q99,CSCI,Threshold50,0.63,100,0
402023,Q99,CSCI,Threshold50,0.79,100,0
402023,Q99,CSCI,Threshold50,0.92,4,96
402023,Q99,CSCI,Threshold75,0.63,100,0
402023,Q99,CSCI,Threshold75,0.79,72,28
402023,Q99,CSCI,Threshold75,0.92,0,100
402023,SP_Dur,ASCI,Threshold25,0.75,52,48
402023,SP_Dur,ASCI,Threshold25,0.86,40,60
402023,SP_Dur,ASCI,Threshold25,0.94,40,60
402023,SP_Dur,ASCI,Threshold50,0.75,36,64
402023,SP_Dur,ASCI,Threshold50,0.86,20,80
402023,SP_Dur,ASCI,Threshold50,0.94,20,80
402023,SP_Dur,ASCI,Threshold75,0.75,20,80
402023,SP_Dur,ASCI,Threshold75,0.86,16,84
402023,SP_Dur,ASCI,Threshold75,0.94,12,88
402023,SP_Tim,CSCI,Threshold25,0.63,56,44
402023,SP_Tim,CSCI,Threshold25,0.79,40,60
402023,SP_Tim,CSCI,Threshold25,0.92,40,60
402023,SP_Tim,CSCI,Threshold50,0.63,44,56
402023,SP_Tim,CSCI,Threshold50,0.79,40,60
402023,SP_Tim,CSCI,Threshold50,0.92,40,60
402023,SP_Tim,CSCI,Threshold75,0.63,40,60
402023,SP_Tim,CSCI,Threshold75,0.79,40,60
402023,SP_Tim,CSCI,Threshold75,0.92,40,60
402030,DS_Dur_WS,ASCI,Threshold25,0.75,88.88888889,11.11111111
402030,DS_Dur_WS,ASCI,Threshold25,0.86,88.88888889,11.11111111
402030,DS_Dur_WS,ASCI,Threshold25,0.94,66.66666667,33.33333333
402030,DS_Dur_WS,ASCI,Threshold50,0.75,61.11111111,38.88888889
402030,DS_Dur_WS,ASCI,Threshold50,0.86,61.11111111,38.88888889
402030,DS_Dur_WS,ASCI,Threshold50,0.94,44.44444444,55.55555556
402030,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
402030,DS_Dur_WS,ASCI,Threshold75,0.86,44.44444444,55.55555556
402030,DS_Dur_WS,ASCI,Threshold75,0.94,22.22222222,77.77777778
402030,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
402030,DS_Dur_WS,CSCI,Threshold25,0.79,66.66666667,33.33333333
402030,DS_Dur_WS,CSCI,Threshold25,0.92,33.33333333,66.66666667
402030,DS_Dur_WS,CSCI,Threshold50,0.63,77.77777778,22.22222222
402030,DS_Dur_WS,CSCI,Threshold50,0.79,55.55555556,44.44444444
402030,DS_Dur_WS,CSCI,Threshold50,0.92,27.77777778,72.22222222
402030,DS_Dur_WS,CSCI,Threshold75,0.63,55.55555556,44.44444444
402030,DS_Dur_WS,CSCI,Threshold75,0.79,33.33333333,66.66666667
402030,DS_Dur_WS,CSCI,Threshold75,0.92,22.22222222,77.77777778
402030,Q99,ASCI,Threshold25,0.75,100,0
402030,Q99,ASCI,Threshold25,0.86,100,0
402030,Q99,ASCI,Threshold25,0.94,80,20
402030,Q99,ASCI,Threshold50,0.75,100,0
402030,Q99,ASCI,Threshold50,0.86,100,0
402030,Q99,ASCI,Threshold50,0.94,60,40
402030,Q99,ASCI,Threshold75,0.75,100,0
402030,Q99,ASCI,Threshold75,0.86,100,0
402030,Q99,ASCI,Threshold75,0.94,16,84
402030,Q99,CSCI,Threshold25,0.63,100,0
402030,Q99,CSCI,Threshold25,0.79,100,0
402030,Q99,CSCI,Threshold25,0.92,32,68
402030,Q99,CSCI,Threshold50,0.63,100,0
402030,Q99,CSCI,Threshold50,0.79,100,0
402030,Q99,CSCI,Threshold50,0.92,16,84
402030,Q99,CSCI,Threshold75,0.63,100,0
402030,Q99,CSCI,Threshold75,0.79,96,4
402030,Q99,CSCI,Threshold75,0.92,8,92
402030,SP_Dur,ASCI,Threshold25,0.75,48,52
402030,SP_Dur,ASCI,Threshold25,0.86,44,56
402030,SP_Dur,ASCI,Threshold25,0.94,44,56
402030,SP_Dur,ASCI,Threshold50,0.75,36,64
402030,SP_Dur,ASCI,Threshold50,0.86,24,76
402030,SP_Dur,ASCI,Threshold50,0.94,20,80
402030,SP_Dur,ASCI,Threshold75,0.75,20,80
402030,SP_Dur,ASCI,Threshold75,0.86,20,80
402030,SP_Dur,ASCI,Threshold75,0.94,20,80
402030,SP_Tim,CSCI,Threshold25,0.63,52,48
402030,SP_Tim,CSCI,Threshold25,0.79,40,60
402030,SP_Tim,CSCI,Threshold25,0.92,40,60
402030,SP_Tim,CSCI,Threshold50,0.63,44,56
402030,SP_Tim,CSCI,Threshold50,0.79,40,60
402030,SP_Tim,CSCI,Threshold50,0.92,40,60
402030,SP_Tim,CSCI,Threshold75,0.63,40,60
402030,SP_Tim,CSCI,Threshold75,0.79,40,60
402030,SP_Tim,CSCI,Threshold75,0.92,40,60
402031,DS_Dur_WS,ASCI,Threshold25,0.75,90.47619048,9.523809524
402031,DS_Dur_WS,ASCI,Threshold25,0.86,90.47619048,9.523809524
402031,DS_Dur_WS,ASCI,Threshold25,0.94,66.66666667,33.33333333
402031,DS_Dur_WS,ASCI,Threshold50,0.75,76.19047619,23.80952381
402031,DS_Dur_WS,ASCI,Threshold50,0.86,66.66666667,33.33333333
402031,DS_Dur_WS,ASCI,Threshold50,0.94,47.61904762,52.38095238
402031,DS_Dur_WS,ASCI,Threshold75,0.75,57.14285714,42.85714286
402031,DS_Dur_WS,ASCI,Threshold75,0.86,47.61904762,52.38095238
402031,DS_Dur_WS,ASCI,Threshold75,0.94,28.57142857,71.42857143
402031,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
402031,DS_Dur_WS,CSCI,Threshold25,0.79,71.42857143,28.57142857
402031,DS_Dur_WS,CSCI,Threshold25,0.92,47.61904762,52.38095238
402031,DS_Dur_WS,CSCI,Threshold50,0.63,85.71428571,14.28571429
402031,DS_Dur_WS,CSCI,Threshold50,0.79,61.9047619,38.0952381
402031,DS_Dur_WS,CSCI,Threshold50,0.92,38.0952381,61.9047619
402031,DS_Dur_WS,CSCI,Threshold75,0.63,66.66666667,33.33333333
402031,DS_Dur_WS,CSCI,Threshold75,0.79,33.33333333,66.66666667
402031,DS_Dur_WS,CSCI,Threshold75,0.92,14.28571429,85.71428571
402031,Q99,ASCI,Threshold25,0.75,100,0
402031,Q99,ASCI,Threshold25,0.86,100,0
402031,Q99,ASCI,Threshold25,0.94,84,16
402031,Q99,ASCI,Threshold50,0.75,100,0
402031,Q99,ASCI,Threshold50,0.86,100,0
402031,Q99,ASCI,Threshold50,0.94,60,40
402031,Q99,ASCI,Threshold75,0.75,100,0
402031,Q99,ASCI,Threshold75,0.86,100,0
402031,Q99,ASCI,Threshold75,0.94,16,84
402031,Q99,CSCI,Threshold25,0.63,100,0
402031,Q99,CSCI,Threshold25,0.79,100,0
402031,Q99,CSCI,Threshold25,0.92,36,64
402031,Q99,CSCI,Threshold50,0.63,100,0
402031,Q99,CSCI,Threshold50,0.79,100,0
402031,Q99,CSCI,Threshold50,0.92,16,84
402031,Q99,CSCI,Threshold75,0.63,100,0
402031,Q99,CSCI,Threshold75,0.79,100,0
402031,Q99,CSCI,Threshold75,0.92,8,92
402031,SP_Dur,ASCI,Threshold25,0.75,44,56
402031,SP_Dur,ASCI,Threshold25,0.86,44,56
402031,SP_Dur,ASCI,Threshold25,0.94,44,56
402031,SP_Dur,ASCI,Threshold50,0.75,40,60
402031,SP_Dur,ASCI,Threshold50,0.86,24,76
402031,SP_Dur,ASCI,Threshold50,0.94,24,76
402031,SP_Dur,ASCI,Threshold75,0.75,24,76
402031,SP_Dur,ASCI,Threshold75,0.86,20,80
402031,SP_Dur,ASCI,Threshold75,0.94,20,80
402031,SP_Tim,CSCI,Threshold25,0.63,52,48
402031,SP_Tim,CSCI,Threshold25,0.79,40,60
402031,SP_Tim,CSCI,Threshold25,0.92,40,60
402031,SP_Tim,CSCI,Threshold50,0.63,44,56
402031,SP_Tim,CSCI,Threshold50,0.79,40,60
402031,SP_Tim,CSCI,Threshold50,0.92,40,60
402031,SP_Tim,CSCI,Threshold75,0.63,40,60
402031,SP_Tim,CSCI,Threshold75,0.79,40,60
402031,SP_Tim,CSCI,Threshold75,0.92,40,60
402040,DS_Dur_WS,ASCI,Threshold25,0.75,95.45454545,4.545454545
402040,DS_Dur_WS,ASCI,Threshold25,0.86,90.90909091,9.090909091
402040,DS_Dur_WS,ASCI,Threshold25,0.94,77.27272727,22.72727273
402040,DS_Dur_WS,ASCI,Threshold50,0.75,90.90909091,9.090909091
402040,DS_Dur_WS,ASCI,Threshold50,0.86,81.81818182,18.18181818
402040,DS_Dur_WS,ASCI,Threshold50,0.94,72.72727273,27.27272727
402040,DS_Dur_WS,ASCI,Threshold75,0.75,68.18181818,31.81818182
402040,DS_Dur_WS,ASCI,Threshold75,0.86,63.63636364,36.36363636
402040,DS_Dur_WS,ASCI,Threshold75,0.94,50,50
402040,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
402040,DS_Dur_WS,CSCI,Threshold25,0.79,81.81818182,18.18181818
402040,DS_Dur_WS,CSCI,Threshold25,0.92,63.63636364,36.36363636
402040,DS_Dur_WS,CSCI,Threshold50,0.63,95.45454545,4.545454545
402040,DS_Dur_WS,CSCI,Threshold50,0.79,77.27272727,22.72727273
402040,DS_Dur_WS,CSCI,Threshold50,0.92,54.54545455,45.45454545
402040,DS_Dur_WS,CSCI,Threshold75,0.63,77.27272727,22.72727273
402040,DS_Dur_WS,CSCI,Threshold75,0.79,54.54545455,45.45454545
