"","site","region","scenario","year","water_year_type","flow_metric","current_value_final","current_value_note","reference_value_final","reference_value_note","watercon_value_final","watercon_value_note","deltah_cur_ref_final","deltaH_watercon_ref_final"
"1242",201010,"Aliso",NA,2007,"Dry","SP_Tim",205,"original",161,"original",205,"original",44,44
"1243",201010,"Aliso",NA,2008,"Dry","DS_Dur_WS",157,"original",149,"original",165,"original",8,16
"1244",201010,"Aliso",NA,2008,"Dry","SP_Dur",105,"original",117,"original",98,"original",-12,-19
"1245",201010,"Aliso",NA,2008,"Dry","SP_Tim",150,"original",148,"original",150,"original",2,2
"1246",201010,"Aliso",NA,2009,"Dry","DS_Dur_WS",277,"original",212,"original",278,"original",65,66
"1247",201010,"Aliso",NA,2009,"Dry","SP_Dur",9,"original",95,"original",9,"original",-86,-86
"1248",201010,"Aliso",NA,2009,"Dry","SP_Tim",142,"original",158,"original",142,"original",-16,-16
"1249",201010,"Aliso",NA,2010,"Moderate","DS_Dur_WS",223,"original",206,"original",225,"original",17,19
"1250",201010,"Aliso",NA,2010,"Moderate","SP_Dur",80,"original",75,"original",78,"original",5,3
"1251",201010,"Aliso",NA,2010,"Moderate","SP_Tim",132,"original",154,"original",132,"original",-22,-22
"1252",201010,"Aliso",NA,2011,"Wet","DS_Dur_WS",NA,"original",NA,"original",NA,"original",NA,NA
"1253",201010,"Aliso",NA,2011,"Wet","SP_Dur",100,"original",113,"original",100,"original",-13,-13
"1254",201010,"Aliso",NA,2011,"Wet","SP_Tim",86,"original",86,"original",86,"original",0,0
"1255",201010,"Aliso",NA,2012,"Moderate","DS_Dur_WS",119,"original",NA,"original",118,"original",NA,NA
"1256",201010,"Aliso",NA,2012,"Moderate","SP_Dur",87,"original",127,"original",88,"original",-40,-39
"1257",201010,"Aliso",NA,2012,"Moderate","SP_Tim",212,"original",161,"original",212,"original",51,51
"1258",201010,"Aliso",NA,2013,"Dry","DS_Dur_WS",NA,"original",NA,"original",NA,"original",NA,NA
"1259",201010,"Aliso",NA,2013,"Dry","SP_Dur",23,"original",126,"original",11,"original",-103,-115
"1260",201010,"Aliso",NA,2013,"Dry","SP_Tim",222,"original",162,"original",222,"original",60,60
"1261",201010,"Aliso",NA,2014,"Dry","DS_Dur_WS",103,"original",NA,"original",103,"original",NA,NA
"1262",201010,"Aliso",NA,2014,"Dry","SP_Dur",162,"original",129,"original",162,"original",33,33
"1263",201010,"Aliso",NA,2014,"Dry","SP_Tim",154,"original",154,"original",154,"original",0,0
"1264",201010,"Aliso",NA,2015,"Moderate","DS_Dur_WS",134,"original",NA,"original",134,"original",NA,NA
"1265",201010,"Aliso",NA,2015,"Moderate","SP_Dur",74,"original",114,"original",74,"original",-40,-40
"1266",201010,"Aliso",NA,2015,"Moderate","SP_Tim",230,"original",163,"original",230,"original",67,67
"1267",201010,"Aliso",NA,2016,"Dry","DS_Dur_WS",263,"original",217,"original",263,"original",46,46
"1268",201010,"Aliso",NA,2016,"Dry","SP_Dur",11,"original",85,"original",12,"original",-74,-73
"1269",201010,"Aliso",NA,2016,"Dry","SP_Tim",162,"original",162,"original",162,"original",0,0
"1270",201010,"Aliso",NA,2017,"Wet","DS_Dur_WS",223,"original",NA,"original",224,"original",NA,NA
"1271",201010,"Aliso",NA,2017,"Wet","SP_Dur",86,"original",9,"original",86,"original",77,77
"1272",201010,"Aliso",NA,2017,"Wet","SP_Tim",143,"original",144,"original",143,"original",-1,-1
"1273",201010,"Aliso",NA,2018,"Dry","DS_Dur_WS",254,"original",NA,"original",264,"original",NA,NA
"1274",201010,"Aliso",NA,2018,"Dry","SP_Dur",33,"original",112,"original",24,"original",-79,-88
"1275",201010,"Aliso",NA,2018,"Dry","SP_Tim",165,"original",165,"original",165,"original",0,0
"1276",201020,"Aliso",NA,1994,"Moderate","DS_Dur_WS",219,"original",189,"original",219,"original",30,30
"1277",201020,"Aliso",NA,1994,"Moderate","SP_Dur",14,"original",84,"original",14,"original",-70,-70
"1278",201020,"Aliso",NA,1994,"Moderate","SP_Tim",213,"original",179,"original",213,"original",34,34
"1279",201020,"Aliso",NA,1995,"Wet","DS_Dur_WS",199,"original",172,"original",200,"original",27,28
"1280",201020,"Aliso",NA,1995,"Wet","SP_Dur",92,"original",85,"original",91,"original",7,6
"1281",201020,"Aliso",NA,1995,"Wet","SP_Tim",177,"original",165,"original",177,"original",12,12
"1282",201020,"Aliso",NA,1996,"Moderate","DS_Dur_WS",146,"original",172,"original",152,"original",-26,-20
"1283",201020,"Aliso",NA,1996,"Moderate","SP_Dur",37,"original",110,"original",34,"original",-73,-76
"1284",201020,"Aliso",NA,1996,"Moderate","SP_Tim",204,"original",168,"original",204,"original",36,36
"1285",201020,"Aliso",NA,1997,"Moderate","DS_Dur_WS",281,"original",207,"original",280,"original",74,73
"1286",201020,"Aliso",NA,1997,"Moderate","SP_Dur",16,"original",98,"original",17,"original",-82,-81
"1287",201020,"Aliso",NA,1997,"Moderate","SP_Tim",121,"original",121,"original",121,"original",0,0
"1288",201020,"Aliso",NA,1998,"Wet","DS_Dur_WS",159,"original",NA,"original",158,"original",NA,NA
"1289",201020,"Aliso",NA,1998,"Wet","SP_Dur",56,"original",67,"original",56,"original",-11,-11
"1290",201020,"Aliso",NA,1998,"Wet","SP_Tim",180,"original",180,"original",180,"original",0,0
"1291",201020,"Aliso",NA,1999,"Dry","DS_Dur_WS",269,"original",NA,"original",270,"original",NA,NA
"1292",201020,"Aliso",NA,1999,"Dry","SP_Dur",18,"original",124,"original",17,"original",-106,-107
"1293",201020,"Aliso",NA,1999,"Dry","SP_Tim",197,"original",161,"original",197,"original",36,36
"1294",201020,"Aliso",NA,2000,"Moderate","DS_Dur_WS",169,"original",221,"original",243,"original",-52,22
"1295",201020,"Aliso",NA,2000,"Moderate","SP_Dur",13,"original",103,"original",12,"original",-90,-91
"1296",201020,"Aliso",NA,2000,"Moderate","SP_Tim",203,"original",161,"original",203,"original",42,42
"1297",201020,"Aliso",NA,2001,"Wet","DS_Dur_WS",188,"original",NA,"original",185,"original",NA,NA
"1298",201020,"Aliso",NA,2001,"Wet","SP_Dur",62,"original",99,"original",62,"original",-37,-37
"1299",201020,"Aliso",NA,2001,"Wet","SP_Tim",152,"original",154,"original",152,"original",-2,-2
"1300",201020,"Aliso",NA,2002,"Dry","DS_Dur_WS",146,"original",225,"original",162,"original",-79,-63
"1301",201020,"Aliso",NA,2002,"Dry","SP_Dur",79,"original",121,"original",63,"original",-42,-58
"1302",201020,"Aliso",NA,2002,"Dry","SP_Tim",172,"original",161,"original",172,"original",11,11
"1303",201020,"Aliso",NA,2003,"Wet","DS_Dur_WS",215,"original",NA,"original",220,"original",NA,NA
"1304",201020,"Aliso",NA,2003,"Wet","SP_Dur",13,"original",84,"original",8,"original",-71,-76
"1305",201020,"Aliso",NA,2003,"Wet","SP_Tim",218,"original",170,"original",218,"original",48,48
"1306",201020,"Aliso",NA,2004,"Dry","DS_Dur_WS",142,"original",112,"original",152,"original",30,40
"1307",201020,"Aliso",NA,2004,"Dry","SP_Dur",84,"original",115,"original",74,"original",-31,-41
"1308",201020,"Aliso",NA,2004,"Dry","SP_Tim",152,"original",152,"original",152,"original",0,0
"1309",201020,"Aliso",NA,2005,"Wet","DS_Dur_WS",NA,"original",NA,"original",144,"original",NA,NA
"1310",201020,"Aliso",NA,2005,"Wet","SP_Dur",79,"original",95,"original",79,"original",-16,-16
"1311",201020,"Aliso",NA,2005,"Wet","SP_Tim",147,"original",147,"original",147,"original",0,0
"1312",201020,"Aliso",NA,2006,"Dry","DS_Dur_WS",158,"original",NA,"original",161,"original",NA,NA
"1313",201020,"Aliso",NA,2006,"Dry","SP_Dur",67,"original",131,"original",60,"original",-64,-71
"1314",201020,"Aliso",NA,2006,"Dry","SP_Tim",189,"original",157,"original",189,"original",32,32
"1315",201020,"Aliso",NA,2007,"Dry","DS_Dur_WS",201,"original",NA,"original",200,"original",NA,NA
"1316",201020,"Aliso",NA,2007,"Dry","SP_Dur",11,"original",109,"original",12,"original",-98,-97
"1317",201020,"Aliso",NA,2007,"Dry","SP_Tim",205,"original",161,"original",205,"original",44,44
"1318",201020,"Aliso",NA,2008,"Dry","DS_Dur_WS",130,"original",152,"original",166,"original",-22,14
"1319",201020,"Aliso",NA,2008,"Dry","SP_Dur",132,"original",114,"original",98,"original",18,-16
"1320",201020,"Aliso",NA,2008,"Dry","SP_Tim",150,"original",148,"original",150,"original",2,2
"1321",201020,"Aliso",NA,2009,"Dry","DS_Dur_WS",277,"original",207,"original",278,"original",70,71
"1322",201020,"Aliso",NA,2009,"Dry","SP_Dur",9,"original",100,"original",9,"original",-91,-91
"1323",201020,"Aliso",NA,2009,"Dry","SP_Tim",142,"original",158,"original",142,"original",-16,-16
"1324",201020,"Aliso",NA,2010,"Moderate","DS_Dur_WS",224,"original",211,"original",225,"original",13,14
"1325",201020,"Aliso",NA,2010,"Moderate","SP_Dur",79,"original",70,"original",78,"original",9,8
"1326",201020,"Aliso",NA,2010,"Moderate","SP_Tim",132,"original",154,"original",132,"original",-22,-22
"1327",201020,"Aliso",NA,2011,"Wet","DS_Dur_WS",NA,"original",NA,"original",NA,"original",NA,NA
"1328",201020,"Aliso",NA,2011,"Wet","SP_Dur",100,"original",111,"original",100,"original",-11,-11
"1329",201020,"Aliso",NA,2011,"Wet","SP_Tim",86,"original",86,"original",86,"original",0,0
"1330",201020,"Aliso",NA,2012,"Moderate","DS_Dur_WS",114,"original",NA,"original",117,"original",NA,NA
"1331",201020,"Aliso",NA,2012,"Moderate","SP_Dur",87,"original",126,"original",88,"original",-39,-38
"1332",201020,"Aliso",NA,2012,"Moderate","SP_Tim",212,"original",161,"original",212,"original",51,51
"1333",201020,"Aliso",NA,2013,"Dry","DS_Dur_WS",NA,"original",NA,"original",NA,"original",NA,NA
"1334",201020,"Aliso",NA,2013,"Dry","SP_Dur",11,"original",118,"original",11,"original",-107,-107
"1335",201020,"Aliso",NA,2013,"Dry","SP_Tim",222,"original",162,"original",222,"original",60,60
"1336",201020,"Aliso",NA,2014,"Dry","DS_Dur_WS",103,"original",NA,"original",103,"original",NA,NA
"1337",201020,"Aliso",NA,2014,"Dry","SP_Dur",162,"original",125,"original",162,"original",37,37
"1338",201020,"Aliso",NA,2014,"Dry","SP_Tim",154,"original",154,"original",154,"original",0,0
"1339",201020,"Aliso",NA,2015,"Moderate","DS_Dur_WS",129,"original",91,"original",129,"original",38,38
"1340",201020,"Aliso",NA,2015,"Moderate","SP_Dur",74,"original",115,"original",74,"original",-41,-41
"1341",201020,"Aliso",NA,2015,"Moderate","SP_Tim",230,"original",162,"original",230,"original",68,68
"1342",201020,"Aliso",NA,2016,"Dry","DS_Dur_WS",262,"original",214,"original",263,"original",48,49
"1343",201020,"Aliso",NA,2016,"Dry","SP_Dur",12,"original",89,"original",12,"original",-77,-77
"1344",201020,"Aliso",NA,2016,"Dry","SP_Tim",162,"original",162,"original",162,"original",0,0
"1345",201020,"Aliso",NA,2017,"Wet","DS_Dur_WS",223,"original",NA,"original",224,"original",NA,NA
"1346",201020,"Aliso",NA,2017,"Wet","SP_Dur",86,"original",9,"original",86,"original",77,77
"1347",201020,"Aliso",NA,2017,"Wet","SP_Tim",143,"original",144,"original",143,"original",-1,-1
"1348",201020,"Aliso",NA,2018,"Dry","DS_Dur_WS",260,"original",NA,"original",265,"original",NA,NA
"1349",201020,"Aliso",NA,2018,"Dry","SP_Dur",27,"original",110,"original",23,"original",-83,-87
"1350",201020,"Aliso",NA,2018,"Dry","SP_Tim",165,"original",165,"original",165,"original",0,0
"1351",201030,"Aliso",NA,1994,"Moderate","DS_Dur_WS",218,"original",NA,"original",217,"original",NA,NA
"1352",201030,"Aliso",NA,1994,"Moderate","SP_Dur",18,"original",NA,"original",18,"original",NA,NA
"1353",201030,"Aliso",NA,1994,"Moderate","SP_Tim",211,"original",NA,"original",211,"original",NA,NA
"1354",201030,"Aliso",NA,1995,"Wet","DS_Dur_WS",208,"original",NA,"original",206,"original",NA,NA
"1355",201030,"Aliso",NA,1995,"Wet","SP_Dur",55,"original",87,"original",56,"original",-32,-31
"1356",201030,"Aliso",NA,1995,"Wet","SP_Tim",165,"original",165,"original",165,"original",0,0
"1357",201030,"Aliso",NA,1996,"Moderate","DS_Dur_WS",134,"original",127,"original",145,"original",7,18
"1358",201030,"Aliso",NA,1996,"Moderate","SP_Dur",81,"original",146,"original",76,"original",-65,-70
"1359",201030,"Aliso",NA,1996,"Moderate","SP_Tim",168,"original",168,"original",168,"original",0,0
"1360",201030,"Aliso",NA,1997,"Moderate","DS_Dur_WS",285,"original",246,"original",289,"original",39,43
"1361",201030,"Aliso",NA,1997,"Moderate","SP_Dur",8,"original",118,"original",8,"original",-110,-110
"1362",201030,"Aliso",NA,1997,"Moderate","SP_Tim",121,"original",121,"original",121,"original",0,0
"1363",201030,"Aliso",NA,1998,"Wet","DS_Dur_WS",146,"original",NA,"original",146,"original",NA,NA
"1364",201030,"Aliso",NA,1998,"Wet","SP_Dur",66,"original",84,"original",66,"original",-18,-18
"1365",201030,"Aliso",NA,1998,"Wet","SP_Tim",180,"original",180,"original",180,"original",0,0
"1366",201030,"Aliso",NA,1999,"Dry","DS_Dur_WS",244,"original",NA,"original",244,"original",NA,NA
"1367",201030,"Aliso",NA,1999,"Dry","SP_Dur",35,"original",NA,"original",35,"original",NA,NA
"1368",201030,"Aliso",NA,1999,"Dry","SP_Tim",197,"original",NA,"original",197,"original",NA,NA
"1369",201030,"Aliso",NA,2000,"Moderate","DS_Dur_WS",234,"original",209,"original",234,"original",25,25
"1370",201030,"Aliso",NA,2000,"Moderate","SP_Dur",22,"original",115,"original",22,"original",-93,-93
"1371",201030,"Aliso",NA,2000,"Moderate","SP_Tim",203,"original",161,"original",203,"original",42,42
"1372",201030,"Aliso",NA,2001,"Wet","DS_Dur_WS",160,"original",NA,"original",161,"original",NA,NA
"1373",201030,"Aliso",NA,2001,"Wet","SP_Dur",77,"original",91,"original",75,"original",-14,-16
"1374",201030,"Aliso",NA,2001,"Wet","SP_Tim",152,"original",164,"original",152,"original",-12,-12
"1375",201030,"Aliso",NA,2002,"Dry","DS_Dur_WS",189,"original",NA,"original",197,"original",NA,NA
"1376",201030,"Aliso",NA,2002,"Dry","SP_Dur",82,"original",NA,"original",78,"original",NA,NA
"1377",201030,"Aliso",NA,2002,"Dry","SP_Tim",161,"original",NA,"original",161,"original",NA,NA
"1378",201030,"Aliso",NA,2003,"Wet","DS_Dur_WS",207,"original",NA,"original",217,"original",NA,NA
"1379",201030,"Aliso",NA,2003,"Wet","SP_Dur",16,"original",13,"original",10,"original",3,-3
"1380",201030,"Aliso",NA,2003,"Wet","SP_Tim",218,"original",170,"original",218,"original",48,48
"1381",201030,"Aliso",NA,2004,"Dry","DS_Dur_WS",145,"original",99,"original",153,"original",46,54
"1382",201030,"Aliso",NA,2004,"Dry","SP_Dur",79,"original",132,"original",71,"original",-53,-61
"1383",201030,"Aliso",NA,2004,"Dry","SP_Tim",152,"original",152,"original",152,"original",0,0
"1384",201030,"Aliso",NA,2005,"Wet","DS_Dur_WS",NA,"original",NA,"original",NA,"original",NA,NA
"1385",201030,"Aliso",NA,2005,"Wet","SP_Dur",77,"original",87,"original",77,"original",-10,-10
"1386",201030,"Aliso",NA,2005,"Wet","SP_Tim",147,"original",147,"original",147,"original",0,0
"1387",201030,"Aliso",NA,2006,"Dry","DS_Dur_WS",NA,"original",NA,"original",104,"original",NA,NA
"1388",201030,"Aliso",NA,2006,"Dry","SP_Dur",16,"original",NA,"original",28,"original",NA,NA
"1389",201030,"Aliso",NA,2006,"Dry","SP_Tim",237,"original",NA,"original",237,"original",NA,NA
"1390",201030,"Aliso",NA,2007,"Dry","DS_Dur_WS",149,"original",NA,"original",153,"original",NA,NA
"1391",201030,"Aliso",NA,2007,"Dry","SP_Dur",59,"original",NA,"original",55,"original",NA,NA
"1392",201030,"Aliso",NA,2007,"Dry","SP_Tim",205,"original",NA,"original",205,"original",NA,NA
"1393",201030,"Aliso",NA,2008,"Dry","DS_Dur_WS",228,"original",NA,"original",236,"original",NA,NA
"1394",201030,"Aliso",NA,2008,"Dry","SP_Dur",30,"original",NA,"original",26,"original",NA,NA
"1395",201030,"Aliso",NA,2008,"Dry","SP_Tim",150,"original",NA,"original",150,"original",NA,NA
"1396",201030,"Aliso",NA,2009,"Dry","DS_Dur_WS",260,"original",NA,"original",260,"original",NA,NA
"1397",201030,"Aliso",NA,2009,"Dry","SP_Dur",18,"original",NA,"original",18,"original",NA,NA
"1398",201030,"Aliso",NA,2009,"Dry","SP_Tim",142,"original",NA,"original",142,"original",NA,NA
"1399",201030,"Aliso",NA,2010,"Moderate","DS_Dur_WS",219,"original",290,"original",223,"original",-71,-67
"1400",201030,"Aliso",NA,2010,"Moderate","SP_Dur",84,"original",11,"original",80,"original",73,69
"1401",201030,"Aliso",NA,2010,"Moderate","SP_Tim",132,"original",132,"original",132,"original",0,0
"1402",201030,"Aliso",NA,2011,"Wet","DS_Dur_WS",NA,"original",NA,"original",NA,"original",NA,NA
"1403",201030,"Aliso",NA,2011,"Wet","SP_Dur",101,"original",115,"original",101,"original",-14,-14
"1404",201030,"Aliso",NA,2011,"Wet","SP_Tim",86,"original",86,"original",86,"original",0,0
"1405",201030,"Aliso",NA,2012,"Moderate","DS_Dur_WS",120,"original",NA,"original",121,"original",NA,NA
"1406",201030,"Aliso",NA,2012,"Moderate","SP_Dur",45,"original",NA,"original",44,"original",NA,NA
"1407",201030,"Aliso",NA,2012,"Moderate","SP_Tim",251,"original",NA,"original",251,"original",NA,NA
"1408",201030,"Aliso",NA,2013,"Dry","DS_Dur_WS",NA,"original",NA,"original",NA,"original",NA,NA
"1409",201030,"Aliso",NA,2013,"Dry","SP_Dur",9,"original",NA,"original",9,"original",NA,NA
"1410",201030,"Aliso",NA,2013,"Dry","SP_Tim",258,"original",NA,"original",258,"original",NA,NA
"1411",201030,"Aliso",NA,2014,"Dry","DS_Dur_WS",185,"original",NA,"original",197,"original",NA,NA
"1412",201030,"Aliso",NA,2014,"Dry","SP_Dur",79,"original",NA,"original",67,"original",NA,NA
"1413",201030,"Aliso",NA,2014,"Dry","SP_Tim",154,"original",NA,"original",154,"original",NA,NA
"1414",201030,"Aliso",NA,2015,"Moderate","DS_Dur_WS",127,"original",NA,"original",127,"original",NA,NA
"1415",201030,"Aliso",NA,2015,"Moderate","SP_Dur",160,"original",NA,"original",160,"original",NA,NA
"1416",201030,"Aliso",NA,2015,"Moderate","SP_Tim",149,"original",NA,"original",149,"original",NA,NA
"1417",201030,"Aliso",NA,2016,"Dry","DS_Dur_WS",264,"original",NA,"original",181,"original",NA,NA
"1418",201030,"Aliso",NA,2016,"Dry","SP_Dur",13,"original",NA,"original",96,"original",NA,NA
"1419",201030,"Aliso",NA,2016,"Dry","SP_Tim",161,"original",NA,"original",161,"original",NA,NA
"1420",201030,"Aliso",NA,2017,"Wet","DS_Dur_WS",225,"original",NA,"original",225,"original",NA,NA
"1421",201030,"Aliso",NA,2017,"Wet","SP_Dur",84,"original",11,"original",84,"original",73,73
"1422",201030,"Aliso",NA,2017,"Wet","SP_Tim",143,"original",144,"original",143,"original",-1,-1
"1423",201030,"Aliso",NA,2018,"Dry","DS_Dur_WS",228,"original",NA,"original",229,"original",NA,NA
"1424",201030,"Aliso",NA,2018,"Dry","SP_Dur",59,"original",NA,"original",58,"original",NA,NA
"1425",201030,"Aliso",NA,2018,"Dry","SP_Tim",165,"original",NA,"original",165,"original",NA,NA
"1426",201031,"Aliso",NA,1994,"Moderate","DS_Dur_WS",229,"original",NA,"original",216,"original",NA,NA
"1427",201031,"Aliso",NA,1994,"Moderate","SP_Dur",5,"original",NA,"original",5,"original",NA,NA
"1428",201031,"Aliso",NA,1994,"Moderate","SP_Tim",211,"original",NA,"original",211,"original",NA,NA
"1429",201031,"Aliso",NA,1995,"Wet","DS_Dur_WS",155,"original",NA,"original",156,"original",NA,NA
"1430",201031,"Aliso",NA,1995,"Wet","SP_Dur",65,"original",87,"original",64,"original",-22,-23
"1431",201031,"Aliso",NA,1995,"Wet","SP_Tim",203,"original",165,"original",203,"original",38,38
"1432",201031,"Aliso",NA,1996,"Moderate","DS_Dur_WS",116,"original",NA,"original",149,"original",NA,NA
"1433",201031,"Aliso",NA,1996,"Moderate","SP_Dur",98,"original",NA,"original",65,"original",NA,NA
"1434",201031,"Aliso",NA,1996,"Moderate","SP_Tim",168,"original",NA,"original",168,"original",NA,NA
"1435",201031,"Aliso",NA,1997,"Moderate","DS_Dur_WS",257,"original",185,"original",257,"original",72,72
"1436",201031,"Aliso",NA,1997,"Moderate","SP_Dur",25,"original",109,"original",25,"original",-84,-84
"1437",201031,"Aliso",NA,1997,"Moderate","SP_Tim",121,"original",121,"original",121,"original",0,0
"1438",201031,"Aliso",NA,1998,"Wet","DS_Dur_WS",149,"original",NA,"original",135,"original",NA,NA
"1439",201031,"Aliso",NA,1998,"Wet","SP_Dur",39,"original",37,"original",39,"original",2,2
"1440",201031,"Aliso",NA,1998,"Wet","SP_Tim",196,"original",180,"original",196,"original",16,16
"1441",201031,"Aliso",NA,1999,"Dry","DS_Dur_WS",201,"original",NA,"original",188,"original",NA,NA
"1442",201031,"Aliso",NA,1999,"Dry","SP_Dur",67,"original",NA,"original",80,"original",NA,NA
"1443",201031,"Aliso",NA,1999,"Dry","SP_Tim",197,"original",NA,"original",197,"original",NA,NA
"1444",201031,"Aliso",NA,2000,"Moderate","DS_Dur_WS",170,"original",NA,"original",172,"original",NA,NA
"1445",201031,"Aliso",NA,2000,"Moderate","SP_Dur",7,"original",NA,"original",5,"original",NA,NA
"1446",201031,"Aliso",NA,2000,"Moderate","SP_Tim",204,"original",NA,"original",204,"original",NA,NA
"1447",201031,"Aliso",NA,2001,"Wet","DS_Dur_WS",180,"original",NA,"original",159,"original",NA,NA
"1448",201031,"Aliso",NA,2001,"Wet","SP_Dur",67,"original",NA,"original",67,"original",NA,NA
"1449",201031,"Aliso",NA,2001,"Wet","SP_Tim",151,"original",NA,"original",151,"original",NA,NA
"1450",201031,"Aliso",NA,2002,"Dry","DS_Dur_WS",198,"original",NA,"original",217,"original",NA,NA
"1451",201031,"Aliso",NA,2002,"Dry","SP_Dur",39,"original",NA,"original",20,"original",NA,NA
"1452",201031,"Aliso",NA,2002,"Dry","SP_Tim",161,"original",NA,"original",161,"original",NA,NA
"1453",201031,"Aliso",NA,2003,"Wet","DS_Dur_WS",212,"original",NA,"original",212,"original",NA,NA
"1454",201031,"Aliso",NA,2003,"Wet","SP_Dur",7,"original",114,"original",7,"original",-107,-107
"1455",201031,"Aliso",NA,2003,"Wet","SP_Tim",218,"original",179,"original",218,"original",39,39
"1456",201031,"Aliso",NA,2004,"Dry","DS_Dur_WS",203,"original",NA,"original",201,"original",NA,NA
"1457",201031,"Aliso",NA,2004,"Dry","SP_Dur",16,"original",NA,"original",16,"original",NA,NA
"1458",201031,"Aliso",NA,2004,"Dry","SP_Tim",152,"original",NA,"original",152,"original",NA,NA
"1459",201031,"Aliso",NA,2005,"Wet","DS_Dur_WS",214,"original",NA,"original",217,"original",NA,NA
"1460",201031,"Aliso",NA,2005,"Wet","SP_Dur",82,"original",11,"original",82,"original",71,71
"1461",201031,"Aliso",NA,2005,"Wet","SP_Tim",145,"original",147,"original",145,"original",-2,-2
"1462",201031,"Aliso",NA,2006,"Dry","DS_Dur_WS",NA,"original",NA,"original",NA,"original",NA,NA
"1463",201031,"Aliso",NA,2006,"Dry","SP_Dur",5,"original",NA,"original",5,"original",NA,NA
"1464",201031,"Aliso",NA,2006,"Dry","SP_Tim",237,"original",NA,"original",237,"original",NA,NA
"1465",201031,"Aliso",NA,2007,"Dry","DS_Dur_WS",137,"original",NA,"original",138,"original",NA,NA
"1466",201031,"Aliso",NA,2007,"Dry","SP_Dur",72,"original",NA,"original",71,"original",NA,NA
"1467",201031,"Aliso",NA,2007,"Dry","SP_Tim",205,"original",NA,"original",205,"original",NA,NA
"1468",201031,"Aliso",NA,2008,"Dry","DS_Dur_WS",216,"original",NA,"original",217,"original",NA,NA
"1469",201031,"Aliso",NA,2008,"Dry","SP_Dur",50,"original",NA,"original",49,"original",NA,NA
"1470",201031,"Aliso",NA,2008,"Dry","SP_Tim",148,"original",NA,"original",148,"original",NA,NA
"1471",201031,"Aliso",NA,2009,"Dry","DS_Dur_WS",251,"original",NA,"original",251,"original",NA,NA
"1472",201031,"Aliso",NA,2009,"Dry","SP_Dur",4,"original",NA,"original",6,"original",NA,NA
"1473",201031,"Aliso",NA,2009,"Dry","SP_Tim",163,"original",NA,"original",161,"original",NA,NA
"1474",201031,"Aliso",NA,2010,"Moderate","DS_Dur_WS",NA,"original",NA,"original",NA,"original",NA,NA
"1475",201031,"Aliso",NA,2010,"Moderate","SP_Dur",70,"original",NA,"original",70,"original",NA,NA
"1476",201031,"Aliso",NA,2010,"Moderate","SP_Tim",132,"original",NA,"original",132,"original",NA,NA
"1477",201031,"Aliso",NA,2011,"Wet","DS_Dur_WS",NA,"original",NA,"original",NA,"original",NA,NA
"1478",201031,"Aliso",NA,2011,"Wet","SP_Dur",118,"original",NA,"original",118,"original",NA,NA
"1479",201031,"Aliso",NA,2011,"Wet","SP_Tim",177,"original",NA,"original",177,"original",NA,NA
"1480",201031,"Aliso",NA,2012,"Moderate","DS_Dur_WS",97,"original",NA,"original",101,"original",NA,NA
"1481",201031,"Aliso",NA,2012,"Moderate","SP_Dur",93,"original",NA,"original",89,"original",NA,NA
"1482",201031,"Aliso",NA,2012,"Moderate","SP_Tim",212,"original",NA,"original",212,"original",NA,NA
"1483",201031,"Aliso",NA,2013,"Dry","DS_Dur_WS",NA,"original",NA,"original",NA,"original",NA,NA
"1484",201031,"Aliso",NA,2013,"Dry","SP_Dur",83,"original",NA,"original",70,"original",NA,NA
"1485",201031,"Aliso",NA,2013,"Dry","SP_Tim",221,"original",NA,"original",221,"original",NA,NA
"1486",201031,"Aliso",NA,2014,"Dry","DS_Dur_WS",NA,"original",NA,"original",NA,"original",NA,NA
"1487",201031,"Aliso",NA,2014,"Dry","SP_Dur",24,"original",NA,"original",24,"original",NA,NA
"1488",201031,"Aliso",NA,2014,"Dry","SP_Tim",211,"original",NA,"original",211,"original",NA,NA
"1489",201031,"Aliso",NA,2015,"Moderate","DS_Dur_WS",NA,"original",NA,"original",NA,"original",NA,NA
"1490",201031,"Aliso",NA,2015,"Moderate","SP_Dur",70,"original",NA,"original",78,"original",NA,NA
"1491",201031,"Aliso",NA,2015,"Moderate","SP_Tim",230,"original",NA,"original",230,"original",NA,NA
"1492",201031,"Aliso",NA,2016,"Dry","DS_Dur_WS",172,"original",NA,"original",184,"original",NA,NA
"1493",201031,"Aliso",NA,2016,"Dry","SP_Dur",67,"original",NA,"original",67,"original",NA,NA
"1494",201031,"Aliso",NA,2016,"Dry","SP_Tim",161,"original",NA,"original",161,"original",NA,NA
"1495",201031,"Aliso",NA,2017,"Wet","DS_Dur_WS",219,"original",NA,"original",215,"original",NA,NA
"1496",201031,"Aliso",NA,2017,"Wet","SP_Dur",84,"original",21,"original",84,"original",63,63
"1497",201031,"Aliso",NA,2017,"Wet","SP_Tim",143,"original",162,"original",143,"original",-19,-19
"1498",201031,"Aliso",NA,2018,"Dry","DS_Dur_WS",274,"original",NA,"original",202,"original",NA,NA
"1499",201031,"Aliso",NA,2018,"Dry","SP_Dur",7,"original",NA,"original",75,"original",NA,NA
"1500",201031,"Aliso",NA,2018,"Dry","SP_Tim",165,"original",NA,"original",165,"original",NA,NA
"1501",201040,"Aliso",NA,1994,"Moderate","DS_Dur_WS",221,"original",196,"original",221,"original",25,25
