"","site","region","scenario","year","water_year_type","flow_metric","current_value_final","current_value_note","reference_value_final","reference_value_note","watercon_value_final","watercon_value_note","deltah_cur_ref_final","deltaH_watercon_ref_final"
"3495",402030,"San Juan",NA,2017,"Wet","DS_Dur_WS",203,"original",NA,"original",181,"original",NA,NA
"3496",402030,"San Juan",NA,2017,"Wet","SP_Dur",105,"original",13,"original",102,"original",92,89
"3497",402030,"San Juan",NA,2017,"Wet","SP_Tim",144,"original",145,"original",144,"original",-1,-1
"3498",402030,"San Juan",NA,2018,"Dry","DS_Dur_WS",217,"original",NA,"original",189,"original",NA,NA
"3499",402030,"San Juan",NA,2018,"Dry","SP_Dur",70,"original",176,"original",73,"original",-106,-103
"3500",402030,"San Juan",NA,2018,"Dry","SP_Tim",165,"original",104,"original",165,"original",61,61
"3501",402031,"San Juan",NA,1994,"Moderate","DS_Dur_WS",220,"original",211,"original",224,"original",9,13
"3502",402031,"San Juan",NA,1994,"Moderate","SP_Dur",16,"original",65,"original",16,"original",-49,-49
"3503",402031,"San Juan",NA,1994,"Moderate","SP_Tim",211,"original",180,"original",211,"original",31,31
"3504",402031,"San Juan",NA,1995,"Wet","DS_Dur_WS",188,"original",282,"original",191,"original",-94,-91
"3505",402031,"San Juan",NA,1995,"Wet","SP_Dur",103,"original",36,"original",96,"original",67,60
"3506",402031,"San Juan",NA,1995,"Wet","SP_Tim",177,"original",178,"original",178,"original",-1,0
"3507",402031,"San Juan",NA,1996,"Moderate","DS_Dur_WS",144,"original",259,"original",167,"original",-115,-92
"3508",402031,"San Juan",NA,1996,"Moderate","SP_Dur",99,"original",21,"original",76,"original",78,55
"3509",402031,"San Juan",NA,1996,"Moderate","SP_Tim",168,"original",168,"original",168,"original",0,0
"3510",402031,"San Juan",NA,1997,"Moderate","DS_Dur_WS",344,"original",347,"original",344,"original",-3,-3
"3511",402031,"San Juan",NA,1997,"Moderate","SP_Dur",17,"original",15,"original",17,"original",2,2
"3512",402031,"San Juan",NA,1997,"Moderate","SP_Tim",122,"original",122,"original",122,"original",0,0
"3513",402031,"San Juan",NA,1998,"Wet","DS_Dur_WS",155,"original",159,"original",156,"original",-4,-3
"3514",402031,"San Juan",NA,1998,"Wet","SP_Dur",10,"original",57,"original",12,"original",-47,-45
"3515",402031,"San Juan",NA,1998,"Wet","SP_Tim",229,"original",182,"original",228,"original",47,46
"3516",402031,"San Juan",NA,1999,"Dry","DS_Dur_WS",267,"original",137,"original",268,"original",130,131
"3517",402031,"San Juan",NA,1999,"Dry","SP_Dur",28,"original",192,"original",26,"original",-164,-166
"3518",402031,"San Juan",NA,1999,"Dry","SP_Tim",197,"original",70,"original",197,"original",127,127
"3519",402031,"San Juan",NA,2000,"Moderate","DS_Dur_WS",220,"original",247,"original",240,"original",-27,-7
"3520",402031,"San Juan",NA,2000,"Moderate","SP_Dur",35,"original",93,"original",15,"original",-58,-78
"3521",402031,"San Juan",NA,2000,"Moderate","SP_Tim",203,"original",161,"original",203,"original",42,42
"3522",402031,"San Juan",NA,2001,"Wet","DS_Dur_WS",164,"original",141,"original",172,"original",23,31
"3523",402031,"San Juan",NA,2001,"Wet","SP_Dur",34,"original",101,"original",21,"original",-67,-80
"3524",402031,"San Juan",NA,2001,"Wet","SP_Tim",206,"original",154,"original",206,"original",52,52
"3525",402031,"San Juan",NA,2002,"Dry","DS_Dur_WS",109,"original",138,"original",139,"original",-29,1
"3526",402031,"San Juan",NA,2002,"Dry","SP_Dur",157,"original",179,"original",128,"original",-22,-51
"3527",402031,"San Juan",NA,2002,"Dry","SP_Tim",123,"original",78,"original",123,"original",45,45
"3528",402031,"San Juan",NA,2003,"Wet","DS_Dur_WS",196,"original",138,"original",199,"original",58,61
"3529",402031,"San Juan",NA,2003,"Wet","SP_Dur",35,"original",176,"original",24,"original",-141,-152
"3530",402031,"San Juan",NA,2003,"Wet","SP_Tim",159,"original",81,"original",159,"original",78,78
"3531",402031,"San Juan",NA,2004,"Dry","DS_Dur_WS",211,"original",167,"original",189,"original",44,22
"3532",402031,"San Juan",NA,2004,"Dry","SP_Dur",16,"original",211,"original",37,"original",-195,-174
"3533",402031,"San Juan",NA,2004,"Dry","SP_Tim",151,"original",71,"original",151,"original",80,80
"3534",402031,"San Juan",NA,2005,"Wet","DS_Dur_WS",363,"original",236,"original",358,"original",127,122
"3535",402031,"San Juan",NA,2005,"Wet","SP_Dur",14,"original",14,"original",14,"original",0,0
"3536",402031,"San Juan",NA,2005,"Wet","SP_Tim",146,"original",146,"original",146,"original",0,0
"3537",402031,"San Juan",NA,2006,"Dry","DS_Dur_WS",217,"original",137,"original",217,"original",80,80
"3538",402031,"San Juan",NA,2006,"Dry","SP_Dur",13,"original",189,"original",13,"original",-176,-176
"3539",402031,"San Juan",NA,2006,"Dry","SP_Tim",189,"original",70,"original",189,"original",119,119
"3540",402031,"San Juan",NA,2007,"Dry","DS_Dur_WS",202,"original",169,"original",201,"original",33,32
"3541",402031,"San Juan",NA,2007,"Dry","SP_Dur",11,"original",201,"original",12,"original",-190,-189
"3542",402031,"San Juan",NA,2007,"Dry","SP_Tim",205,"original",74,"original",205,"original",131,131
"3543",402031,"San Juan",NA,2008,"Dry","DS_Dur_WS",170,"original",237,"original",167,"original",-67,-70
"3544",402031,"San Juan",NA,2008,"Dry","SP_Dur",97,"original",95,"original",9,"original",2,-86
"3545",402031,"San Juan",NA,2008,"Dry","SP_Tim",150,"original",150,"original",238,"original",0,88
"3546",402031,"San Juan",NA,2009,"Dry","DS_Dur_WS",311,"original",311,"original",310,"original",0,-1
"3547",402031,"San Juan",NA,2009,"Dry","SP_Dur",20,"original",22,"original",21,"original",-2,-1
"3548",402031,"San Juan",NA,2009,"Dry","SP_Tim",134,"original",134,"original",134,"original",0,0
"3549",402031,"San Juan",NA,2010,"Moderate","DS_Dur_WS",225,"original",268,"original",226,"original",-43,-42
"3550",402031,"San Juan",NA,2010,"Moderate","SP_Dur",77,"original",12,"original",76,"original",65,64
"3551",402031,"San Juan",NA,2010,"Moderate","SP_Tim",133,"original",155,"original",133,"original",-22,-22
"3552",402031,"San Juan",NA,2011,"Wet","DS_Dur_WS",NA,"original",211,"original",NA,"original",NA,NA
"3553",402031,"San Juan",NA,2011,"Wet","SP_Dur",101,"original",101,"original",101,"original",0,0
"3554",402031,"San Juan",NA,2011,"Wet","SP_Tim",86,"original",86,"original",86,"original",0,0
"3555",402031,"San Juan",NA,2012,"Moderate","DS_Dur_WS",90,"original",135,"original",113,"original",-45,-22
"3556",402031,"San Juan",NA,2012,"Moderate","SP_Dur",93,"original",144,"original",93,"original",-51,-51
"3557",402031,"San Juan",NA,2012,"Moderate","SP_Tim",212,"original",118,"original",212,"original",94,94
"3558",402031,"San Juan",NA,2013,"Dry","DS_Dur_WS",165,"original",139,"original",172,"original",26,33
"3559",402031,"San Juan",NA,2013,"Dry","SP_Dur",25,"original",176,"original",17,"original",-151,-159
"3560",402031,"San Juan",NA,2013,"Dry","SP_Tim",222,"original",82,"original",222,"original",140,140
"3561",402031,"San Juan",NA,2014,"Dry","DS_Dur_WS",94,"original",NA,"original",94,"original",NA,NA
"3562",402031,"San Juan",NA,2014,"Dry","SP_Dur",164,"original",107,"original",163,"original",57,56
"3563",402031,"San Juan",NA,2014,"Dry","SP_Tim",155,"original",155,"original",155,"original",0,0
"3564",402031,"San Juan",NA,2015,"Moderate","DS_Dur_WS",125,"original",123,"original",132,"original",2,9
"3565",402031,"San Juan",NA,2015,"Moderate","SP_Dur",80,"original",186,"original",74,"original",-106,-112
"3566",402031,"San Juan",NA,2015,"Moderate","SP_Tim",229,"original",76,"original",229,"original",153,153
"3567",402031,"San Juan",NA,2016,"Dry","DS_Dur_WS",264,"original",180,"original",264,"original",84,84
"3568",402031,"San Juan",NA,2016,"Dry","SP_Dur",12,"original",182,"original",12,"original",-170,-170
"3569",402031,"San Juan",NA,2016,"Dry","SP_Tim",162,"original",102,"original",162,"original",60,60
"3570",402031,"San Juan",NA,2017,"Wet","DS_Dur_WS",207,"original",NA,"original",207,"original",NA,NA
"3571",402031,"San Juan",NA,2017,"Wet","SP_Dur",102,"original",13,"original",101,"original",89,88
"3572",402031,"San Juan",NA,2017,"Wet","SP_Tim",144,"original",145,"original",144,"original",-1,-1
"3573",402031,"San Juan",NA,2018,"Dry","DS_Dur_WS",265,"original",NA,"original",214,"original",NA,NA
"3574",402031,"San Juan",NA,2018,"Dry","SP_Dur",19,"original",173,"original",69,"original",-154,-104
"3575",402031,"San Juan",NA,2018,"Dry","SP_Tim",169,"original",104,"original",169,"original",65,65
"3576",402040,"San Juan",NA,1994,"Moderate","DS_Dur_WS",225,"original",213,"original",224,"original",12,11
"3577",402040,"San Juan",NA,1994,"Moderate","SP_Dur",16,"original",63,"original",17,"original",-47,-46
"3578",402040,"San Juan",NA,1994,"Moderate","SP_Tim",211,"original",180,"original",211,"original",31,31
"3579",402040,"San Juan",NA,1995,"Wet","DS_Dur_WS",285,"original",283,"original",285,"original",2,2
"3580",402040,"San Juan",NA,1995,"Wet","SP_Dur",34,"original",35,"original",34,"original",-1,-1
"3581",402040,"San Juan",NA,1995,"Wet","SP_Tim",178,"original",178,"original",178,"original",0,0
"3582",402040,"San Juan",NA,1996,"Moderate","DS_Dur_WS",266,"original",265,"original",267,"original",1,2
"3583",402040,"San Juan",NA,1996,"Moderate","SP_Dur",13,"original",15,"original",13,"original",-2,-2
"3584",402040,"San Juan",NA,1996,"Moderate","SP_Tim",169,"original",168,"original",169,"original",1,1
"3585",402040,"San Juan",NA,1997,"Moderate","DS_Dur_WS",345,"original",347,"original",345,"original",-2,-2
"3586",402040,"San Juan",NA,1997,"Moderate","SP_Dur",16,"original",15,"original",16,"original",1,1
"3587",402040,"San Juan",NA,1997,"Moderate","SP_Tim",122,"original",122,"original",122,"original",0,0
"3588",402040,"San Juan",NA,1998,"Wet","DS_Dur_WS",159,"original",161,"original",154,"original",-2,-7
"3589",402040,"San Juan",NA,1998,"Wet","SP_Dur",57,"original",57,"original",57,"original",0,0
"3590",402040,"San Juan",NA,1998,"Wet","SP_Tim",182,"original",182,"original",182,"original",0,0
"3591",402040,"San Juan",NA,1999,"Dry","DS_Dur_WS",246,"original",129,"original",247,"original",117,118
"3592",402040,"San Juan",NA,1999,"Dry","SP_Dur",47,"original",193,"original",50,"original",-146,-143
"3593",402040,"San Juan",NA,1999,"Dry","SP_Tim",197,"original",71,"original",197,"original",126,126
"3594",402040,"San Juan",NA,2000,"Moderate","DS_Dur_WS",196,"original",254,"original",196,"original",-58,-58
"3595",402040,"San Juan",NA,2000,"Moderate","SP_Dur",24,"original",83,"original",25,"original",-59,-58
"3596",402040,"San Juan",NA,2000,"Moderate","SP_Tim",239,"original",161,"original",239,"original",78,78
"3597",402040,"San Juan",NA,2001,"Wet","DS_Dur_WS",NA,"original",144,"original",232,"original",NA,88
"3598",402040,"San Juan",NA,2001,"Wet","SP_Dur",8,"original",98,"original",NA,"original",-90,NA
"3599",402040,"San Juan",NA,2001,"Wet","SP_Tim",164,"original",154,"original",NA,"original",10,NA
"3600",402040,"San Juan",NA,2002,"Dry","DS_Dur_WS",123,"original",136,"original",142,"original",-13,6
"3601",402040,"San Juan",NA,2002,"Dry","SP_Dur",213,"original",191,"original",194,"original",22,3
"3602",402040,"San Juan",NA,2002,"Dry","SP_Tim",58,"original",69,"original",58,"original",-11,-11
"3603",402040,"San Juan",NA,2003,"Wet","DS_Dur_WS",137,"original",136,"original",137,"original",1,1
"3604",402040,"San Juan",NA,2003,"Wet","SP_Dur",89,"original",180,"original",90,"original",-91,-90
"3605",402040,"San Juan",NA,2003,"Wet","SP_Tim",159,"original",80,"original",159,"original",79,79
"3606",402040,"San Juan",NA,2004,"Dry","DS_Dur_WS",203,"original",177,"original",181,"original",26,4
"3607",402040,"San Juan",NA,2004,"Dry","SP_Dur",95,"original",202,"original",116,"original",-107,-86
"3608",402040,"San Juan",NA,2004,"Dry","SP_Tim",151,"original",70,"original",151,"original",81,81
"3609",402040,"San Juan",NA,2005,"Wet","DS_Dur_WS",223,"original",236,"original",NA,"original",-13,NA
"3610",402040,"San Juan",NA,2005,"Wet","SP_Dur",14,"original",14,"original",14,"original",0,0
"3611",402040,"San Juan",NA,2005,"Wet","SP_Tim",146,"original",146,"original",146,"original",0,0
"3612",402040,"San Juan",NA,2006,"Dry","DS_Dur_WS",NA,"original",136,"original",170,"original",NA,34
"3613",402040,"San Juan",NA,2006,"Dry","SP_Dur",61,"original",191,"original",62,"original",-130,-129
"3614",402040,"San Juan",NA,2006,"Dry","SP_Tim",189,"original",69,"original",189,"original",120,120
"3615",402040,"San Juan",NA,2007,"Dry","DS_Dur_WS",178,"original",182,"original",169,"original",-4,-13
"3616",402040,"San Juan",NA,2007,"Dry","SP_Dur",45,"original",191,"original",75,"original",-146,-116
"3617",402040,"San Juan",NA,2007,"Dry","SP_Tim",225,"original",74,"original",205,"original",151,131
"3618",402040,"San Juan",NA,2008,"Dry","DS_Dur_WS",182,"original",238,"original",181,"original",-56,-57
"3619",402040,"San Juan",NA,2008,"Dry","SP_Dur",104,"original",94,"original",105,"original",10,11
"3620",402040,"San Juan",NA,2008,"Dry","SP_Tim",148,"original",150,"original",148,"original",-2,-2
"3621",402040,"San Juan",NA,2009,"Dry","DS_Dur_WS",312,"original",311,"original",310,"original",1,-1
"3622",402040,"San Juan",NA,2009,"Dry","SP_Dur",20,"original",22,"original",22,"original",-2,0
"3623",402040,"San Juan",NA,2009,"Dry","SP_Tim",134,"original",134,"original",134,"original",0,0
"3624",402040,"San Juan",NA,2010,"Moderate","DS_Dur_WS",204,"original",268,"original",203,"original",-64,-65
"3625",402040,"San Juan",NA,2010,"Moderate","SP_Dur",98,"original",12,"original",99,"original",86,87
"3626",402040,"San Juan",NA,2010,"Moderate","SP_Tim",133,"original",155,"original",133,"original",-22,-22
"3627",402040,"San Juan",NA,2011,"Wet","DS_Dur_WS",NA,"original",209,"original",NA,"original",NA,NA
"3628",402040,"San Juan",NA,2011,"Wet","SP_Dur",101,"original",101,"original",101,"original",0,0
"3629",402040,"San Juan",NA,2011,"Wet","SP_Tim",86,"original",86,"original",86,"original",0,0
"3630",402040,"San Juan",NA,2012,"Moderate","DS_Dur_WS",167,"original",132,"original",140,"original",35,8
"3631",402040,"San Juan",NA,2012,"Moderate","SP_Dur",47,"original",188,"original",51,"original",-141,-137
"3632",402040,"San Juan",NA,2012,"Moderate","SP_Tim",199,"original",76,"original",199,"original",123,123
"3633",402040,"San Juan",NA,2013,"Dry","DS_Dur_WS",134,"original",136,"original",NA,"original",-2,NA
"3634",402040,"San Juan",NA,2013,"Dry","SP_Dur",51,"original",183,"original",58,"original",-132,-125
"3635",402040,"San Juan",NA,2013,"Dry","SP_Tim",221,"original",77,"original",221,"original",144,144
"3636",402040,"San Juan",NA,2014,"Dry","DS_Dur_WS",93,"original",130,"original",104,"original",-37,-26
"3637",402040,"San Juan",NA,2014,"Dry","SP_Dur",169,"original",195,"original",159,"original",-26,-36
"3638",402040,"San Juan",NA,2014,"Dry","SP_Tim",155,"original",71,"original",155,"original",84,84
"3639",402040,"San Juan",NA,2015,"Moderate","DS_Dur_WS",123,"original",112,"original",140,"original",11,28
"3640",402040,"San Juan",NA,2015,"Moderate","SP_Dur",86,"original",191,"original",69,"original",-105,-122
"3641",402040,"San Juan",NA,2015,"Moderate","SP_Tim",229,"original",81,"original",229,"original",148,148
"3642",402040,"San Juan",NA,2016,"Dry","DS_Dur_WS",239,"original",182,"original",222,"original",57,40
"3643",402040,"San Juan",NA,2016,"Dry","SP_Dur",59,"original",177,"original",78,"original",-118,-99
"3644",402040,"San Juan",NA,2016,"Dry","SP_Tim",162,"original",102,"original",162,"original",60,60
"3645",402040,"San Juan",NA,2017,"Wet","DS_Dur_WS",295,"original",238,"original",294,"original",57,56
"3646",402040,"San Juan",NA,2017,"Wet","SP_Dur",13,"original",13,"original",13,"original",0,0
"3647",402040,"San Juan",NA,2017,"Wet","SP_Tim",145,"original",145,"original",145,"original",0,0
"3648",402040,"San Juan",NA,2018,"Dry","DS_Dur_WS",220,"original",126,"original",214,"original",94,88
"3649",402040,"San Juan",NA,2018,"Dry","SP_Dur",64,"original",198,"original",69,"original",-134,-129
"3650",402040,"San Juan",NA,2018,"Dry","SP_Tim",169,"original",72,"original",169,"original",97,97
"3651",402041,"San Juan",NA,1994,"Moderate","DS_Dur_WS",229,"original",213,"original",228,"original",16,15
"3652",402041,"San Juan",NA,1994,"Moderate","SP_Dur",16,"original",31,"original",17,"original",-15,-14
"3653",402041,"San Juan",NA,1994,"Moderate","SP_Tim",211,"original",212,"original",211,"original",-1,-1
"3654",402041,"San Juan",NA,1995,"Wet","DS_Dur_WS",285,"original",286,"original",285,"original",-1,-1
"3655",402041,"San Juan",NA,1995,"Wet","SP_Dur",34,"original",34,"original",34,"original",0,0
"3656",402041,"San Juan",NA,1995,"Wet","SP_Tim",178,"original",178,"original",178,"original",0,0
"3657",402041,"San Juan",NA,1996,"Moderate","DS_Dur_WS",262,"original",258,"original",262,"original",4,4
"3658",402041,"San Juan",NA,1996,"Moderate","SP_Dur",20,"original",20,"original",20,"original",0,0
"3659",402041,"San Juan",NA,1996,"Moderate","SP_Tim",168,"original",168,"original",168,"original",0,0
"3660",402041,"San Juan",NA,1997,"Moderate","DS_Dur_WS",344,"original",345,"original",343,"original",-1,-2
"3661",402041,"San Juan",NA,1997,"Moderate","SP_Dur",17,"original",17,"original",18,"original",0,1
"3662",402041,"San Juan",NA,1997,"Moderate","SP_Tim",122,"original",122,"original",122,"original",0,0
"3663",402041,"San Juan",NA,1998,"Wet","DS_Dur_WS",NA,"original",201,"original",NA,"original",NA,NA
"3664",402041,"San Juan",NA,1998,"Wet","SP_Dur",57,"original",57,"original",57,"original",0,0
"3665",402041,"San Juan",NA,1998,"Wet","SP_Tim",182,"original",182,"original",182,"original",0,0
"3666",402041,"San Juan",NA,1999,"Dry","DS_Dur_WS",NA,"original",NA,"original",NA,"original",NA,NA
"3667",402041,"San Juan",NA,1999,"Dry","SP_Dur",258,"original",250,"original",253,"original",8,3
"3668",402041,"San Juan",NA,1999,"Dry","SP_Tim",70,"original",71,"original",70,"original",-1,-1
"3669",402041,"San Juan",NA,2000,"Moderate","DS_Dur_WS",223,"original",228,"original",232,"original",-5,4
"3670",402041,"San Juan",NA,2000,"Moderate","SP_Dur",72,"original",107,"original",63,"original",-35,-44
"3671",402041,"San Juan",NA,2000,"Moderate","SP_Tim",203,"original",162,"original",203,"original",41,41
"3672",402041,"San Juan",NA,2001,"Wet","DS_Dur_WS",182,"original",175,"original",181,"original",7,6
"3673",402041,"San Juan",NA,2001,"Wet","SP_Dur",53,"original",59,"original",53,"original",-6,-6
"3674",402041,"San Juan",NA,2001,"Wet","SP_Tim",152,"original",152,"original",152,"original",0,0
"3675",402041,"San Juan",NA,2002,"Dry","DS_Dur_WS",NA,"original",69,"original",NA,"original",NA,NA
"3676",402041,"San Juan",NA,2002,"Dry","SP_Dur",265,"original",NA,"original",264,"original",NA,NA
"3677",402041,"San Juan",NA,2002,"Dry","SP_Tim",58,"original",0,"original",58,"original",58,58
"3678",402041,"San Juan",NA,2003,"Wet","DS_Dur_WS",70,"original",68,"original",86,"original",2,18
"3679",402041,"San Juan",NA,2003,"Wet","SP_Dur",284,"original",NA,"original",278,"original",NA,NA
"3680",402041,"San Juan",NA,2003,"Wet","SP_Tim",43,"original",0,"original",43,"original",43,43
"3681",402041,"San Juan",NA,2004,"Dry","DS_Dur_WS",124,"original",130,"original",128,"original",-6,-2
"3682",402041,"San Juan",NA,2004,"Dry","SP_Dur",173,"original",NA,"original",169,"original",NA,NA
"3683",402041,"San Juan",NA,2004,"Dry","SP_Tim",151,"original",0,"original",151,"original",151,151
"3684",402041,"San Juan",NA,2005,"Wet","DS_Dur_WS",226,"original",226,"original",227,"original",0,1
"3685",402041,"San Juan",NA,2005,"Wet","SP_Dur",14,"original",14,"original",14,"original",0,0
"3686",402041,"San Juan",NA,2005,"Wet","SP_Tim",146,"original",146,"original",146,"original",0,0
"3687",402041,"San Juan",NA,2006,"Dry","DS_Dur_WS",61,"original",69,"original",65,"original",-8,-4
"3688",402041,"San Juan",NA,2006,"Dry","SP_Dur",316,"original",NA,"original",311,"original",NA,NA
"3689",402041,"San Juan",NA,2006,"Dry","SP_Tim",10,"original",0,"original",11,"original",10,11
"3690",402041,"San Juan",NA,2007,"Dry","DS_Dur_WS",109,"original",129,"original",112,"original",-20,-17
"3691",402041,"San Juan",NA,2007,"Dry","SP_Dur",316,"original",NA,"original",313,"original",NA,NA
"3692",402041,"San Juan",NA,2007,"Dry","SP_Tim",17,"original",0,"original",17,"original",17,17
"3693",402041,"San Juan",NA,2008,"Dry","DS_Dur_WS",206,"original",215,"original",210,"original",-9,-5
"3694",402041,"San Juan",NA,2008,"Dry","SP_Dur",128,"original",117,"original",121,"original",11,4
"3695",402041,"San Juan",NA,2008,"Dry","SP_Tim",148,"original",150,"original",148,"original",-2,-2
"3696",402041,"San Juan",NA,2009,"Dry","DS_Dur_WS",306,"original",306,"original",306,"original",0,0
"3697",402041,"San Juan",NA,2009,"Dry","SP_Dur",27,"original",27,"original",27,"original",0,0
"3698",402041,"San Juan",NA,2009,"Dry","SP_Tim",134,"original",134,"original",134,"original",0,0
"3699",402041,"San Juan",NA,2010,"Moderate","DS_Dur_WS",267,"original",266,"original",267,"original",1,1
"3700",402041,"San Juan",NA,2010,"Moderate","SP_Dur",14,"original",15,"original",14,"original",-1,-1
"3701",402041,"San Juan",NA,2010,"Moderate","SP_Tim",154,"original",154,"original",154,"original",0,0
"3702",402041,"San Juan",NA,2011,"Wet","DS_Dur_WS",193,"original",200,"original",193,"original",-7,-7
"3703",402041,"San Juan",NA,2011,"Wet","SP_Dur",101,"original",101,"original",101,"original",0,0
"3704",402041,"San Juan",NA,2011,"Wet","SP_Tim",86,"original",86,"original",86,"original",0,0
"3705",402041,"San Juan",NA,2012,"Moderate","DS_Dur_WS",118,"original",58,"original",123,"original",60,65
"3706",402041,"San Juan",NA,2012,"Moderate","SP_Dur",319,"original",320,"original",316,"original",-1,-4
"3707",402041,"San Juan",NA,2012,"Moderate","SP_Tim",8,"original",8,"original",8,"original",0,0
"3708",402041,"San Juan",NA,2013,"Dry","DS_Dur_WS",55,"original",65,"original",57,"original",-10,-8
"3709",402041,"San Juan",NA,2013,"Dry","SP_Dur",247,"original",NA,"original",244,"original",NA,NA
"3710",402041,"San Juan",NA,2013,"Dry","SP_Tim",82,"original",0,"original",82,"original",82,82
"3711",402041,"San Juan",NA,2014,"Dry","DS_Dur_WS",NA,"original",66,"original",NA,"original",NA,NA
"3712",402041,"San Juan",NA,2014,"Dry","SP_Dur",134,"original",164,"original",132,"original",-30,-32
"3713",402041,"San Juan",NA,2014,"Dry","SP_Tim",155,"original",156,"original",155,"original",-1,-1
"3714",402041,"San Juan",NA,2015,"Moderate","DS_Dur_WS",139,"original",103,"original",138,"original",36,35
"3715",402041,"San Juan",NA,2015,"Moderate","SP_Dur",231,"original",NA,"original",232,"original",NA,NA
"3716",402041,"San Juan",NA,2015,"Moderate","SP_Tim",67,"original",0,"original",67,"original",67,67
"3717",402041,"San Juan",NA,2016,"Dry","DS_Dur_WS",330,"original",241,"original",321,"original",89,80
"3718",402041,"San Juan",NA,2016,"Dry","SP_Dur",29,"original",118,"original",42,"original",-89,-76
"3719",402041,"San Juan",NA,2016,"Dry","SP_Tim",102,"original",102,"original",102,"original",0,0
"3720",402041,"San Juan",NA,2017,"Wet","DS_Dur_WS",315,"original",228,"original",315,"original",87,87
"3721",402041,"San Juan",NA,2017,"Wet","SP_Dur",13,"original",13,"original",13,"original",0,0
"3722",402041,"San Juan",NA,2017,"Wet","SP_Tim",145,"original",145,"original",145,"original",0,0
"3723",402041,"San Juan",NA,2018,"Dry","DS_Dur_WS",150,"original",69,"original",158,"original",81,89
"3724",402041,"San Juan",NA,2018,"Dry","SP_Dur",219,"original",NA,"original",211,"original",NA,NA
"3725",402041,"San Juan",NA,2018,"Dry","SP_Tim",104,"original",0,"original",104,"original",104,104
"3726",402050,"San Juan",NA,1994,"Moderate","DS_Dur_WS",220,"original",193,"original",220,"original",27,27
"3727",402050,"San Juan",NA,1994,"Moderate","SP_Dur",16,"original",49,"original",16,"original",-33,-33
"3728",402050,"San Juan",NA,1994,"Moderate","SP_Tim",211,"original",213,"original",211,"original",-2,-2
"3729",402050,"San Juan",NA,1995,"Wet","DS_Dur_WS",191,"original",256,"original",195,"original",-65,-61
"3730",402050,"San Juan",NA,1995,"Wet","SP_Dur",73,"original",62,"original",69,"original",11,7
"3731",402050,"San Juan",NA,1995,"Wet","SP_Tim",201,"original",178,"original",201,"original",23,23
"3732",402050,"San Juan",NA,1996,"Moderate","DS_Dur_WS",165,"original",252,"original",179,"original",-87,-73
"3733",402050,"San Juan",NA,1996,"Moderate","SP_Dur",38,"original",25,"original",24,"original",13,-1
"3734",402050,"San Juan",NA,1996,"Moderate","SP_Tim",204,"original",169,"original",204,"original",35,35
"3735",402050,"San Juan",NA,1997,"Moderate","DS_Dur_WS",241,"original",345,"original",248,"original",-104,-97
"3736",402050,"San Juan",NA,1997,"Moderate","SP_Dur",55,"original",18,"original",47,"original",37,29
"3737",402050,"San Juan",NA,1997,"Moderate","SP_Tim",121,"original",122,"original",121,"original",-1,-1
"3738",402050,"San Juan",NA,1998,"Wet","DS_Dur_WS",149,"original",NA,"original",150,"original",NA,NA
"3739",402050,"San Juan",NA,1998,"Wet","SP_Dur",17,"original",67,"original",16,"original",-50,-51
"3740",402050,"San Juan",NA,1998,"Wet","SP_Tim",226,"original",182,"original",226,"original",44,44
"3741",402050,"San Juan",NA,1999,"Dry","DS_Dur_WS",270,"original",NA,"original",265,"original",NA,NA
"3742",402050,"San Juan",NA,1999,"Dry","SP_Dur",24,"original",225,"original",25,"original",-201,-200
"3743",402050,"San Juan",NA,1999,"Dry","SP_Tim",197,"original",70,"original",197,"original",127,127
"3744",402050,"San Juan",NA,2000,"Moderate","DS_Dur_WS",167,"original",NA,"original",168,"original",NA,NA
"3745",402050,"San Juan",NA,2000,"Moderate","SP_Dur",12,"original",140,"original",11,"original",-128,-129
"3746",402050,"San Juan",NA,2000,"Moderate","SP_Tim",203,"original",161,"original",203,"original",42,42
"3747",402050,"San Juan",NA,2001,"Wet","DS_Dur_WS",153,"original",NA,"original",167,"original",NA,NA
"3748",402050,"San Juan",NA,2001,"Wet","SP_Dur",36,"original",NA,"original",19,"original",NA,NA
"3749",402050,"San Juan",NA,2001,"Wet","SP_Tim",206,"original",NA,"original",206,"original",NA,NA
"3750",402050,"San Juan",NA,2002,"Dry","DS_Dur_WS",233,"original",NA,"original",236,"original",NA,NA
"3751",402050,"San Juan",NA,2002,"Dry","SP_Dur",37,"original",NA,"original",30,"original",NA,NA
"3752",402050,"San Juan",NA,2002,"Dry","SP_Tim",123,"original",NA,"original",124,"original",NA,NA
"3753",402050,"San Juan",NA,2003,"Wet","DS_Dur_WS",212,"original",NA,"original",213,"original",NA,NA
"3754",402050,"San Juan",NA,2003,"Wet","SP_Dur",13,"original",NA,"original",12,"original",NA,NA
"3755",402050,"San Juan",NA,2003,"Wet","SP_Tim",159,"original",NA,"original",159,"original",NA,NA
"3756",402050,"San Juan",NA,2004,"Dry","DS_Dur_WS",203,"original",NA,"original",204,"original",NA,NA
"3757",402050,"San Juan",NA,2004,"Dry","SP_Dur",15,"original",NA,"original",14,"original",NA,NA
"3758",402050,"San Juan",NA,2004,"Dry","SP_Tim",157,"original",NA,"original",157,"original",NA,NA
"3759",402050,"San Juan",NA,2005,"Wet","DS_Dur_WS",326,"original",NA,"original",336,"original",NA,NA
