,site,Hydro_Metric,Biol,Threshold,Bio_threshold,Altered,Unaltered
759,201070,DS_Dur_WS,ASCI,Threshold25,0.94,30,70
761,201070,DS_Dur_WS,ASCI,Threshold50,0.86,30,70
772,201070,DS_Dur_WS,CSCI,Threshold75,0.63,30,70
1226,207010,SP_Dur,ASCI,Threshold25,0.86,30,70
2542,403011,DS_Dur_WS,ASCI,Threshold50,0.75,30,70
2543,403011,DS_Dur_WS,ASCI,Threshold50,0.86,30,70
3078,502010,SP_Tim,CSCI,Threshold75,0.92,30,70
1335,301011,SP_Dur,ASCI,Threshold25,0.94,28.57142857,71.42857143
1336,301011,SP_Dur,ASCI,Threshold50,0.75,28.57142857,71.42857143
2274,402041,DS_Dur_WS,ASCI,Threshold50,0.94,28.57142857,71.42857143
2328,402050,DS_Dur_WS,ASCI,Threshold50,0.94,28.57142857,71.42857143
2336,402050,DS_Dur_WS,CSCI,Threshold50,0.79,28.57142857,71.42857143
2379,402051,DS_Dur_WS,ASCI,Threshold25,0.94,28.57142857,71.42857143
2381,402051,DS_Dur_WS,ASCI,Threshold50,0.86,28.57142857,71.42857143
2388,402051,DS_Dur_WS,CSCI,Threshold25,0.92,28.57142857,71.42857143
2392,402051,DS_Dur_WS,CSCI,Threshold75,0.63,28.57142857,71.42857143
2433,402060,DS_Dur_WS,ASCI,Threshold25,0.94,28.57142857,71.42857143
2434,402060,DS_Dur_WS,ASCI,Threshold50,0.75,28.57142857,71.42857143
2441,402060,DS_Dur_WS,CSCI,Threshold25,0.79,28.57142857,71.42857143
2599,403020,DS_Dur_WS,ASCI,Threshold75,0.75,28.57142857,71.42857143
2608,403020,DS_Dur_WS,CSCI,Threshold75,0.63,28.57142857,71.42857143
241,201010,Q99,ASCI,Threshold75,0.75,28,72
295,201020,Q99,ASCI,Threshold75,0.75,28,72
781,201070,Q99,ASCI,Threshold75,0.75,28,72
835,201080,Q99,ASCI,Threshold75,0.75,28,72
848,201080,SP_Dur,ASCI,Threshold25,0.86,28,72
1218,207010,Q99,CSCI,Threshold25,0.92,28,72
1263,301010,Q99,ASCI,Threshold25,0.94,28,72
1329,301011,Q99,CSCI,Threshold50,0.92,28,72
1606,401100,SP_Dur,ASCI,Threshold50,0.75,28,72
1772,401120,SP_Dur,ASCI,Threshold75,0.86,28,72
1830,401121,SP_Tim,CSCI,Threshold25,0.92,28,72
1832,401121,SP_Tim,CSCI,Threshold50,0.79,28,72
1883,402010,SP_Tim,CSCI,Threshold25,0.79,28,72
2033,402022,Q99,CSCI,Threshold75,0.79,28,72
2250,402040,Q99,CSCI,Threshold75,0.92,28,72
2315,402041,SP_Tim,CSCI,Threshold25,0.79,28,72
2317,402041,SP_Tim,CSCI,Threshold50,0.63,28,72
2320,402041,SP_Tim,CSCI,Threshold75,0.63,28,72
2631,403020,SP_Dur,ASCI,Threshold25,0.94,28,72
2632,403020,SP_Dur,ASCI,Threshold50,0.75,28,72
2643,403020,SP_Tim,CSCI,Threshold50,0.92,28,72
2645,403020,SP_Tim,CSCI,Threshold75,0.79,28,72
2646,403020,SP_Tim,CSCI,Threshold75,0.92,28,72
2697,403030,SP_Tim,CSCI,Threshold50,0.92,28,72
2699,403030,SP_Tim,CSCI,Threshold75,0.79,28,72
2700,403030,SP_Tim,CSCI,Threshold75,0.92,28,72
2883,501010,Q99,ASCI,Threshold25,0.94,28,72
1690,401110,DS_Dur_WS,CSCI,Threshold75,0.63,27.77777778,72.22222222
2110,402030,DS_Dur_WS,ASCI,Threshold50,0.75,27.77777778,72.22222222
553,201050,DS_Dur_WS,CSCI,Threshold50,0.63,27.27272727,72.72727273
1569,401100,DS_Dur_WS,ASCI,Threshold25,0.94,27.27272727,72.72727273
1582,401100,DS_Dur_WS,CSCI,Threshold75,0.63,27.27272727,72.72727273
1717,401110,SP_Dur,ASCI,Threshold75,0.75,27.27272727,72.72727273
1731,401120,DS_Dur_WS,ASCI,Threshold25,0.94,27.27272727,72.72727273
2217,402040,DS_Dur_WS,ASCI,Threshold25,0.94,27.27272727,72.72727273
2230,402040,DS_Dur_WS,CSCI,Threshold75,0.63,27.27272727,72.72727273
2468,402060,SP_Dur,ASCI,Threshold25,0.86,27.27272727,72.72727273
2477,402060,SP_Tim,CSCI,Threshold25,0.79,27.27272727,72.72727273
2478,402060,SP_Tim,CSCI,Threshold25,0.92,27.27272727,72.72727273
2480,402060,SP_Tim,CSCI,Threshold50,0.79,27.27272727,72.72727273
2481,402060,SP_Tim,CSCI,Threshold50,0.92,27.27272727,72.72727273
2482,402060,SP_Tim,CSCI,Threshold75,0.63,27.27272727,72.72727273
2483,402060,SP_Tim,CSCI,Threshold75,0.79,27.27272727,72.72727273
2484,402060,SP_Tim,CSCI,Threshold75,0.92,27.27272727,72.72727273
3116,502011,SP_Dur,ASCI,Threshold25,0.86,27.27272727,72.72727273
3132,502011,SP_Tim,CSCI,Threshold75,0.92,27.27272727,72.72727273
1894,402020,DS_Dur_WS,ASCI,Threshold50,0.75,26.31578947,73.68421053
1948,402021,DS_Dur_WS,ASCI,Threshold50,0.75,26.31578947,73.68421053
588,201050,SP_Tim,CSCI,Threshold25,0.92,26.08695652,73.91304348
590,201050,SP_Tim,CSCI,Threshold50,0.79,26.08695652,73.91304348
2584,403011,SP_Tim,CSCI,Threshold25,0.63,26.08695652,73.91304348
2660,403030,DS_Dur_WS,CSCI,Threshold50,0.79,26.08695652,73.91304348
2662,403030,DS_Dur_WS,CSCI,Threshold75,0.63,26.08695652,73.91304348
46,101010,SP_Tim,CSCI,Threshold25,0.63,25,75
47,101010,SP_Tim,CSCI,Threshold25,0.79,25,75
48,101010,SP_Tim,CSCI,Threshold25,0.92,25,75
49,101010,SP_Tim,CSCI,Threshold50,0.63,25,75
50,101010,SP_Tim,CSCI,Threshold50,0.79,25,75
51,101010,SP_Tim,CSCI,Threshold50,0.92,25,75
52,101010,SP_Tim,CSCI,Threshold75,0.63,25,75
53,101010,SP_Tim,CSCI,Threshold75,0.79,25,75
54,101010,SP_Tim,CSCI,Threshold75,0.92,25,75
91,101011,SP_Dur,ASCI,Threshold25,0.75,25,75
92,101011,SP_Dur,ASCI,Threshold25,0.86,25,75
102,101011,SP_Tim,CSCI,Threshold25,0.92,25,75
104,101011,SP_Tim,CSCI,Threshold50,0.79,25,75
105,101011,SP_Tim,CSCI,Threshold50,0.92,25,75
146,101012,SP_Dur,ASCI,Threshold25,0.86,25,75
286,201020,DS_Dur_WS,CSCI,Threshold75,0.63,25,75
361,201030,SP_Dur,ASCI,Threshold25,0.75,25,75
492,201041,DS_Dur_WS,ASCI,Threshold50,0.94,25,75
498,201041,DS_Dur_WS,CSCI,Threshold25,0.92,25,75
500,201041,DS_Dur_WS,CSCI,Threshold50,0.79,25,75
814,201080,DS_Dur_WS,ASCI,Threshold50,0.75,25,75
901,201090,SP_Dur,ASCI,Threshold25,0.75,25,75
911,201090,SP_Tim,CSCI,Threshold25,0.79,25,75
912,201090,SP_Tim,CSCI,Threshold25,0.92,25,75
913,201090,SP_Tim,CSCI,Threshold50,0.63,25,75
914,201090,SP_Tim,CSCI,Threshold50,0.79,25,75
915,201090,SP_Tim,CSCI,Threshold50,0.92,25,75
916,201090,SP_Tim,CSCI,Threshold75,0.63,25,75
917,201090,SP_Tim,CSCI,Threshold75,0.79,25,75
918,201090,SP_Tim,CSCI,Threshold75,0.92,25,75
986,201100,DS_Dur_WS,CSCI,Threshold50,0.79,25,75
1063,203010,SP_Dur,ASCI,Threshold25,0.75,25,75
1081,204010,DS_Dur_WS,ASCI,Threshold25,0.75,25,75
1082,204010,DS_Dur_WS,ASCI,Threshold25,0.86,25,75
1093,204010,DS_Dur_WS,CSCI,Threshold50,0.63,25,75
1245,301010,DS_Dur_WS,ASCI,Threshold25,0.94,25,75
1246,301010,DS_Dur_WS,ASCI,Threshold50,0.75,25,75
1247,301010,DS_Dur_WS,ASCI,Threshold50,0.86,25,75
1255,301010,DS_Dur_WS,CSCI,Threshold50,0.63,25,75
1258,301010,DS_Dur_WS,CSCI,Threshold75,0.63,25,75
1388,301020,SP_Dur,ASCI,Threshold25,0.86,25,75
1441,301030,SP_Dur,ASCI,Threshold25,0.75,25,75
1442,301030,SP_Dur,ASCI,Threshold25,0.86,25,75
1443,301030,SP_Dur,ASCI,Threshold25,0.94,25,75
1444,301030,SP_Dur,ASCI,Threshold50,0.75,25,75
1445,301030,SP_Dur,ASCI,Threshold50,0.86,25,75
1446,301030,SP_Dur,ASCI,Threshold50,0.94,25,75
1495,401070,SP_Dur,ASCI,Threshold25,0.75,25,75
1496,401070,SP_Dur,ASCI,Threshold25,0.86,25,75
1497,401070,SP_Dur,ASCI,Threshold25,0.94,25,75
1498,401070,SP_Dur,ASCI,Threshold50,0.75,25,75
1499,401070,SP_Dur,ASCI,Threshold50,0.86,25,75
1500,401070,SP_Dur,ASCI,Threshold50,0.94,25,75
1501,401070,SP_Dur,ASCI,Threshold75,0.75,25,75
2002,402022,DS_Dur_WS,ASCI,Threshold50,0.75,25,75
2413,402051,SP_Dur,ASCI,Threshold25,0.75,25,75
2414,402051,SP_Dur,ASCI,Threshold25,0.86,25,75
2415,402051,SP_Dur,ASCI,Threshold25,0.94,25,75
2416,402051,SP_Dur,ASCI,Threshold50,0.75,25,75
2800,405010,SP_Tim,CSCI,Threshold25,0.63,25,75
2854,405020,SP_Tim,CSCI,Threshold25,0.63,25,75
2909,501010,SP_Tim,CSCI,Threshold25,0.79,25,75
2910,501010,SP_Tim,CSCI,Threshold25,0.92,25,75
2912,501010,SP_Tim,CSCI,Threshold50,0.79,25,75
2913,501010,SP_Tim,CSCI,Threshold50,0.92,25,75
2914,501010,SP_Tim,CSCI,Threshold75,0.63,25,75
2915,501010,SP_Tim,CSCI,Threshold75,0.79,25,75
2916,501010,SP_Tim,CSCI,Threshold75,0.92,25,75
3040,502010,DS_Dur_WS,CSCI,Threshold75,0.63,25,75
84,101011,Q99,CSCI,Threshold25,0.92,24,76
135,101012,Q99,ASCI,Threshold75,0.94,24,76
414,201031,Q99,CSCI,Threshold75,0.92,24,76
794,201070,SP_Dur,ASCI,Threshold25,0.86,24,76
954,201091,Q99,CSCI,Threshold75,0.92,24,76
1126,204010,SP_Tim,CSCI,Threshold25,0.63,24,76
1323,301011,Q99,ASCI,Threshold75,0.94,24,76
1434,301030,Q99,CSCI,Threshold25,0.92,24,76
1605,401100,SP_Dur,ASCI,Threshold25,0.94,24,76
1612,401100,SP_Tim,CSCI,Threshold25,0.63,24,76
1771,401120,SP_Dur,ASCI,Threshold75,0.75,24,76
1829,401121,SP_Tim,CSCI,Threshold25,0.79,24,76
1831,401121,SP_Tim,CSCI,Threshold50,0.63,24,76
1834,401121,SP_Tim,CSCI,Threshold75,0.63,24,76
1874,402010,SP_Dur,ASCI,Threshold25,0.86,24,76
1875,402010,SP_Dur,ASCI,Threshold25,0.94,24,76
1885,402010,SP_Tim,CSCI,Threshold50,0.63,24,76
2304,402041,Q99,CSCI,Threshold75,0.92,24,76
2630,403020,SP_Dur,ASCI,Threshold25,0.86,24,76
2694,403030,SP_Tim,CSCI,Threshold25,0.92,24,76
2696,403030,SP_Tim,CSCI,Threshold50,0.79,24,76
2698,403030,SP_Tim,CSCI,Threshold75,0.63,24,76
2171,402031,DS_Dur_WS,CSCI,Threshold25,0.79,23.80952381,76.19047619
2271,402041,DS_Dur_WS,ASCI,Threshold25,0.94,23.80952381,76.19047619
2276,402041,DS_Dur_WS,ASCI,Threshold75,0.86,23.80952381,76.19047619
2282,402041,DS_Dur_WS,CSCI,Threshold50,0.79,23.80952381,76.19047619
2285,402041,DS_Dur_WS,CSCI,Threshold75,0.79,23.80952381,76.19047619
1516,401080,DS_Dur_WS,ASCI,Threshold50,0.75,23.07692308,76.92307692
1517,401080,DS_Dur_WS,ASCI,Threshold50,0.86,23.07692308,76.92307692
739,201062,SP_Dur,ASCI,Threshold25,0.75,22.72727273,77.27272727
1716,401110,SP_Dur,ASCI,Threshold50,0.94,22.72727273,77.27272727
2228,402040,DS_Dur_WS,CSCI,Threshold50,0.79,22.72727273,77.27272727
113,101012,DS_Dur_WS,ASCI,Threshold50,0.86,22.22222222,77.77777778
119,101012,DS_Dur_WS,CSCI,Threshold25,0.79,22.22222222,77.77777778
597,201060,DS_Dur_WS,ASCI,Threshold25,0.94,22.22222222,77.77777778
695,201061,SP_Tim,CSCI,Threshold25,0.79,22.22222222,77.77777778
696,201061,SP_Tim,CSCI,Threshold25,0.92,22.22222222,77.77777778
698,201061,SP_Tim,CSCI,Threshold50,0.79,22.22222222,77.77777778
700,201061,SP_Tim,CSCI,Threshold75,0.63,22.22222222,77.77777778
705,201062,DS_Dur_WS,ASCI,Threshold25,0.94,22.22222222,77.77777778
718,201062,DS_Dur_WS,CSCI,Threshold75,0.63,22.22222222,77.77777778
2117,402030,DS_Dur_WS,CSCI,Threshold25,0.79,22.22222222,77.77777778
3017,501020,SP_Tim,CSCI,Threshold25,0.79,22.22222222,77.77777778
3018,501020,SP_Tim,CSCI,Threshold25,0.92,22.22222222,77.77777778
3020,501020,SP_Tim,CSCI,Threshold50,0.79,22.22222222,77.77777778
3021,501020,SP_Tim,CSCI,Threshold50,0.92,22.22222222,77.77777778
3022,501020,SP_Tim,CSCI,Threshold75,0.63,22.22222222,77.77777778
3023,501020,SP_Tim,CSCI,Threshold75,0.79,22.22222222,77.77777778
3024,501020,SP_Tim,CSCI,Threshold75,0.92,22.22222222,77.77777778
3169,502020,SP_Dur,ASCI,Threshold25,0.75,22.22222222,77.77777778
3179,502020,SP_Tim,CSCI,Threshold25,0.79,22.22222222,77.77777778
3180,502020,SP_Tim,CSCI,Threshold25,0.92,22.22222222,77.77777778
3182,502020,SP_Tim,CSCI,Threshold50,0.79,22.22222222,77.77777778
3183,502020,SP_Tim,CSCI,Threshold50,0.92,22.22222222,77.77777778
3184,502020,SP_Tim,CSCI,Threshold75,0.63,22.22222222,77.77777778
3185,502020,SP_Tim,CSCI,Threshold75,0.79,22.22222222,77.77777778
3186,502020,SP_Tim,CSCI,Threshold75,0.92,22.22222222,77.77777778
577,201050,SP_Dur,ASCI,Threshold25,0.75,21.73913043,78.26086957
587,201050,SP_Tim,CSCI,Threshold25,0.79,21.73913043,78.26086957
589,201050,SP_Tim,CSCI,Threshold50,0.63,21.73913043,78.26086957
592,201050,SP_Tim,CSCI,Threshold75,0.63,21.73913043,78.26086957
631,201060,SP_Dur,ASCI,Threshold25,0.75,21.73913043,78.26086957
1826,401121,SP_Dur,ASCI,Threshold75,0.86,21.05263158,78.94736842
2,101010,DS_Dur_WS,ASCI,Threshold25,0.86,20,80
4,101010,DS_Dur_WS,ASCI,Threshold50,0.75,20,80
16,101010,DS_Dur_WS,CSCI,Threshold75,0.63,20,80
24,101010,Q99,ASCI,Threshold50,0.94,20,80
221,201010,DS_Dur_WS,ASCI,Threshold50,0.86,20,80
227,201010,DS_Dur_WS,CSCI,Threshold25,0.79,20,80
245,201010,Q99,CSCI,Threshold25,0.79,20,80
340,201030,DS_Dur_WS,CSCI,Threshold75,0.63,20,80
523,201041,SP_Dur,ASCI,Threshold25,0.75,20,80
561,201050,Q99,ASCI,Threshold25,0.94,20,80
767,201070,DS_Dur_WS,CSCI,Threshold25,0.79,20,80
785,201070,Q99,CSCI,Threshold25,0.79,20,80
802,201070,SP_Tim,CSCI,Threshold25,0.63,20,80
856,201080,SP_Tim,CSCI,Threshold25,0.63,20,80
1009,201100,SP_Dur,ASCI,Threshold25,0.75,20,80
1115,204010,Q99,CSCI,Threshold75,0.79,20,80
1185,205010,SP_Tim,CSCI,Threshold50,0.92,20,80
1187,205010,SP_Tim,CSCI,Threshold75,0.79,20,80
1188,205010,SP_Tim,CSCI,Threshold75,0.92,20,80
1225,207010,SP_Dur,ASCI,Threshold25,0.75,20,80
1239,207010,SP_Tim,CSCI,Threshold50,0.92,20,80
1374,301020,Q99,ASCI,Threshold50,0.94,20,80
1491,401070,Q99,CSCI,Threshold50,0.92,20,80
1533,401080,Q99,ASCI,Threshold25,0.94,20,80
1604,401100,SP_Dur,ASCI,Threshold25,0.86,20,80
1704,401110,Q99,CSCI,Threshold25,0.92,20,80
1769,401120,SP_Dur,ASCI,Threshold50,0.86,20,80
1770,401120,SP_Dur,ASCI,Threshold50,0.94,20,80
1882,402010,SP_Tim,CSCI,Threshold25,0.63,20,80
2087,402023,Q99,CSCI,Threshold75,0.79,20,80
2127,402030,Q99,ASCI,Threshold25,0.94,20,80
2314,402041,SP_Tim,CSCI,Threshold25,0.63,20,80
2343,402050,Q99,ASCI,Threshold25,0.94,20,80
2517,403010,Q99,CSCI,Threshold50,0.92,20,80
2549,403011,DS_Dur_WS,CSCI,Threshold25,0.79,20,80
2559,403011,Q99,ASCI,Threshold25,0.94,20,80
2627,403020,Q99,CSCI,Threshold75,0.79,20,80
2693,403030,SP_Tim,CSCI,Threshold25,0.79,20,80
2695,403030,SP_Tim,CSCI,Threshold50,0.63,20,80
2748,404010,SP_Tim,CSCI,Threshold25,0.92,20,80
2750,404010,SP_Tim,CSCI,Threshold50,0.79,20,80
2752,404010,SP_Tim,CSCI,Threshold75,0.63,20,80
2866,501010,DS_Dur_WS,ASCI,Threshold50,0.75,20,80
3045,502010,Q99,ASCI,Threshold25,0.94,20,80
3061,502010,SP_Dur,ASCI,Threshold25,0.75,20,80
3071,502010,SP_Tim,CSCI,Threshold25,0.79,20,80
3072,502010,SP_Tim,CSCI,Threshold25,0.92,20,80
3074,502010,SP_Tim,CSCI,Threshold50,0.79,20,80
3075,502010,SP_Tim,CSCI,Threshold50,0.92,20,80
3076,502010,SP_Tim,CSCI,Threshold75,0.63,20,80
3077,502010,SP_Tim,CSCI,Threshold75,0.79,20,80
3082,502011,DS_Dur_WS,ASCI,Threshold50,0.75,20,80
3083,502011,DS_Dur_WS,ASCI,Threshold50,0.86,20,80
3089,502011,DS_Dur_WS,CSCI,Threshold25,0.79,20,80
3094,502011,DS_Dur_WS,CSCI,Threshold75,0.63,20,80
2164,402031,DS_Dur_WS,ASCI,Threshold50,0.75,19.04761905,80.95238095
2273,402041,DS_Dur_WS,ASCI,Threshold50,0.86,19.04761905,80.95238095
2275,402041,DS_Dur_WS,ASCI,Threshold75,0.75,19.04761905,80.95238095
2279,402041,DS_Dur_WS,CSCI,Threshold25,0.79,19.04761905,80.95238095
2284,402041,DS_Dur_WS,CSCI,Threshold75,0.63,19.04761905,80.95238095
101,101011,SP_Tim,CSCI,Threshold25,0.79,18.75,81.25
103,101011,SP_Tim,CSCI,Threshold50,0.63,18.75,81.25
145,101012,SP_Dur,ASCI,Threshold25,0.75,18.75,81.25
155,101012,SP_Tim,CSCI,Threshold25,0.79,18.75,81.25
157,101012,SP_Tim,CSCI,Threshold50,0.63,18.75,81.25
2056,402023,DS_Dur_WS,ASCI,Threshold50,0.75,18.75,81.25
1571,401100,DS_Dur_WS,ASCI,Threshold50,0.86,18.18181818,81.81818182
1577,401100,DS_Dur_WS,CSCI,Threshold25,0.79,18.18181818,81.81818182
1715,401110,SP_Dur,ASCI,Threshold50,0.86,18.18181818,81.81818182
1733,401120,DS_Dur_WS,ASCI,Threshold50,0.86,18.18181818,81.81818182
1739,401120,DS_Dur_WS,CSCI,Threshold25,0.79,18.18181818,81.81818182
1744,401120,DS_Dur_WS,CSCI,Threshold75,0.63,18.18181818,81.81818182
1852,402010,DS_Dur_WS,CSCI,Threshold75,0.63,18.18181818,81.81818182
2219,402040,DS_Dur_WS,ASCI,Threshold50,0.86,18.18181818,81.81818182
2225,402040,DS_Dur_WS,CSCI,Threshold25,0.79,18.18181818,81.81818182
2467,402060,SP_Dur,ASCI,Threshold25,0.75,18.18181818,81.81818182
2479,402060,SP_Tim,CSCI,Threshold50,0.63,18.18181818,81.81818182
3115,502011,SP_Dur,ASCI,Threshold25,0.75,18.18181818,81.81818182
3125,502011,SP_Tim,CSCI,Threshold25,0.79,18.18181818,81.81818182
3126,502011,SP_Tim,CSCI,Threshold25,0.92,18.18181818,81.81818182
3128,502011,SP_Tim,CSCI,Threshold50,0.79,18.18181818,81.81818182
3129,502011,SP_Tim,CSCI,Threshold50,0.92,18.18181818,81.81818182
3130,502011,SP_Tim,CSCI,Threshold75,0.63,18.18181818,81.81818182
3131,502011,SP_Tim,CSCI,Threshold75,0.79,18.18181818,81.81818182
2311,402041,SP_Dur,ASCI,Threshold75,0.75,17.64705882,82.35294118
2312,402041,SP_Dur,ASCI,Threshold75,0.86,17.64705882,82.35294118
2313,402041,SP_Dur,ASCI,Threshold75,0.94,17.64705882,82.35294118
2652,403030,DS_Dur_WS,ASCI,Threshold50,0.94,17.39130435,82.60869565
208,101020,SP_Tim,CSCI,Threshold25,0.63,16.66666667,83.33333333
274,201020,DS_Dur_WS,ASCI,Threshold50,0.75,16.66666667,83.33333333
275,201020,DS_Dur_WS,ASCI,Threshold50,0.86,16.66666667,83.33333333
281,201020,DS_Dur_WS,CSCI,Threshold25,0.79,16.66666667,83.33333333
371,201030,SP_Tim,CSCI,Threshold25,0.79,16.66666667,83.33333333
372,201030,SP_Tim,CSCI,Threshold25,0.92,16.66666667,83.33333333
373,201030,SP_Tim,CSCI,Threshold50,0.63,16.66666667,83.33333333
374,201030,SP_Tim,CSCI,Threshold50,0.79,16.66666667,83.33333333
375,201030,SP_Tim,CSCI,Threshold50,0.92,16.66666667,83.33333333
376,201030,SP_Tim,CSCI,Threshold75,0.63,16.66666667,83.33333333
377,201030,SP_Tim,CSCI,Threshold75,0.79,16.66666667,83.33333333
378,201030,SP_Tim,CSCI,Threshold75,0.92,16.66666667,83.33333333
435,201040,DS_Dur_WS,ASCI,Threshold25,0.94,16.66666667,83.33333333
446,201040,DS_Dur_WS,CSCI,Threshold50,0.79,16.66666667,83.33333333
448,201040,DS_Dur_WS,CSCI,Threshold75,0.63,16.66666667,83.33333333
489,201041,DS_Dur_WS,ASCI,Threshold25,0.94,16.66666667,83.33333333
598,201060,DS_Dur_WS,ASCI,Threshold50,0.75,16.66666667,83.33333333
599,201060,DS_Dur_WS,ASCI,Threshold50,0.86,16.66666667,83.33333333
910,201090,SP_Tim,CSCI,Threshold25,0.63,16.66666667,83.33333333
975,201100,DS_Dur_WS,ASCI,Threshold25,0.94,16.66666667,83.33333333
976,201100,DS_Dur_WS,ASCI,Threshold50,0.75,16.66666667,83.33333333
977,201100,DS_Dur_WS,ASCI,Threshold50,0.86,16.66666667,83.33333333
983,201100,DS_Dur_WS,CSCI,Threshold25,0.79,16.66666667,83.33333333
1072,203010,SP_Tim,CSCI,Threshold25,0.63,16.66666667,83.33333333
1291,301010,SP_Tim,CSCI,Threshold50,0.63,16.66666667,83.33333333
1677,401110,DS_Dur_WS,ASCI,Threshold25,0.94,16.66666667,83.33333333
1688,401110,DS_Dur_WS,CSCI,Threshold50,0.79,16.66666667,83.33333333
2760,405010,DS_Dur_WS,ASCI,Threshold50,0.94,16.66666667,83.33333333
2768,405010,DS_Dur_WS,CSCI,Threshold50,0.79,16.66666667,83.33333333
2846,405020,SP_Dur,ASCI,Threshold25,0.86,16.66666667,83.33333333
2899,501010,SP_Dur,ASCI,Threshold25,0.75,16.66666667,83.33333333
2911,501010,SP_Tim,CSCI,Threshold50,0.63,16.66666667,83.33333333
138,101012,Q99,CSCI,Threshold25,0.92,16,84
239,201010,Q99,ASCI,Threshold50,0.86,16,84
262,201010,SP_Tim,CSCI,Threshold25,0.63,16,84
293,201020,Q99,ASCI,Threshold50,0.86,16,84
299,201020,Q99,CSCI,Threshold25,0.79,16,84
316,201020,SP_Tim,CSCI,Threshold25,0.63,16,84
464,201040,Q99,CSCI,Threshold50,0.79,16,84
478,201040,SP_Tim,CSCI,Threshold25,0.63,16,84
518,201041,Q99,CSCI,Threshold50,0.79,16,84
737,201062,Q99,CSCI,Threshold75,0.79,16,84
779,201070,Q99,ASCI,Threshold50,0.86,16,84
833,201080,Q99,ASCI,Threshold50,0.86,16,84
839,201080,Q99,CSCI,Threshold25,0.79,16,84
1004,201100,Q99,CSCI,Threshold50,0.79,16,84
1018,201100,SP_Tim,CSCI,Threshold25,0.63,16,84
1158,205010,Q99,ASCI,Threshold50,0.94,16,84
1596,401100,Q99,CSCI,Threshold25,0.92,16,84
1603,401100,SP_Dur,ASCI,Threshold25,0.75,16,84
1768,401120,SP_Dur,ASCI,Threshold50,0.75,16,84
1866,402010,Q99,CSCI,Threshold25,0.92,16,84
2295,402041,Q99,ASCI,Threshold75,0.94,16,84
2397,402051,Q99,ASCI,Threshold25,0.94,16,84
2454,402060,Q99,ASCI,Threshold50,0.94,16,84
2629,403020,SP_Dur,ASCI,Threshold25,0.75,16,84
2639,403020,SP_Tim,CSCI,Threshold25,0.79,16,84
2640,403020,SP_Tim,CSCI,Threshold25,0.92,16,84
2641,403020,SP_Tim,CSCI,Threshold50,0.63,16,84
2642,403020,SP_Tim,CSCI,Threshold50,0.79,16,84
2644,403020,SP_Tim,CSCI,Threshold75,0.63,16,84
2667,403030,Q99,ASCI,Threshold25,0.94,16,84
2687,403030,SP_Dur,ASCI,Threshold50,0.86,16,84
2775,405010,Q99,ASCI,Threshold25,0.94,16,84
2949,501011,Q99,CSCI,Threshold50,0.92,16,84
2994,501020,Q99,ASCI,Threshold50,0.94,16,84
3099,502011,Q99,ASCI,Threshold25,0.94,16,84
3162,502020,Q99,CSCI,Threshold25,0.92,16,84
1892,402020,DS_Dur_WS,ASCI,Threshold25,0.86,15.78947368,84.21052632
1523,401080,DS_Dur_WS,CSCI,Threshold25,0.79,15.38461538,84.61538462
1525,401080,DS_Dur_WS,CSCI,Threshold50,0.63,15.38461538,84.61538462
2368,402050,SP_Tim,CSCI,Threshold25,0.63,15.38461538,84.61538462
1785,401121,DS_Dur_WS,ASCI,Threshold25,0.94,15,85
1789,401121,DS_Dur_WS,ASCI,Threshold75,0.75,15,85
1790,401121,DS_Dur_WS,ASCI,Threshold75,0.86,15,85
1796,401121,DS_Dur_WS,CSCI,Threshold50,0.79,15,85
1333,301011,SP_Dur,ASCI,Threshold25,0.75,14.28571429,85.71428571
1334,301011,SP_Dur,ASCI,Threshold25,0.86,14.28571429,85.71428571
1343,301011,SP_Tim,CSCI,Threshold25,0.79,14.28571429,85.71428571
1344,301011,SP_Tim,CSCI,Threshold25,0.92,14.28571429,85.71428571
1345,301011,SP_Tim,CSCI,Threshold50,0.63,14.28571429,85.71428571
1346,301011,SP_Tim,CSCI,Threshold50,0.79,14.28571429,85.71428571
1347,301011,SP_Tim,CSCI,Threshold50,0.92,14.28571429,85.71428571
1348,301011,SP_Tim,CSCI,Threshold75,0.63,14.28571429,85.71428571
1349,301011,SP_Tim,CSCI,Threshold75,0.79,14.28571429,85.71428571
1350,301011,SP_Tim,CSCI,Threshold75,0.92,14.28571429,85.71428571
2272,402041,DS_Dur_WS,ASCI,Threshold50,0.75,14.28571429,85.71428571
2327,402050,DS_Dur_WS,ASCI,Threshold50,0.86,14.28571429,85.71428571
2334,402050,DS_Dur_WS,CSCI,Threshold25,0.92,14.28571429,85.71428571
2443,402060,DS_Dur_WS,CSCI,Threshold50,0.63,14.28571429,85.71428571
2604,403020,DS_Dur_WS,CSCI,Threshold25,0.92,14.28571429,85.71428571
2606,403020,DS_Dur_WS,CSCI,Threshold50,0.79,14.28571429,85.71428571
1725,401110,SP_Tim,CSCI,Threshold50,0.92,13.63636364,86.36363636
1727,401110,SP_Tim,CSCI,Threshold75,0.79,13.63636364,86.36363636
1728,401110,SP_Tim,CSCI,Threshold75,0.92,13.63636364,86.36363636
1732,401120,DS_Dur_WS,ASCI,Threshold50,0.75,13.63636364,86.36363636
2218,402040,DS_Dur_WS,ASCI,Threshold50,0.75,13.63636364,86.36363636
