"","stationcode","sampleid","sampledate","oovere","mmi","csci","latitude","longitude","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Q99","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"105","410CE0284","410CE0284_05042006_BMI_RWB_1.0","5/4/2006",0.58436246,0.29342549,0.43889397,34.14944,-119.19111,-95,-0.306958317,-0.454843762,29.5,NA,NA,NA,52.22989168,-3,47.35266667,-0.002193041,19,62,-0.31061253,-0.373937517,-84
"106","412CE0104","412CE0104_07192005_BMI_RWB_1.0","7/19/2005",0.75379903,0.47239027,0.61309465,34.06911,-118.22324,-4.5,-17.63474,-25.973977,11.5,NA,NA,NA,1206.379647,10,983.108125,-4.28e-07,-3,15,-12.73710633,-27.70195833,-94
"107","412CE0616","412CE0616_07162015_BMI_RWB_MCM_1","7/16/2015",0.76142899,0.55592946,0.65867922,34.15397,-118.42994,-20,-7.843979165,-12.34205058,-194,NA,NA,NA,771.8364666,-54,525.21625,-5.06e-07,0,41,-5.208848999,-12.3069975,-7
"108","412CE0732","412CE0732_09022015_BMI_RWB_MCM_1","9/2/2015",0.73130262,0.44803296,0.58966779,34.15513,-118.31261,-207,-7.74019625,-13.03150658,-185,NA,NA,NA,834.8050782,-20,975.6306663,1.1e-07,-1,12,-5.966533332,-7.835505,-88
"109","412WE0552","412WE0552_08022018_BMI_RWB_1","8/2/18",0.93327878,0.57819127,0.75573503,34.23908,-118.18059,-34,0.01,0,-2,NA,NA,NA,0.068416672,-43,0.7125,0.008368774,0,-10,0.12,0,0
"110","412WE0563","412WE0563_06212001_BMI_CSBP_Trans_1.0","6/21/2001",1.25215141,1.05945887,1.15580514,34.34716,-118.04869,-1,0,-6.66e-08,-8,NA,NA,NA,0,-10,0,0,0,-2,0,0,0
"111","481S05856","481S05856_06132013_BMI_RWB_1","6/13/13",1.33319724,1.1046872,1.21894222,34.19152,-117.67601,NA,0,0,0,NA,NA,NA,-0.000402117,NA,-0.047000003,1.59e-05,NA,NA,-0.01075,-0.007437833,NA
"112","722ABSPPC","722ABSPPC_04132015_BMI_RWB_1","4/13/15",1.13904804,0.71047081,0.92475942,33.27851,-116.42925,NA,0.001354166,0.00029166,0,NA,NA,NA,0.001351667,0,-0.000541667,4.11e-06,0,0,0,0,0
"113","722PS0535","722PS0535_04082015_BMI_RWB_1","4/8/15",1.16765702,0.61824308,0.89295005,33.36921,-116.42223,0,0.000854167,0.00153125,0,NA,NA,NA,0,NA,0,0,NA,NA,-0.000500166,0,0
"114","722PS0611","722PS0611_06082010_BMI_RWB_1","6/8/10",0.58976735,0.67270937,0.63123836,33.11256,-116.4447,NA,0.014458175,7.08e-05,0,NA,NA,NA,-0.003053355,0,-0.031,2.57e-07,0,3,0.003,0.006375,-3
"115","801CE0152","801CE0152_07202005_BMI_RWB_1.0","7/20/2005",1.19101592,0.90088726,1.04595159,34.18783,-117.1803,-4,-0.005520825,-0.003268755,-2,NA,NA,NA,0.02854375,-3,0.051979167,-1.39e-05,-1,-1,-0.00585,0.018125,0
"116","801LYC271","801LYC271_06102014_BMI_RWB_1","6/10/14",1.09673446,0.80212795,0.94943121,34.22931,-117.47362,0.5,0.005749999,-9.38e-05,0,NA,NA,NA,-0.001541657,0,-0.05891917,4.64e-07,0,2,0.00075,0.005437517,-2
"117","801MIC042","801MIC042_06092014_BMI_RWB_1","6/9/14",0.39845887,0.41813884,0.40829885,33.94623,-117.61423,150.5,-0.654010583,-0.450560617,-97,NA,NA,NA,141.8466912,-120,86.99510417,-8.17e-05,-27,-5.5,-0.6994436,-0.841719,27
"118","801RB8501","801RB8501_06182013_BMI_RWB_1.0","6/18/2013",1.15655341,0.73243156,0.94449249,34.09189,-116.94243,2,0.001666667,0.0195625,0,NA,NA,NA,0.006523958,-50,0,8.6e-07,0,-2,0,0,1
"119","801S08727","801S08727_06052013_BMI_RWB_1","6/5/13",1.04471789,0.93890552,0.9918117,34.2171,-117.46178,1,0.1,0.1,12,NA,NA,NA,0,12,0,-0.02,0,-1,0,0,1
"120","801WE0550","801WE0550_06272000_BMI_CSBP_Trans_1.0","6/27/2000",1.18077658,1.17389704,1.17733681,34.16471,-116.97444,0,-0.03893833,-0.04796,0,-16,1.343068342,0,0.347128676,0,-0.04008,5.26e-07,0,0,-0.048000167,-0.04766667,0
"121","801WE0669","801WE0669_06262001_BMI_CSBP_Trans_1.0","6/26/2001",1.20607311,1.26437108,1.23522209,34.23169,-116.99915,-27,0,0.0418875,-57,NA,NA,NA,34.53513499,-61,29.9225,-0.015229684,0,16,-0.23,-9.5090417,-88
"122","801WE0674","801WE0674_05142013_BMI_RWB_1","5/14/13",1.21294887,1.16850057,1.19072472,34.17617,-116.9839,-4,0,-0.000570866,-7,NA,NA,NA,0,-4,0,-1.23e-05,0,-2,0,0,-1
"123","801WE0989","801WE0989_06182002_BMI_RWB_1.0","6/18/2002",0.84725623,0.62846723,0.73786173,33.91889,-117.60776,1.5,-0.035,-2.1,-29,NA,NA,NA,1232.210264,-40,700.3489583,0.085268224,0,17.5,-0.5,-2.1,-19.5
"124","801WE1008","801WE1008_06292016_BMI_RWB_1","6/29/16",0.89480661,0.7446729,0.81973976,34.18128,-116.91197,2,0.1,0.1,12,NA,NA,NA,0,12,0,-0.02,0,-2,0,0,2
"125","801WE1013","801WE1013_05152002_BMI_RWB_1.0","5/15/2002",1.13294902,0.9501494,1.04154921,34.10098,-117.01071,-1,-0.01,-0.010716533,-1,NA,NA,NA,0.010421167,-1,-0.020125,6.15e-06,0,-5,-0.003866667,-0.004374667,0
"126","801WE1020","801WE1020_06142005_BMI_CSBP_Comp_1.0","6/14/2005",0.62480521,1.03102943,0.82791732,34.25257,-117.53174,0,0,0,0,NA,NA,NA,0,0,-4.33e-05,-1.14e-08,0,0,0,0,0
"127","801WE1032","801WE1032_06042002_BMI_RWB_1.0","6/4/2002",0.65599068,0.62548919,0.64073994,33.96165,-117.50039,NA,0.002316667,3.863271167,69,NA,NA,NA,531.373172,69,2484.033541,0.106293693,-1,7,0.369025,195.5097,-7
"128","801WE1043","801WE1043_05012007_BMI_TRC_1.0","5/1/2007",0.88164681,1.15220422,1.01692551,34.17289,-117.18064,-5,-0.013854167,-0.0132833,-1,NA,NA,NA,-0.001,0,-0.011,0.000476911,-1,-5,-0.011479233,-0.009479167,-5
"129","801WE1127","801WE1127_06132002_BMI_RWB_1.0","6/13/2002",1.12050252,1.24086963,1.18068608,34.18401,-117.25876,-4,-0.00998925,-0.017370933,-8,0,0.460383734,-1,0.026267,-2,0.263270837,2.88e-05,-0.5,-3,-0.000975,-0.001,-6
"130","801WE1132","801WE1132_04202015_BMI_RWB_1","4/20/15",1.11545892,1.14749908,1.131479,34.13332,-116.84289,-2,0,0,-47,NA,NA,NA,0.001065,-47,0.001625,-0.000227264,0,0,0,0,0
"131","802SJR116","802SJR116_06122014_BMI_RWB_1","6/12/14",0.87349684,0.39144727,0.63247206,33.66396,-117.2787,124,-0.028208334,-0.03509587,-19.5,NA,NA,NA,68.2881251,-38,219.6307092,9.75e-08,0,2,-0.218583332,-0.281708335,-23
"132","802WE0539","802WE0539_07192000_BMI_RWB_1.0","7/19/2000",0.89948414,0.89855991,0.89902203,33.77174,-116.7696,-1,-0.000375166,-0.001512433,0,0,0.110410467,0,-0.00291,0,-0.003,2.14e-06,0,-2,-0.001741667,-0.002417,-1
"133","802WE0658","802WE0658_04212015_BMI_RWB_1","4/21/15",1.01523621,0.89775454,0.95649537,33.79824,-116.74831,-1,-0.000666666,-0.0016,-1,2,0.50330726,0,0.00984742,-1,-0.005666333,-8.32e-07,0,-2,-0.0019918,-0.006666667,-1
"134","802WE0794","802WE0794_05102001_BMI_RWB_1.0","5/10/2001",0.93697443,0.82507825,0.88102634,33.72962,-116.6735,0,1.67e-07,0,0,NA,NA,NA,0,0,0,0,0,-1,-3.33e-07,-3.33e-07,0
"135","901ATCDOS","901ATCDOS_04292014_BMI_RWB_1.0","4/29/2014",0.85606514,0.42102116,0.63854315,33.49825,-117.66601,-75,0.007,0.0886,-17,NA,NA,NA,101.2996384,-60,-1.27245667,6.33e-05,75,93,-9e-04,9e-04,-7
"136","901DCCSMC","901DCCSMC_05162011_BMI_RWB_1","5/16/11",1.17584545,1.08280734,1.1293264,33.47303,-117.4659,NA,0.05050025,0.025783333,-30,NA,NA,NA,-0.004891666,0,-0.004958667,-3.35e-07,-1,-1,0.068683333,0.039770867,0
"137","901S00313","901S00313_04302009_BMI_RWB_1","4/30/09",0.78222348,0.5596484,0.67093594,33.60642,-117.44623,-9,0,0.01,-2,0,0.22561923,0,0,26,0,-0.029761905,-29,-25,-0.832,1.5,-4
"138","901S00997","901S00997_05142009_BMI_RWB_1","5/14/09",0.56525695,0.3720908,0.46867387,33.44002,-117.61937,-39,0.0015,0,5,NA,NA,NA,17.15970004,-59,2.78475,3.82e-05,73,112.5,0,-0.784292,-25.5
"139","901S01705","901S01705_05092017_BMI_RWB_1","5/9/17",1.07855517,0.89395534,0.98625526,33.60369,-117.51,0,-2.08e-05,-3.33e-05,0,NA,NA,NA,-4.17e-05,0,-5e-04,1.06e-06,0,0,-2.08e-05,0,0
"140","901S01811","901S01811_05072009_BMI_RWB_1","5/7/09",0.89413886,0.43343419,0.66378652,33.56418,-117.71792,-64,0.019458333,0.0159,-38,NA,NA,NA,77.01663333,-32,31.50525,4.43e-06,34,70,-1.193574667,-1.490645833,-25
"141","901S01849","901S01849_05102017_BMI_RWB_1","5/10/17",1.19172239,1.03686062,1.11429151,33.55523,-117.39779,-2,0,0.1,-2,NA,NA,NA,0,27,0,-0.029761905,-29,-25,-0.832,1.5,-4
"142","901S04409","901S04409_05192011_BMI_RWB_1","5/19/11",1.02084484,0.8790989,0.94997187,33.60347,-117.45314,-9,0,0.01,-2,0,0.201759182,-0.5,0,27,0,-0.029761905,-29,-25,-0.832,1.5,-4
"143","901S06851","901S06851_05192011_BMI_RWB_1","5/19/11",0.90864304,0.47509683,0.69186994,33.55052,-117.67542,-78.5,0.010208334,0.012108333,20,NA,NA,NA,56.77216521,-34,20.27249833,1.54e-05,44,108,0,-0.735458167,-53
"144","901S06969","901S06969_05312012_BMI_RWB_1","5/31/12",0.85281563,0.76090336,0.8068595,33.55334,-117.39579,-2,0,0.1,-2,NA,NA,NA,0,27,0,-0.029761905,-29,-25,-0.832,1.5,-4
"145","902S01097","902S01097_05112009_BMI_RWB_1","5/11/09",1.29787326,0.80264027,1.05025676,33.48724,-117.25537,0,-0.002062517,-0.003349967,-6,NA,NA,NA,0.84526249,-72,2.854562332,3.12e-07,0,0,-0.251333334,-0.022604167,-14
"146","903M20235","903M20235_06122018_BMI_RWB_1","6/12/18",0.78813251,0.65973673,0.72393462,33.24759,-116.78551,NA,-0.045766307,0.022950543,0,NA,NA,NA,-0.028175563,-1,-0.063519165,-2.06e-05,0,0.5,-0.203955065,-0.10207955,-1
"147","903WE0798","903WE0798_05042016_BMI_RWB_1","5/4/16",1.01056442,0.77545445,0.89300943,33.33669,-116.82848,0,-0.000375,-0.000670829,0,NA,NA,NA,-0.001276333,0,-0.001062333,3.73e-06,0,0,0.006166683,-0.001208167,0
"148","903WE0900","903WE0900_05042016_BMI_RWB_1","5/4/16",1.23393264,0.82614786,1.03004025,33.33052,-116.81511,0,-0.001375,-0.001520834,0,NA,NA,NA,0.011669069,0,0.01439583,4.67e-06,0,0,0.003116667,-0.004375333,0
"149","905CE0512","905CE0512_04202004_BMI_RWB_1.0","4/20/2004",1.22510636,0.94344596,1.08427616,33.11137,-116.74386,-2,0,0.1,-2,NA,NA,NA,0,27,0,-0.029761905,-29,-25,-0.832,1.5,-4
"150","905M21756","905M21756_05042017_BMI_RWB_1","5/4/17",0.96651634,0.44670785,0.70661209,33.05619,-117.04124,NA,0.003489905,0.038126672,-12,NA,NA,NA,20.88839688,-25,-1.1807543,4.63e-09,0,3.5,0.011743879,0.061360856,-3.5
"151","905S02561","905S02561_05252011_BMI_RWB_1","5/25/11",1.00161487,1.19546283,1.09853885,33.12974,-116.63591,-10,0.003062467,0.01,-2,0,0.219910332,0,0,-2,0,-0.029761905,0,4,0.198166933,1.499,-4
"152","905WE0679","905WE0679_05042017_BMI_RWB_1","5/4/17",0.92801724,1.24502608,1.08652166,33.13163,-116.6544,-9,0,0.01,-2,-1,0.222579247,-3,0,-2,0,-0.029761905,0,0,0.2,1.5,-4
"153","905WE1018","905WE1018_06092015_BMI_RWB_1","6/9/15",0.96784781,0.44184056,0.70484419,33.12423,-116.68157,-9,0,0.01,-2,0,0.197410128,-0.5,0,-2,0,-0.029761905,0,4,0.2,1.5,-4
"154","907M23330","907M23330_06092016_BMI_RWB_1","6/9/16",1.08504827,0.84298849,0.96401838,33.00358,-116.70228,NA,6.86e-19,7.83e-19,NA,NA,NA,NA,-1.75e-19,NA,NA,1.24e-05,NA,NA,9.47e-17,1.05e-18,NA
"155","907M23331","907M23331_06082016_BMI_RWB_1","6/8/16",0.86023158,0.68067171,0.77045165,32.84058,-116.90771,NA,-0.038952536,-0.067383758,-23,NA,NA,NA,26.47998202,NA,9.716527093,-1.56e-05,NA,NA,-0.127580646,-0.086517934,-83
"156","907M23362","907M23362_05092017_BMI_RWB_1","5/9/17",0.92094118,0.98319826,0.95206972,32.9918,-116.71432,NA,3.28e-15,2.3e-15,NA,NA,NA,NA,-1.81e-17,NA,NA,-5.68e-05,NA,NA,5.27e-19,7.75e-19,NA
"157","907M23367","907M23367_05292018_BMI_RWB_1","5/29/18",1.00799082,0.82843648,0.91821365,32.96335,-116.66364,NA,-0.126868129,-0.156358007,-158,NA,NA,NA,-0.071920876,0,-0.158348355,-6.27e-07,-1,-109,-0.877825079,-1.29227408,-116
"158","907S00577","907S00577_05122009_BMI_RWB_1","5/12/09",1.26180663,0.8564385,1.05912257,33.0767,-116.67455,-36,0,0.01,-1,NA,NA,NA,0,-1,0,-0.000620495,-1,5,-2e-10,0,-28
"159","907S01418","907S01418_05122009_BMI_RWB_1","5/12/09",1.28016597,1.16963302,1.2248995,32.99254,-116.71771,0,-0.002146,-0.0014997,0,NA,NA,NA,-0.000937511,0,-0.002291667,-2.73e-07,0,1,-0.000289417,-5.21e-05,-4
"160","907S01434","907S01434_05132009_BMI_RWB_1","5/13/09",1.0880936,0.8580051,0.97304935,32.90475,-116.62501,-2,0,0.1,-2,NA,NA,NA,0,-2,0,-0.029761905,0,4,0.2,1.5,-4
"161","907S01610","907S01610_05042015_BMI_RWB_1","5/4/15",1.08364884,0.77737617,0.9305125,32.96675,-116.65275,-1,-0.008781083,-0.010499883,0,NA,NA,NA,-0.002333233,0,-0.007999667,3.5e-06,0,0,-0.0061998,-0.0173545,-1
"162","907S03786","907S03786_05302012_BMI_RWB_1","5/30/12",1.20517323,1.20699832,1.20608577,32.89421,-116.65844,-2,0,0.01,-2,NA,NA,NA,0,-2,0,-0.029761905,0,4,0.2,1.5,-4
"163","907SDSDR9","907SDSDR9_05292010_BMI_RWB_1.0","5/29/2010",0.7092539,0.56165641,0.63545515,32.83894,-117.04535,-49.5,0,0.5791,-47,NA,NA,NA,175.6653041,-24,76.53179167,-0.222013811,35,-6,-2.069875,-0.6301875,-30
"164","909M24925","909M24925_05102016_BMI_RWB_1","5/10/16",1.07587691,0.59669067,0.83628379,32.83848,-116.63814,NA,1.79e-07,2.6e-06,-1,NA,NA,NA,0.773472787,-1,-0.2143917,-1.82e-05,0,2.5,1.86e-06,6.82e-12,-2.5
"165","909M24937","909M24937_06222016_BMI_RWB_1","6/22/16",0.92231154,0.83076448,0.87653801,32.81935,-116.70775,NA,6.75e-23,2.08e-22,0,NA,NA,NA,0.569012458,-18,0.458002095,0.00010749,-0.5,22,1.9e-06,-0.970403575,-22.5
"166","909SSWR03","909SSWR03_04202009_BMI_RWB_1.0","4/20/2009",0.77761683,1.01311883,0.89536783,32.83521,-116.62203,-2,-0.093062317,-0.029479173,0,NA,NA,NA,-0.007458213,0,-0.018793499,-5.1e-06,0,1,0.040487633,-0.0816045,-1
"167","909WE0662","909WE0662_06102019_BMI_RWB_1","6/10/19",0.9872586,0.63381972,0.81053916,32.89957,-116.58789,NA,-0.039124993,-0.011089592,0,NA,NA,NA,-0.0010983,0,-0.02737167,7.43e-07,0,0.5,-0.00115833,-0.040875,-0.5
"168","909WE0780","909WE0780_05152001_BMI_RWB_1.0","5/15/2001",1.1745618,0.84851741,1.0115396,32.92981,-116.55901,NA,0,0,-1,NA,NA,NA,-0.000153541,-1,0.2296666,1.02e-06,0,2,0,-0.005208333,-2
"169","909WE1014","909WE1014_04232002_BMI_RWB_1.0","4/23/2002",0.92486456,0.60590813,0.76538635,32.83213,-116.7265,-22,0,-0.23,2,NA,NA,NA,3.48035,-52,0.2,-0.013048279,-1,-1,-2.07,0,-54
"170","911M24934","911M24934_04042017_BMI_RWB_1","4/4/17",0.68475636,0.94089244,0.8128244,32.76761,-116.65057,NA,7.05e-15,2.81e-14,NA,NA,NA,NA,-3.2e-20,NA,NA,1.4e-05,NA,NA,2.5e-13,7.18e-13,NA
"171","911M24949","911M24949_04112018_BMI_RWB_1","4/11/18",0.92510753,0.94477543,0.93494148,32.80946,-116.43979,NA,3e-07,2e-07,NA,NA,NA,NA,0,NA,NA,-1.54e-05,NA,NA,-3.87e-09,2e-09,NA
"172","911S00538","911S00538_05052009_BMI_RWB_1","5/5/09",1.18079619,0.92886087,1.05482853,32.78123,-116.63207,0,-0.118146665,-0.097049582,-5,NA,NA,NA,0.7096712,-0.5,0.64921167,2.94e-05,-0.5,0.5,-0.090641666,0.21498,-1.5
"173","911S01142","911S01142_04192016_BMI_RWB_1","4/19/16",1.043975,0.75510049,0.89953775,32.73547,-116.65268,-0.5,0,0.000266667,-41,NA,NA,NA,0.054658333,-38,0.474373331,-3.51e-07,-3,-0.5,0,-0.003833333,-2
"174","911S01818","911S01818_05062009_BMI_RWB_1","5/6/09",1.1338377,0.97161437,1.05272603,32.86215,-116.52037,-22,-0.02,-0.62,-15,NA,NA,NA,0,-24,0,-0.035714286,0,3,-0.62,0,-26
"175","911S02058","911S02058_05052009_BMI_RWB_1","5/5/09",1.18913156,0.90379534,1.04646345,32.76142,-116.64257,-11,-0.071049165,-0.033064701,-2,NA,NA,NA,0.96116393,-2,0.26879333,6.44e-05,-1,1,-0.994509334,-0.67391,-13
"176","911S04086","911S04086_05062009_BMI_RWB_1","5/6/09",0.98181077,0.74680691,0.86430884,32.67454,-116.57777,-19,0,-0.006378099,-1,NA,NA,NA,-0.0003875,0,-0.006333,-1.29e-05,-1,0.5,0.000477083,0.000270833,-6
"177","LALT501","LALT501_06262019_BMI_RWB_1","6/26/2019",0.77385059,0.53656385,0.65520722,34.08009,-118.22419,-25.5,3.0816875,13.01441833,-25,-1,976.7279344,-27,1415.849292,-57,99.0440837,1.68e-06,39,67,-0.040499997,-1.6453,-19
"178","SGLT506","SGLT506_07022018_BMI_RWB_1","7/2/18",0.51148097,0.51768928,0.51458513,34.06173,-117.99129,-9.5,-3.292041667,-4.498613334,-143,-0.5,180.3222502,-43.5,368.7030207,-3,388.7689162,-7.03e-07,0,47,-4.497995502,-11.20563542,-18
"179","SGUR010","SGUR010_06272011_BMI_RWB_1","6/27/2011",1.13611047,0.70912509,0.92261778,34.19498,-117.86114,0,0.006052233,-0.020546334,0,NA,NA,NA,-0.000276677,0,0.430125,-1.91e-06,0,0,0.040779017,0.000833334,0
"180","SGUR103","SGUR103_05152014_BMI_RWB_1","5/15/14",1.34085153,0.83116748,1.0860095,34.23218,-118.05822,-1,0,6.67e-05,0,NA,NA,NA,0.02213653,0,-0.02941333,-2.68e-06,0,-6,0,0,-1
"181","SGUT501","SGUT501_07052016_BMI_RWB_1","7/5/2016",1.30533955,1.06020115,1.18277035,34.2408,-117.8833,-6,0,0,0,NA,NA,NA,-1.48e-05,-1,0,0,0,-0.5,0,0,0.5
"182","SGUT502","SGUT502_06092016_BMI_RWB_1","6/9/2016",0.40068376,0.62063557,0.51065966,34.2283,-117.76593,0,-0.006666667,-0.007491333,0,NA,NA,NA,-0.003062227,0,-0.001083667,1.99e-06,0,0,0.03649145,0.023281333,0
"183","SGUT503","SGUT503_07112016_BMI_RWB_1","7/11/16",1.11199092,0.99119782,1.05159437,34.29216,-117.83856,NA,0.001583333,0,0,NA,NA,NA,-0.000720006,0,-0.009666667,4.45e-07,0,-2,-0.001464587,0,2
"184","SGUT504","SGUT504_07072016_BMI_RWB_1","7/7/2016",1.06803172,0.70013163,0.88408168,34.2377,-117.8203,-12,0.0968125,-0.003,1,2.5,0.298535582,-2.5,0.281543333,-12,0.251416667,-2.01e-05,-2,-5,-0.002083333,0.498,-2
"185","SGUT505","SGUT505_06262014_BMI_RWB_1","6/26/2014",0.91445196,0.64062416,0.77753806,34.16939,-117.88932,0,0.06700333,0.009108666,0,NA,NA,NA,-0.025826501,0,-0.04224833,1.18e-08,0,0,-0.061106167,0.025458342,0
"186","SMC00080","SMC00080_06062012_BMI_RWB_MCM_1","6/6/2012",0.86902175,0.76200332,0.81551254,34.32909,-118.08188,-1,0,0,-3,NA,NA,NA,0,-13,0,-1.23e-07,0,-2,0,0,0
"187","SMC00105","SMC00105_04122017_BMI_RWB_1","4/12/17",0.93219507,0.66263644,0.79741575,33.74651,-117.58423,NA,5e-04,0.0011375,-9,NA,NA,NA,0.007759167,-9,0.0369167,9.66e-05,0,-6,0,0.00046875,6
"188","SMC00198","SMC00198_07092014_BMI_RWB_1","7/9/14",0.97324705,0.65625936,0.81475321,32.93709,-117.13851,-12,0,0,-15,NA,NA,NA,35.07957499,0.5,77.2693967,-7.38e-07,21,74,-0.021583333,-0.038958333,-29
"189","SMC00271","SMC00271_06252018_BMI_RWB_1","6/25/18",1.06833621,0.88872797,0.97853209,34.5485,-119.16547,0,-0.000124834,-0.0002083,0,NA,NA,NA,-0.000250213,0,-0.000208,2.03e-06,0,0,-8.33e-05,-0.000125,0
"190","SMC00282","SMC00282_06092009_BMI_RWB_1","6/9/09",1.15106251,0.81032509,0.9806938,32.8718,-116.61357,-0.5,-0.065479167,-0.0204021,0,NA,NA,NA,-0.003098213,-1,-0.0115,2.58e-06,0,0.5,0.0220833,-0.03564585,-0.5
"191","SMC00288","SMC00288_06042014_BMI_RWB_1","6/4/14",0.68350335,0.52783324,0.6056683,34.13118,-117.76,-33.5,0,-0.01390625,0,NA,NA,NA,1.288499886,-52,0.137770817,7.87e-05,43,44,0,0.000595834,-11.5
"192","SMC00318","SMC00318_06152010_BMI_RWB_1","6/15/10",0.50659424,0.25220035,0.3793973,33.81287,-118.20558,-18,-6.544010834,-14.09206817,-32.5,NA,NA,NA,1634.326084,-12,1547.365875,1.25e-07,0,44,-3.44274166,-5.53335333,-11
"193","SMC00382","SMC00382_06212018_BMI_RWB_1","6/21/18",0.39645478,0.30883195,0.35264336,34.04437,-117.99413,-7.5,0.000291667,0.00325,-34,NA,NA,NA,4.5482467,-67,2.909708333,0.000109929,38,-10,0,-0.033875,-20
"194","SMC00428","SMC00428_06012016_BMI_RWB_1","6/1/16",1.03589939,0.80367303,0.91978621,34.2481,-118.04976,-3,0.01,0,1,NA,NA,NA,0.158229166,-2,0.54375,-0.384947326,-14,3.5,0.56083667,0,0
"195","SMC00436","SMC00436_05312017_BMI_RWB_1","5/31/17",0.72958736,0.49112596,0.61035666,34.149,-118.27863,-20,-3.56729875,-0.120783233,-1.5,0,-13.51491879,-26,715.3801298,15,947.453708,-3.45e-08,0,18,-3.186641663,-2.89841833,-10
"196","SMC00464","SMC00464_06042014_BMI_RWB_1","6/4/14",1.11154985,0.76085623,0.93620304,34.24152,-117.86683,-1,0,0,-2,NA,NA,NA,-0.000131667,-0.5,-8.37e-05,-1.27e-06,0,-6,0,0,0
"197","SMC00476","SMC00476_06082009_BMI_RWB_1","6/8/09",1.26937981,1.01520689,1.14229335,34.24209,-118.13381,-18,0,0,0,NA,NA,NA,0,-11,0,1.07e-06,0,0,-0.0409793,0,-1
"198","SMC00479","SMC00479_07132011_BMI_RWB_1","7/13/11",0.60644694,0.39761767,0.50203231,34.2634,-119.24095,-5.5,0.00103125,0.001339583,-32.5,NA,NA,NA,4.92323238,-70,3.122166834,2.39e-05,40,56,0,-0.010979158,-24
"199","SMC00480","SMC00480_07022018_BMI_RWB_1","7/2/18",1.06256675,0.88517182,0.97386928,34.23434,-117.73155,0,-4.17e-05,-0.000291667,0,NA,NA,NA,-0.000108125,0,-0.000687167,-1.04e-05,0,0,0.018418867,0.008114492,0
"200","SMC00520","SMC00520_06142017_BMI_RWB_1","6/14/17",0.8845536,0.67421387,0.77938373,34.29626,-118.28252,-1,-0.03333,-0.031315,-1,NA,NA,NA,-0.05554347,0,-0.07841666,6.95e-07,0,0,-0.03951625,-0.07217625,-2
"201","SMC00544","SMC00544_06222011_BMI_RWB_1","6/22/11",1.18438084,0.98677618,1.08557851,34.14677,-117.74153,0,0.000104167,-7.71e-05,0,NA,NA,NA,-0.0003325,-1,-0.000416833,1.34e-07,0,0,0,0.00234375,-1
"202","SMC00608","SMC00608_06272018_BMI_RWB_1","6/27/18",0.50749558,0.39259579,0.45004569,34.12344,-117.90223,3,0.10121875,0.3691791,-88,0,36.18048614,-1,47.64072251,-22,20.8252917,1.13e-06,0,10,-0.664187167,-1.48777075,-5
"203","SMC00632","SMC00632_06132011_BMI_RWB_1","6/13/11",0.56409891,0.41666899,0.49038395,34.14874,-118.55604,-6,0.003875,0.0225625,-12.5,7.5,0.135556379,-20.5,2.815534013,-28,1.692708167,3.65e-06,14.5,43.5,0,-0.04242725,-10.5
"204","SMC00684","SMC00684_06272011_BMI_RWB_1","6/27/11",0.44435759,0.42906154,0.43670957,34.09698,-118.02373,-19,0,0,-22.5,-10,30.72840851,-45,49.05432277,-65.5,15.70664334,1.29e-05,43,63,-0.146925005,-0.564625,-24
"205","SMC00710","SMC00710_05192009_BMI_RWB_1","5/19/09",0.78953594,0.5304247,0.65998032,32.88934,-117.20028,-140,0,0.947225003,9.5,NA,NA,NA,78.70492001,-38.5,139.7054792,0.000198058,69.5,135.5,0,0.037372917,-51
"206","SMC00748","SMC00748_06212011_BMI_RWB_1","6/21/11",0.23429339,0.31867358,0.27648349,34.07548,-118.0788,-18,0.032333334,0.000753334,-15.5,-17,-36.2201209,-43.5,104.5622707,-49.5,30.60250083,3.56e-06,29,50.5,-0.642013698,-1.879655418,-20.5
"207","SMC00827","SMC00827_06152009_BMI_RWB_1","6/15/09",1.24870745,0.78695006,1.01782875,34.55734,-119.18833,0,-0.011217503,-0.021222916,0,NA,NA,NA,0.49146988,0,-0.00762667,9.78e-07,0,0,-0.00738067,-0.01279333,0
"208","SMC00873","SMC00873_04122017_BMI_RWB_1","4/12/17",0.73483131,0.38448802,0.55965967,33.59849,-117.62668,-197,0.013854165,0.026304166,-6,NA,NA,NA,22.67477483,-37,11.67716667,1.1e-05,35,76.5,-0.129412533,-0.7885625,-14
"209","SMC00899","SMC00899_07122011_BMI_RWB_1","7/12/11",0.3389655,0.29779591,0.3183807,33.71747,-117.7888,130,-0.118291667,-0.068,-96,NA,NA,NA,25.11083542,-91,20.72164584,9.39e-05,49.5,116,-0.090756257,-0.14965625,10
"210","SMC00911","SMC00911_06042009_BMI_RWB_1","6/4/09",1.2731145,0.72741732,1.00026591,34.50797,-119.29854,0,0.012478917,-0.001639767,0,0,0.508079221,0,-0.005579667,0,-0.0061665,-5.32e-06,0,0,0.008654183,0.013614592,0
