"","StationCode","SampleID","SampleDate","H_ASCI","D_ASCI","NA","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Q99","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"255","SMC05296","SMC05296_06/26/12_1",NA,1.064762842,0.947961606,NA,-8,0.17007275,0.057322932,0,0.5,-32.65861714,-30.5,2.580463388,0,-0.3873458,-4.62e-07,0,0,-0.20161664,-0.7736917,-1
"256","SMC05402","SMC05402_07/28/11_1",NA,0.880950858,0.823434712,NA,-80,-0.09552,-0.022504167,-4,NA,NA,NA,1.543233788,-3,1.28749833,0.000128965,-1,-6,-0.11750083,-0.15375167,-3
"257","SMC05567","SMC05567_06/12/13_1",0006-12-13,0.439105454,0.571450806,NA,-36,2.67072917,14.8386683,-35,NA,NA,NA,193.1699601,-4,230.58913,0.002707678,0,0.5,0.00070625,-0.072718833,-0.5
"258","SMC05702","SMC05702_06/07/10_1",0006-07-10,0.918026582,0.996655312,NA,156.5,0.00095,0.009662583,-186,NA,NA,NA,12.13305512,37.5,60.73770833,-2.77e-05,-1,26.5,-0.0115,-0.009479167,-6
"259","SMC05759","SMC05759_06/21/10_1",NA,0.628773991,0.585742424,NA,0,1.697343835,0.46151248,-7.5,NA,NA,NA,117.9429167,-10,123.6225333,1.38e-09,0,0,-0.54453717,-0.062499667,-15
"260","SMC05956","SMC05956_06/19/12_1",NA,0.552976635,0.492528767,NA,163,-0.191833333,-0.200275,-126.5,NA,NA,NA,165.2646819,-52,236.2117917,-2.87e-05,-135,-62.5,-0.3609252,-0.398083333,23
"261","SMC06079","SMC06079_06/26/13_2",NA,0.505288604,0.598927346,NA,0,-0.002645917,-0.008208267,0,NA,NA,NA,0.548470601,0,0.53529165,6.28e-06,0,0,0.003708335,-0.0025833,0
"262","SMC06216","SMC06216_06/03/14_1",0006-03-14,0.691342403,0.73240367,NA,-4,-0.098169165,-0.104006836,-1,NA,NA,NA,-0.064423332,-1,0.67400167,1.72e-06,-1,-2,-0.10946167,-0.1475,-5
"263","SMC06298","SMC06298_07/17/12_1",NA,0.814109655,0.842821097,NA,NA,0.006395834,0.005858333,-1,NA,NA,NA,-0.001014562,0,-0.006958,2.83e-06,-0.5,-0.5,0,0.009729167,0
"264","SMC06302","SMC06302_06/28/12_1",NA,0.245671618,0.413335294,NA,-7,0.024708332,0,-17.5,-11,28.43669561,-54,105.1976075,-60.5,100.2678959,3.23e-06,37.5,2,-15.44361667,-6.601208335,-24
"265","SMC06356","SMC06356_06/10/13_1",0006-10-13,0.354456996,0.456071551,NA,43,0,-6.4536935,-196,NA,NA,NA,43.87546667,-158,78.32266665,0,0,35,-0.162239572,-0.136406275,-24.5
"266","SMC06467","SMC06467_06/28/10_1",NA,0.741237788,0.804197329,NA,-0.5,0.001302092,0.000631258,0,NA,NA,NA,-0.00011,0,-0.01183333,-3.74e-07,0,-1,-0.000354167,-0.030145867,-1
"267","SMC06740","SMC06740_06/10/13_1",0006-10-13,0.624131376,0.47046677,NA,-40,5e-04,0.000577083,-8,NA,NA,NA,26.63056366,-49.5,9.28258367,3.93e-06,42.5,72,0,-0.063479167,-26
"268","SMC06794","SMC06794_07/18/12_1",NA,0.691931349,0.718570065,NA,-3,-0.086375017,-0.027608167,0,NA,NA,NA,-0.006458434,0,-0.019875831,-1.35e-06,0,2,0.000566676,-0.118458334,-2
"269","SMC06863","SMC06863_07/21/11_1",NA,0.906124688,0.897202313,NA,0,-0.000958,-0.005745966,0,0,0.642167001,0,0,0,-0.007354,-2.7e-07,0,0,0.006450003,0,0
"270","SMC06918","SMC06918_07/16/12_1",NA,0.495768589,0.491528338,NA,NA,-0.05509375,-0.082222917,35,NA,NA,NA,34.91916459,-7,61.08614567,0.001304973,37,55,-0.036,-0.048,-23
"271","SMC07126","SMC07126_07/12/12_1",0007-12-12,0.405112241,0.522825658,NA,-50,0,0.542245833,-59,NA,NA,NA,168.6657916,-24,66.7867167,-0.211000496,35,64,-2.069220833,-0.7,-30
"272","SMC08094","SMC08094_06/28/12_1",NA,0.391166109,0.341548296,NA,-39.5,-0.1520833,-0.148383353,26,NA,NA,NA,23.65293912,-163,20.79877333,-0.000681442,-2,37,-0.115058342,-0.1630729,-18
"273","SMC08150","SMC08150_07/08/14_1",0007-08-14,0.519070511,0.551673343,NA,80,-8.019187833,0.001,-64,NA,NA,NA,70.94682258,-2,104.293045,-2.55e-06,0,21,-0.0367998,0,-21
"274","SMC08157","SMC08157_06/22/11_1",NA,0.943632553,0.996616989,NA,0,0,0,0,NA,NA,NA,0.004199792,0,0.047583334,2.01e-07,0,0,0,0,-1
"275","SMC08335","SMC08335_07/07/10_1",0007-07-10,0.491201163,0.53485354,NA,NA,0,0,0,NA,NA,NA,2.105686712,0,6.9953333,-3.7e-05,0,0,0,0.01725,-10
"276","SMC08655","SMC08655_06/21/12_1",NA,0.911502255,0.847074911,NA,0,-0.004312667,-0.006377083,0,0.5,0.305529461,0,0.120913932,0,-0.02353667,1.33e-06,0,0,-0.0034002,-0.005500333,0
"277","SMC08845","SMC08845_06/22/09_1",NA,0.869459032,0.752375269,NA,5,0,0.108,-5,NA,NA,NA,0,-20,0.072125,-0.080658779,-1,-20,0.15,0.399,14
"278","SMC09118","SMC09118_05/22/13_1",NA,0.631731133,0.508148246,NA,-44,-0.2077917,-0.207825,25.5,NA,NA,NA,36.87780042,-4.5,32.61445667,-0.000815189,13,41.5,-0.1991771,-0.231874984,-22.5
"279","SMC09162","SMC09162_08/01/11_1",0008-01-11,0.71859295,0.692825004,NA,-6,0,-0.25,-51,NA,NA,NA,2.2984903,-51,1.3625,0.002572161,-5,-28,-0.254,0,-22
"280","SMC09286","SMC09286_06/09/10_1",0006-09-10,0.973336315,1.049590205,NA,-3,-2.20381583,0.001,-70,NA,NA,NA,126.3550667,-3,220.4600417,6.22e-08,46,64,-0.013739567,0.000375,-29.5
"281","SMC09503","SMC09503_06/04/12_1",0006-04-12,0.981810301,1.05149493,NA,0,-0.033624666,-0.00102075,-1,NA,NA,NA,-0.000693453,0,-0.000916833,-2.1e-07,0,0,0.020320734,0.011937667,0
"282","SMC10189","SMC10189_06/24/10_1",NA,0.489064729,0.457060865,NA,-115,-0.002,0,-57,NA,NA,NA,7.435075,-35,3.036437667,2.92e-06,37,62.5,0,0,-26.5
"283","SMC10685","SMC10685_07/01/10_1",0007-01-10,0.591605785,0.50101178,NA,-62.5,0,1.434991667,-68,NA,NA,NA,498.7575268,-21,625.7417917,-0.156449408,-9.5,-53,-2.76,-3.646791667,-31.5
"284","SMC11343","SMC11343_06/04/12_1",0006-04-12,0.750337532,0.742826471,NA,-98,0.49210417,0.830532334,-4,-5,89.29076413,0,8.36879688,-3,26.043125,8.8e-05,0,0,0.041622942,0.002301917,0
"285","SMC11593","SMC11593_06/21/12_1",NA,0.618124119,0.645801789,NA,-4,-0.013895834,-0.003170834,-13,NA,NA,NA,0.07714187,-1,0.12358334,2.14e-05,0,0,0,6.25e-05,-1
"286","SMC11727","SMC11727_06/09/10_1",0006-09-10,0.918164757,0.857771498,NA,0,-0.006989579,-0.012181412,0,0.5,1.484804145,0,-0.011224868,0,-0.014545,1.72e-07,0,0,-0.004546,-0.025184915,0
"287","SMC12246","SMC12246_07/23/13_1",NA,0.757140888,0.601432678,NA,-48,0,0.556945833,-47,NA,NA,NA,174.5558041,-24,76.078625,-0.221668685,35,-6,-2.069875,-0.630020833,-30
"288","SMC12862","SMC12862_06/27/11_1",NA,0.875023345,0.802261,NA,-187,-4.371295,-7.697631,-182,NA,NA,NA,638.8913718,-119,270.8748335,-0.00030542,0,19,-4.119371418,-11.150915,-13
"289","SMC13062","SMC13062_07/23/13_1",NA,1.056575756,1.046310385,NA,-87,-0.089270825,-0.12724375,34,NA,NA,NA,43.06966333,-1,71.83441667,2.24e-05,32,61,-0.0529125,-0.071458334,-22
"290","SMC13214","SMC13214_05/22/13_1",NA,0.497349723,0.440592922,NA,-77.5,0.012075,59.53682094,36.5,NA,NA,NA,1941.461443,36.5,2295.098815,0.050250578,-0.5,12.5,0.427433333,-88.37151875,-13
"291","SMC13599","SMC13599_06/04/12_1",0006-04-12,0.904206162,1.003037838,NA,0,-0.000645833,-0.000968666,0,NA,NA,NA,-0.00064,0,-0.000833167,-3.95e-07,0,0,0.017750183,0.008375016,0
"292","SMC13630","SMC13630_06/21/12_1",NA,0.601153955,0.532093319,NA,126,-0.873637083,0.194168749,-167,NA,NA,NA,936.6080082,-11,398.66825,-5.97e-08,34,70.5,-1.271975,-5.83567,-35
"293","SMC14099","SMC14099_06/13/13_1",NA,0.652814686,0.692991654,NA,-43,0.001,0,-30,NA,NA,NA,25.38864166,-69,10.47504167,3.93e-05,48,76,0,-0.238864592,-29
"294","SMC14218","SMC14218_07/11/12_1",0007-11-12,0.458030281,0.436919411,NA,-12,0,-0.2699,-53,NA,NA,NA,2.25186874,-55,-0.0475333,-0.013588947,-1,8,-2.35,-0.640751665,-8
"295","SMC16266","SMC16266_08/01/11_1",0008-01-11,0.815234167,0.793962202,NA,-12,0,-0.2699,-65,NA,NA,NA,2.94273705,-52,0.2288083,-0.025389908,-1,-3,-2.432,-0.7,-7
"296","SMC16446","SMC16446_06/21/12_1",NA,0.807215171,0.833190628,NA,0,0.15275,0.0230437,-5,NA,NA,NA,4.018279383,-10,11.44441835,2.09e-08,0,-1,0.030425,0.368375,-1.5
"297","SMC16832","SMC16832_06/18/10_2",NA,0.890997233,0.758092249,NA,-0.5,-2.22314583,0.615379,-143,NA,NA,NA,1141.732276,13.5,792.778585,-3.38e-08,-1,64.5,-4.3357165,-3.7790525,-58
"298","SMC16980","SMC16980_07/06/11_1",0007-06-11,0.763262985,0.680302692,NA,9.5,0.027479167,0.009,-18,NA,NA,NA,0.924644417,-62,11.49261002,2.56e-08,0,0,0,0.008114583,-11
"299","SMC18545","SMC18545_06/25/13_1",NA,0.605259624,0.649346632,NA,0,-0.00197917,-0.00263167,0,NA,NA,NA,-0.002834532,0,-0.00279167,-1.31e-07,0,0,0.00231665,0,0
"300","SMC19669","SMC19669_06/12/13_1",0006-12-13,0.61744728,0.752171121,NA,-45,0,0.01,-1,NA,NA,NA,0,-15,0,-0.00982906,0,23,-0.57,-1.239166665,-28
"301","SMC19697","SMC19697_06/24/13_1",NA,0.671275243,0.592282966,NA,NA,0,0,0,NA,NA,NA,9.14745,0,7.7908334,-2.87e-05,0,1,0,0.019958333,-1
"302","SMC19809","SMC19809_06/25/13_1",NA,1.220335584,1.25151438,NA,0,-0.00040625,-0.000702083,0,NA,NA,NA,-0.00079188,0,-0.000708,1.62e-07,0,0,0.019845834,0.011666667,0
"303","SMC19945","SMC19945_06/25/13_1",NA,0.863461689,0.89084662,NA,0,-0.00407275,-0.005610417,0,NA,NA,NA,0.005129324,0,-0.02025,3.12e-06,0,0,-0.003,-0.004875,0
"304","SMC20032","SMC20032_06/18/10_1",NA,0.857560064,0.672716797,NA,24.5,-2.039045,0.293324733,-143,NA,NA,NA,1055.868288,13,766.84773,4.29e-07,-1,62.5,-4.260507415,-4.215282915,-30.5
"305","SMC20497","SMC20497_07/16/13_1",NA,0.496733054,0.459390418,NA,1.5,0.270448501,0.805909584,-14,NA,NA,NA,12.9569006,-14,10.21904167,0.001294744,0,0,0,0.2879167,-4
"306","SMC21822","SMC21822_06/21/10_1",NA,0.373183633,0.298755523,NA,NA,0.019816667,16.43483334,71,NA,NA,NA,1288.984182,71,1160.85721,0.067529467,0,34,2.102025,-899.424375,-9
"307","SMC23495","SMC23495_07/16/13_1",NA,0.6679645,0.791901386,NA,-25,0,0.18,-53,NA,NA,NA,3.402688333,-52,-0.1289917,-0.012244332,-1,0,-2.35,-0.7,-5
"308","SMC24222","SMC24222_06/21/10_1",NA,0.39764941,0.359033454,NA,NA,0.018608333,15.72552083,44,NA,NA,NA,1170.514641,44,1292.90796,0.052182367,0,33,2.115191667,-82.085125,-9
"309","SMC26288","SMC26288_05/12/09_1",0005-12-09,0.63209419,0.553871141,NA,-3,0.020885417,0.018727049,-1,NA,NA,NA,0.011395006,-3,-0.10572917,-1.47e-06,0,6,-5e-04,-1.027833335,-6
"310","SMC26694","SMC26694_07/16/13_1",NA,0.577358005,0.610515486,NA,-46,0,-0.25,-53,NA,NA,NA,1.83731501,-55,0.253375,-0.486052632,0,-3,-1.817,-0.7,-31
"311","SMC26909","SMC26909_05/31/10_1",NA,0.378218202,0.343175349,NA,125.5,-0.02839565,-0.035345837,-19.5,NA,NA,NA,69.68334616,-39,218.8779983,3.86e-08,0,4,-0.218970837,-0.283,-4
"312","SMC27709","SMC27709_05/31/10_1",NA,0.370611135,0.331738538,NA,122,-0.027562484,-0.03428767,-19.5,NA,NA,NA,61.71899408,-39,215.1966667,2.4e-08,0,2,-0.2115166,-0.27462833,-23
"313","SMC29064","SMC29064_06/25/12_1",NA,1.123874406,1.006214503,NA,-1,0,0,-4,NA,NA,NA,-5.35e-05,-4,0,-4.2e-06,0,0,0,0,0
"314","SMC32897","SMC32897_06/21/10_1",NA,0.614264666,0.646566541,NA,NA,0,0,NA,NA,NA,NA,0.595521875,NA,NA,0.387865605,NA,NA,-0.0015,-0.001,NA
"315","SMC34888","SMC34888_06/24/10_1",NA,0.640777236,0.563634597,NA,-4,0.006354166,0,-1,NA,NA,NA,-0.002800817,0,-0.07075,5.32e-07,-1,-1,0,0,-5
"316","SMC35697","SMC35697_06/10/10_1",0006-10-10,0.86678107,0.740013605,NA,NA,0,0,0,NA,NA,NA,21.75479082,0,18.0743335,-0.000131161,0,3,0,0,-3
"317","SMC35837","SMC35837_06/25/12_1",NA,0.680227226,0.804312446,NA,0.5,-0.002468933,-0.004473333,0,NA,NA,NA,0.034052012,0,1.3522925,3.65e-06,0,0,-0.000999998,-0.010250334,0
"318","SMC40887","SMC40887_06/12/13_1",0006-12-13,0.429728333,0.299241865,NA,-101,-0.575530333,-0.573190802,-6,NA,NA,NA,80.60750497,-25,188.18277,-2.45e-06,-80,7.5,-2.306597084,-0.7018575,-0.5
"319","SMCR8_218","SMCR8_218_06/22/09_1",NA,1.252088182,1.223396615,NA,-2,-0.00064585,-0.001093733,0,-3.5,0.190942606,0,-0.001185428,0,-0.004291666,-4.76e-06,0,-3,-0.027233333,-0.001833334,-1
"320","SMCR8_219","SMCR8_219_07/06/09_1",0007-06-09,0.905652761,0.764359071,NA,-9,0,0,0,NA,NA,NA,0,-1,0,-0.0005267,0,0,0,0,-1
"321","SMCR8_474","SMCR8_474_07/05/09_1",0007-05-09,0.96399199,1.008864891,NA,-1,0,0,-1,NA,NA,NA,0,-2,0,-0.002761041,1,-1,0,0,-1
"322","SMCR8_513","SMCR8_513_06/22/09_1",NA,0.800125753,0.811224561,NA,NA,-5e-04,0,-13,NA,NA,NA,-9.48e-05,-6.5,-0.014666666,-4.36e-06,0,-2,0,-0.002166667,2
"323","SMCR8_605","SMCR8_605_07/01/09_1",0007-01-09,0.888459997,0.946285551,NA,-2.5,0.0015625,-0.0008125,0,NA,NA,NA,-0.005805191,-1,-0.012062667,6.05e-06,0,-1,-0.001439587,0.0024479,-5
"324","SMCR8_688","SMCR8_688_07/01/09_2",0007-01-09,1.007896119,1.078734618,NA,0.5,-0.000781267,-0.000504157,0,NA,NA,NA,-0.000375033,0,-0.011416667,9.65e-07,0,-1,-0.00015,-0.009125,0
